Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
15-Sep-2025 10:00 AM,03-Oct-2025 11:00 AM,15-Sep-2025 10:00 AM,26-Sep-2025 05:00 PM,NA ,NA ,15-Sep-2025 10:00 AM,26-Sep-2025 05:00 PM,EXECUTIVE OFFICER,vyasanagar Municipality,Repair and renovation of OMC Upper Primary School in ward no-04,Repair and renovation of OMC Upper Primary School in ward no-04,Please refer Tender documents. ,NA ,"2,54,478",Civil Works - Others,NA ,Tender,30.0,30.0,VYASANAGAR MUNICIPALITY,755019.0,NA ,NA ,NA ,EXECUTIVE OFFICER CHAMMBER VYASANAGAR MUNICIPALITY,No ,No,Municipal Bodies||Vyasanagar Municipality,2/VNM/2025-26,2025_ORULB_117995_31,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,"2,550",Yes,fixed,,Nil,Nil,"2,000",0.0,Nil,Nil,No,AOC,Eo,Internal,"me,je,accountant",Manas Ranjan Sahoo,17-Jan-2026 01:30 PM,finsummary_552394.pdf (407.65 KB),Eo,Internal,"me,je,accountant",Manas Ranjan Sahoo,17-Jan-2026 01:17 PM,techsummary_552394.pdf (407.65 KB),1,3099097,DIPENDRA KUMAR JENA,25-Sep-2025 11:03 PM,Rejected-Finance,due to l2,17-Jan-2026 01:30 PM,Municipal Bodies||Vyasanagar Municipality,2025_ORULB_117995_31,2/VNM/2025-26,Repair and renovation of OMC Upper Primary School in ward no-04,1.0,3100969.0,KALANDI CHARAN SETHY,INR,"216,331.42",17-Jan-2026,"INR 216,331.42",30.0,Manas Ranjan Sahoo,17-Jan-2026 01:37 PM,wwwkk.pdf (246.00 KB),due to l1,Finance,ok,Manas Ranjan Sahoo,17-Jan-2026 01:13 PM,finance_552394.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,3100969,KALANDI CHARAN SETHY,26-Sep-2025 01:55 PM,Accepted-AOC,due to l1,17-Jan-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3099377,M/S NARAYAN OJHA,24-Sep-2025 08:19 PM,Rejected-Finance,due to l5,17-Jan-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3099359,RAJENDRA BEHERA,24-Sep-2025 08:03 PM,Rejected-Finance,due to l4,17-Jan-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3098590,RANJAN KUMAR SETHY,24-Sep-2025 01:48 PM,Rejected-Finance,due to l3,17-Jan-2026 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
