Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"7,080",0.0,Nil,Nil,No,"34,330",Yes,percentage,1.0%,Nil,Nil,20-Nov-2025 11:00 AM,28-Nov-2025 11:00 AM,20-Nov-2025 11:00 AM,27-Nov-2025 05:00 PM,20-Nov-2025 11:00 AM ,26-Nov-2025 05:00 PM ,20-Nov-2025 11:00 AM,27-Nov-2025 05:00 PM,1.0,ICICI BANK,Installation and energisation of PAHANDI-VII L.I. Project under DUNGURIPALI Block in SUBARNAPUR District (RIDF-2025-26),Installation and energisation of PAHANDI-VII L.I. Project under DUNGURIPALI Block in SUBARNAPUR District (RIDF-2025-26),Please refer Tender documents. ,NA ,"34,33,038",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,120.0,Subarnapur,767017.0,NA ,NA ,NA ,"O/O. the E.E., L.I. Division, Subarnapur",No ,No,"E.E., L.I. Division, Subarnapur","O/O. the E.E., L.I. Division, Subarnapur",Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Subarnapur,OLIC-SNP-03/2025-26,2025_OLIC_121569_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, Tender Paper Cost, EMD, Affidavits and Joint Venture etc. as per DTCN",AOC,EE,Internal,EE and others,CHANDRAMA PING,17-Jan-2026 11:23 PM,finsummary_565541.pdf (3495.02 KB),Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Subarnapur,2025_OLIC_121569_15,OLIC-SNP-03/2025-26,Installation and energisation of PAHANDI-VII L.I. Project under DUNGURIPALI Block in SUBARNAPUR District (RIDF-2025-26),1.0,3253604.0,Dukhanasana Sethi,INR,"2,918,426",Finance,13 Nos. Bidders participated,CHANDRAMA PING,25-Dec-2025 10:43 PM,finance_565541.pdf,BOQ Comparative Chart,1,3260124,ABHILASH PRADHAN,27-Nov-2025 02:04 PM,Rejected-Finance,Unsuccess on Lottery System,17-Jan-2026 11:23 PM,17-Jan-2026,"INR 3,433,038.38",120.0,CHANDRAMA PING,17-Jan-2026 11:26 PM,AOC.pdf (3495.00 KB),Success on Lottery System,EE,Internal,EE and others,CHANDRAMA PING,17-Jan-2026 11:16 PM,techsummary_565541.pdf (3495.02 KB),AOC
,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,2,3260569,ANANTA SAHU,27-Nov-2025 03:53 PM,Rejected-Finance,Unsuccess on Lottery System,17-Jan-2026 11:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3245105,BINOD SAHU,27-Nov-2025 10:12 AM,Rejected-Finance,Unsuccess on Lottery System,17-Jan-2026 11:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3260672,DHARMENDRA SAHU,27-Nov-2025 04:39 PM,Rejected-Finance,Unsuccess on Lottery System,17-Jan-2026 11:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3260131,Dinesh kumar karna,27-Nov-2025 02:03 PM,Rejected-Finance,Unsuccess on Lottery System,17-Jan-2026 11:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3253604,Dukhanasana Sethi,26-Nov-2025 06:38 PM,Accepted-AOC,Success on Lottery System,17-Jan-2026 11:26 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3255539,MOHAMMAD ANISH,26-Nov-2025 10:12 PM,Rejected-Finance,Unsuccess on Lottery System,17-Jan-2026 11:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3259404,MS Shree Shyam and Co,27-Nov-2025 01:33 PM,Rejected-Finance,Unsuccess on Lottery System,17-Jan-2026 11:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3255597,NILESH KUMAR JAIN,27-Nov-2025 12:05 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Non deposit of EMD in joint venture with other contractor.,25-Dec-2025 10:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3254025,RADHAKANTA MAHALIK,27-Nov-2025 09:19 AM,Rejected-Finance,Unsuccess on Lottery System,17-Jan-2026 11:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3258832,ROHIT KUMAR TRIVEDI,26-Nov-2025 11:15 PM,Rejected-Finance,Unsuccess on Lottery System,17-Jan-2026 11:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3257612,SUDHIRA KARA,27-Nov-2025 12:32 PM,Rejected-Finance,Unsuccess on Lottery System,17-Jan-2026 11:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,3260809,SUPER MAGMA CONTRACTORS PRIVATE LIMITED,27-Nov-2025 04:40 PM,Rejected-Finance,Unsuccess on Lottery System,17-Jan-2026 11:23 PM,,,,,,,,,,,,,,AOC
