Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
16-Jan-2026,"INR 1,864,444.37",60.0,Swarna Prava Jena,16-Jan-2026 01:09 PM,05.pdf (459.00 KB),AWARD OF CONTRACT,1,3182816,ADHIR KUMAR JENA,05-Nov-2025 01:17 PM,Rejected-AOC,Not Qualify,16-Jan-2026 01:09 PM,1.0,3185941.0,SUJATA PATI,INR,"1,864,444.37",CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION I JAJPUR,2025_CERWI_120455_14,Tender Online 05 JJPT of 2025-26,S/R to Barikul to Sridharpur Road in the district of Jajpur for the year 2025-26,Finance,25 Nos Bidders Participated,Truptimayee Pradhan,12-Nov-2025 03:36 PM,,BOQ Comparative Chart,SUPERINTENDING ENGINEER,Internal,"DAO,ESTIMATOR",Swarna Prava Jena,16-Jan-2026 01:04 PM,finsummary_560614.pdf (459.01 KB),SUPERINTENDING ENGINEER,Internal,"DAO, ESTIMATOR",Swarna Prava Jena,16-Jan-2026 12:57 PM,techsummary_560614.pdf (459.01 KB),AOC,"6,000",0.0,Nil,Nil,No,Superintending Engineer,"Rural Works Division,Jajpur",S/R to Barikul to Sridharpur Road in the district of Jajpur for the year 2025-26,S/R to Barikul to Sridharpur Road in the district of Jajpur for the year 2025-26,Please refer Tender documents. ,NA ,"21,93,206",Civil Works - Roads,NA ,Tender,90.0,60.0,JAJPUR,755007.0,NA ,NA ,NA ,"RURAL WORKS DIVISION,JAJPUR",No ,No,31-Oct-2025 06:55 PM,07-Nov-2025 11:00 AM,31-Oct-2025 06:55 PM,06-Nov-2025 05:00 PM,31-Oct-2025 06:55 PM ,04-Nov-2025 05:00 PM ,31-Oct-2025 06:55 PM,06-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, PAN, GSTIN, RC, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN","22,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION I JAJPUR,Tender Online 05 JJPT of 2025-26,2025_CERWI_120455_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,2,3180471,BHASKAR CHANDRA SAHOO,05-Nov-2025 09:36 AM,Rejected-AOC,Not Qualify,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
,,,,,,,3,3189831,BIJAYA KUMAR JENA,06-Nov-2025 04:04 PM,Rejected-AOC,Not Qualify,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3186083,CHANDRAKANTA PARIDA,06-Nov-2025 01:42 PM,Rejected-AOC,Not Qualify,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3176278,DHARMENDRA KUMAR PARIDA,06-Nov-2025 11:32 AM,Rejected-AOC,Not Qualify,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3185213,DIBYA PRASAD BIHARA,05-Nov-2025 05:42 PM,Rejected-AOC,Not Qualify,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3184523,JAJATI KESHARI RAY,05-Nov-2025 02:51 PM,Rejected-AOC,Not Qualify,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3188444,JANGYADATTA TRIPATHY,06-Nov-2025 12:50 PM,Rejected-AOC,Not Qualify,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3181594,JULKAR RAHEMAN KHAN,04-Nov-2025 05:11 PM,Rejected-AOC,Not Qualify,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3179545,LAXMIDHAR SAHOO,04-Nov-2025 07:19 PM,Rejected-AOC,Not Qualify,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
