S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||EE Keonjhar Irrigation Divn Keonjhar,BAID 02 OF 2025-26,2025_KIDK_118339_26,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GSTIN, PAN, Affidavit, RC, No Relationship etc.",24-Sep-2025 12:40 PM,10-Oct-2025 11:00 AM,24-Sep-2025 12:40 PM,09-Oct-2025 05:30 PM,NA ,NA ,24-Sep-2025 12:40 PM,09-Oct-2025 05:30 PM,"SE, Baitarani Irrigation Division, Salapada","SE, Baitarani Irrigation Division, Salapada","6,000",Nil,Nil,No,"11,100",Yes,fixed,,Nil,Nil,Imp. Of Narayanapur Sub Minor-I (Const. of Canal Syphone and trough wall at RD 20060mtr) for the year 2025-26,Imp. Of Narayanapur Sub Minor-I (Const. of Canal Syphone and trough wall at RD 20060mtr) for the year 2025-26,Please refer Tender documents. ,NA ,"11,06,000",Civil Works - Canal,NA ,Tender,90.0,120.0,Salapada,758020.0,NA ,NA ,NA ,"SE, Baitarani Irrigation Division, Salapada",No ,No,AOC,CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||EE Keonjhar Irrigation Divn Keonjhar,2025_KIDK_118339_26,BAID 02 OF 2025-26,Imp. Of Narayanapur Sub Minor-I (Const. of Canal Syphone and trough wall at RD 20060mtr) for the year 2025-26,"Er Laxman Marndi, SE",Internal,"Somanath Tripathy, DAO, Sidhartha Sekhar Das, Estr, Satyaprakash Senapaty, JE",Laxman Marandi,27-Nov-2025 12:53 PM,finsummary_553319.pdf (409.80 KB),Finance,UPLOADED,SIDDHARTHA SHANKAR DAS,12-Nov-2025 03:47 PM,,BOQ Comparative Chart,1.0,3114907.0,Santosh Bharati,INR,"940,590.65",1,3114522,Amaresh Kumar Biswal,07-Oct-2025 05:33 PM,Rejected-Finance,R,27-Nov-2025 12:53 PM,31-Jan-2026,"INR 940,590.65",120.0,Laxman Marandi,31-Jan-2026 01:02 PM,26.pdf (307.00 KB),AOC,"Er Laxman Marndi, SE",Internal,"Somanath Tripathy, DAO, Sidhartha Sekhar Das, Estr, Satyaprakash Senapaty, JE",Laxman Marandi,27-Nov-2025 12:47 PM,techsummary_553319.pdf (409.80 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3111093,BHABESH KUMAR NAYAK,05-Oct-2025 07:00 PM,Rejected-Finance,R,27-Nov-2025 12:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3115775,Dhirendra Kumar Samal,08-Oct-2025 01:22 PM,Rejected-Finance,R,27-Nov-2025 12:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3112893,DIPIKA SWAIN,06-Oct-2025 10:23 PM,Rejected-Finance,R,27-Nov-2025 12:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3117793,DUSASAN ROUT,08-Oct-2025 08:11 PM,Rejected-Finance,R,27-Nov-2025 12:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3106734,Gobinda Chandra Behera,05-Oct-2025 10:13 AM,Rejected-Finance,R,27-Nov-2025 12:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3117540,Gouranga Jena,08-Oct-2025 07:30 PM,Rejected-Finance,R,27-Nov-2025 12:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3101733,HITESH KUMAR PRUSTY,27-Sep-2025 10:48 PM,Rejected-Finance,R,27-Nov-2025 12:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3117967,M/S H AND S PROPERTY MANAGEMENT SERVICES,08-Oct-2025 08:58 PM,Rejected-Finance,R,27-Nov-2025 12:53 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3117925,Narendra Kumar Sethy,08-Oct-2025 08:37 PM,Rejected-Finance,R,27-Nov-2025 12:53 PM,,,,,,,,,,,,,,AOC
