S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,3030219.0,JYOTIRANJAN BEHERA,INR,"6,542,413",BDO,Internal,"CP,AE,EO,BFO,AEE,BDO",Sanatan Bhol,02-Jan-2026 05:49 PM,finsummary_547673.pdf (9667.91 KB),Technical,9 Nos Bidder Admitted,Sanatan Bhol,14-Aug-2025 01:50 PM,,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Nayagarh||DASPALLA Block,2025_PRDSP_116193_1,Online Tender-02 / 2025-26,Construction of Upgraded High School Building at Kainyadiha UGHS,Finance,9 NOS BIDDER ADMITTED,Bhubanananda Pattnaik,11-Sep-2025 12:16 PM,,BOQ Comparative Chart,BDO,Internal,"JE, AEE, BFO, ABDO",Bhubanananda Pattnaik,09-Sep-2025 05:06 PM,11-Sep-2025 11:00 AM,techsummary_547673.pdf (4491.50 KB),1,3033214,ANITA MISHRA,12-Aug-2025 01:50 PM,Rejected-Finance,Disqualified,02-Jan-2026 05:49 PM,02-Jan-2026,"INR 6,542,413",180.0,Sanatan Bhol,02-Jan-2026 05:59 PM,KAINDIHA.pdf (9668.00 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"PAPER COST, EMD, GST, PAN, RC, EXPERIENCE, AFFIDAVIT, MACHINARY AND OTHER DOCUMENT AS PER DTCN.","Block Development Officer, Daspalla","At/Po/PS-Daspalla, Dist-Nayagarh",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Nayagarh||DASPALLA Block,Online Tender-02 / 2025-26,2025_PRDSP_116193_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",Nil,Nil,No,"76,960",Yes,percentage,1.0%,Nil,Nil,29-Jul-2025 11:00 AM,14-Aug-2025 11:00 AM,29-Jul-2025 11:00 AM,13-Aug-2025 05:00 PM,29-Jul-2025 11:00 AM ,13-Aug-2025 01:00 PM ,29-Jul-2025 11:00 AM,13-Aug-2025 05:00 PM,11-Sep-2025 11:00 AM,1.0,ICICI BANK,Construction of Upgraded High School Building at Kainyadiha UGHS,Construction of Upgraded High School Building at Kainyadiha UGHS,Please refer Tender documents. ,NA ,"76,96,000",Civil Works - Buildings,NA ,Tender,120.0,180.0,Daspalla,752084.0,NA ,NA ,NA ,"O/o the Block Development Officer, Daspalla",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3030260,DEVIPRASAD DASH,11-Aug-2025 09:23 PM,Rejected-AOC,Not selected in lottery process.,02-Jan-2026 06:00 PM,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3034061,FAKIR MOHAN DALEI,12-Aug-2025 10:05 PM,Rejected-AOC,Not selected in lottery process.,02-Jan-2026 06:00 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3034935,JITENDRA KUMAR DASH,13-Aug-2025 04:46 PM,Rejected-AOC,Not selected in lottery process.,02-Jan-2026 06:00 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3030219,JYOTIRANJAN BEHERA,11-Aug-2025 09:27 PM,Accepted-AOC,Selected in lottery process.,02-Jan-2026 06:00 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3034574,PRASANT KUMAR GURU,13-Aug-2025 04:31 PM,Rejected-AOC,Not selected in lottery process.,02-Jan-2026 06:00 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3034853,RAKESH KUMAR SAHOO,13-Aug-2025 04:00 PM,Rejected-AOC,Not selected in lottery process.,02-Jan-2026 06:00 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3034711,SAMEER PATTANAIK,13-Aug-2025 02:34 PM,Rejected-AOC,Not selected in lottery process.,02-Jan-2026 06:00 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3034529,SANTOSH KUMAR SETHI,13-Aug-2025 01:31 PM,Rejected-AOC,Not selected in lottery process.,02-Jan-2026 06:00 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
