Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
08-Jan-2026,"INR 86,197,650",365.0,Akshaya Kumar Naik,08-Jan-2026 06:17 PM,Tudukam.pdf (1063.00 KB),CE RW I||RWCIRCLE-BARIPADA,2025_CERWI_109110_10,Road Online N.C.B. No-361,"Improvement to Tudukam to Pandupani road (0/0 to 4.2K.M), Tudukam to Kulughutu(4.2 to 5.26), Jirei to Rambeda (5.26 to 7.836 Km) under MMSY- Improvement to Existing RD Road in the District of Mayurbhanj for the year 2024-25.",1.0,2765309.0,ANUP BUILDERS,INR,"86,197,650",1,2765309,ANUP BUILDERS,20-Jan-2025 12:23 PM,Accepted-AOC,L1,08-Jan-2026 06:17 PM,Technical,09 Nos of bidders participated,Akshaya Kumar Naik,02-May-2025 12:42 PM,,SE RWD Udala,Internal,,Akshaya Kumar Naik,08-Jan-2026 06:13 PM,finsummary_524032.pdf (573.35 KB),Finance,07 Nos of bidders admitted,Akshaya Kumar Naik,08-Jan-2026 05:30 PM,,BOQ Comparative Chart,"CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,02-May-2025 12:47 PM,06-May-2025 11:00 AM,techsummary_524032.pdf (395.84 KB),AOC,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,CCE RWC Baripada,CCE RWC Baripada,07-Jan-2025 06:00 PM,21-Jan-2025 11:00 AM,07-Jan-2025 06:00 PM,20-Jan-2025 05:00 PM,07-Jan-2025 06:00 PM ,18-Jan-2025 05:00 PM ,07-Jan-2025 06:00 PM,20-Jan-2025 05:00 PM,06-May-2025 11:00 AM,"Improvement to Tudukam to Pandupani road (0/0 to 4.2K.M), Tudukam to Kulughutu(4.2 to 5.26), Jirei to Rambeda (5.26 to 7.836 Km) under MMSY- Improvement to Existing RD Road in the District of Mayurbhanj for the year 2024-25.","Improvement to Tudukam to Pandupani road (0/0 to 4.2K.M), Tudukam to Kulughutu(4.2 to 5.26), Jirei to Rambeda (5.26 to 7.836 Km) under MMSY- Improvement to Existing RD Road in the District of Mayurbhanj for the year 2024-25.",Please refer Tender documents. ,NA ,"10,13,98,000",Civil Works - Roads,NA ,Tender,90.0,365.0,"SERW Division, Rairangpur",757043.0,NA ,NA ,NA ,CCE RWC Baripada,No ,No,CE RW I||RWCIRCLE-BARIPADA,Road Online N.C.B. No-361,2025_CERWI_109110_10,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,13,980",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, RC, PAN, GSTIN and EMD etc as per DTCN",AOC
,,,,,,,,,,,,,,,2,2758903,BIJAYA NANDA MANDAL,17-Jan-2025 12:29 PM,Rejected-AOC,L1,08-Jan-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"ATO, similar nature of work experience etc as per DTCN",AOC
,,,,,,,,,,,,,,,3,2753082,Manoj Kumar Gupta,20-Jan-2025 11:00 AM,Rejected-Technical,Insufficient Bid capacity (ITB Clause-9),02-May-2025 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machineries, Affidavit etc as per DTCN",AOC
,,,,,,,,,,,,,,,4,2765564,MANOJ KUMAR MOHANTY,20-Jan-2025 10:17 AM,Rejected-AOC,L1,08-Jan-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,,,5,2756323,M/s Pallavi Infra Project,19-Jan-2025 06:29 PM,Rejected-AOC,L2,08-Jan-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2764904,sashikanta mohapatra,19-Jan-2025 07:09 PM,Rejected-AOC,L1,08-Jan-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,2766522,SILVER CREEK CONSTRUCTIONS,20-Jan-2025 04:40 PM,Rejected-Technical,Insufficient work experience (ITB Clause-5),02-May-2025 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,2765273,SRI RABINDRA PADHY,20-Jan-2025 03:13 PM,Rejected-AOC,L1,08-Jan-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,9,2747588,SRI SUBASH CHANDRA MANDAL,13-Jan-2025 05:22 PM,Rejected-AOC,L1,08-Jan-2026 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
