Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
26-Aug-2025,"INR 40,243,761",240.0,Lopamudra Dalai,20-Jan-2026 12:58 PM,Nachunibadi.pdf (492.00 KB),CE RW I||RWCIRCLE-BERHAMPUR,2025_CERWI_109521_28,Online Tender/16-2024-25/BPR,Improvement to Nachunibadi Madhurjhola Samantarapali road in the District of Ganjam under MMSY-Improvement to Existing RD Road for the year 2024-25,1.0,2779527.0,Nilachala Sahu,INR,"40,243,761",1,2778912,M/s GEETA LAXMI CONSTRUCTIONS,26-Jan-2025 06:52 PM,Rejected-AOC,2nd Lowest,20-Jan-2026 12:58 PM,Technical,Documents to be verified,Lopamudra Dalai,11-Jun-2025 05:32 PM,technical_526304.pdf,"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,,Lopamudra Dalai,17-Jul-2025 06:39 PM,finsummary_526304.pdf (679.16 KB),Finance,Documents to be verified,Lopamudra Dalai,03-Jul-2025 12:58 PM,finance_526304.pdf,BOQ Comparative Chart,"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,"Junior Engineer,R.W.Circle,BAM P.A. to CCE,R.W.Circle, BAM SE,R.W.Divn-II,Gm,BAM",Lopamudra Dalai,20-Jun-2025 06:59 PM,30-Jun-2025 11:00 AM,techsummary_526304.pdf (3175.20 KB),AOC,18-Jan-2025 09:00 AM,28-Jan-2025 11:00 AM,18-Jan-2025 09:00 AM,27-Jan-2025 05:30 PM,18-Jan-2025 09:00 AM ,24-Jan-2025 05:30 PM ,18-Jan-2025 09:00 AM,27-Jan-2025 05:30 PM,30-Jun-2025 11:00 AM,CE RW I||RWCIRCLE-BERHAMPUR,Online Tender/16-2024-25/BPR,2025_CERWI_109521_28,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,Improvement to Nachunibadi Madhurjhola Samantarapali road in the District of Ganjam under MMSY-Improvement to Existing RD Road for the year 2024-25,Improvement to Nachunibadi Madhurjhola Samantarapali road in the District of Ganjam under MMSY-Improvement to Existing RD Road for the year 2024-25,Please refer Tender documents. ,NA ,"4,57,95,000",Civil Works - Roads,NA ,Tender,90.0,240.0,Bhanjanagar,760011.0,NA ,NA ,NA ,"O/O Chief Construction Engineer, R.W.Circle, BAM",No ,No,1.0,ICICI BANK,"4,58,000",Yes,fixed,,Nil,Nil,"Chief Construction Engineer, R.W.Circle, BAM","O/O Chief Construction Engineer, RWC, BAM Near Income Tax Office Ambapua-11",1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Annual Turnover,experience,machinery and other papers as per DTCN",AOC
,,,,,,,,,,,,,,,2,2779527,Nilachala Sahu,27-Jan-2025 08:50 AM,Accepted-AOC,1st Lowest,20-Jan-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,,,3,2779487,PRABHAT KUMAR SAHU,27-Jan-2025 01:46 PM,Rejected-AOC,3rd Lowest,20-Jan-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2774557,Prakash Chandra Sahu,26-Jan-2025 01:59 PM,Rejected-Technical,DIS-QUALIFIED,20-Jun-2025 06:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2779477,Rajendra Patra,27-Jan-2025 12:38 PM,Rejected-AOC,3rd Lowest,20-Jan-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2779633,Umakanta Sahu,27-Jan-2025 10:04 AM,Rejected-AOC,3rd Lowest,20-Jan-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
