S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,Restoration of Road and Culvert at Backside of Dr GS Dash at Brundaban Vihar,Restoration of Road and Culvert at Backside of Dr GS Dash at Brundaban Vihar,Please refer Tender documents. ,NA ,"4,89,445",Civil Works - Others,NA ,Tender,120.0,60.0,Sambalpur,768001.0,NA ,NA ,NA ,Sambalpur,No ,No,Municipal Bodies||Sambalpur Municipal Corporation,04/SMC_SBP/2020-21,2020_ORULB_63532_32,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GST, Registration Certificate, Experience, Appendix etc as per the DTCN","4,894",Yes,percentage,1.0%,"Municipal Commissioner, SMC Sambalpur",Sambalpur,04-Nov-2020 11:00 AM,18-Nov-2020 11:00 AM,04-Nov-2020 11:00 AM,16-Nov-2020 05:00 PM,NA ,NA ,04-Nov-2020 11:00 AM,16-Nov-2020 05:00 PM,"2,000",0.0,"Municipal Commissioner, SMC Sambalpur",Sambalpur,No,"Municipal Commissioner, SMC Sambalpur",Sambalpur Municipal Corporation,AOC,1,1390097,ABHINAS NANDA,16-Nov-2020 02:19 PM,Accepted-AOC,successful,19-Jan-2026 11:20 AM,19-Jan-2026,"INR 489,444.74",60.0,Rehan Khatri,19-Jan-2026 11:20 AM,4smc322020.pdf (552.00 KB),successful,"Shubham Saxena, Chairman",Internal,Commissioner and Executive engineer,PADMINI MEHER,06-Apr-2021 11:34 AM,techsummary_332088.pdf (364.80 KB),"Shubham Saxena, Chairman",Internal,Commissioner and Executive engineer,PADMINI MEHER,06-Apr-2021 11:36 AM,finsummary_332088.pdf (364.80 KB),Municipal Bodies||Sambalpur Municipal Corporation,2020_ORULB_63532_32,04/SMC_SBP/2020-21,Restoration of Road and Culvert at Backside of Dr GS Dash at Brundaban Vihar,1.0,1390097.0,ABHINAS NANDA,INR,"489,444.74",Finance,Tender Opened,ANIRUDDHA PADHAN,23-Nov-2020 05:30 PM,finance_332088.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,AOC,2,1388813,BIJAYA KUMAR SAHOO,14-Nov-2020 08:26 PM,Rejected-Technical,Unsuccess,06-Apr-2021 11:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,1388657,DIBAKAR PATTNAIK,15-Nov-2020 05:45 PM,Rejected-Technical,Unsuccess,06-Apr-2021 11:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,1388663,GOPABANDHU BHOI,15-Nov-2020 01:38 AM,Rejected-Technical,Unsuccess,06-Apr-2021 11:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,1385382,JAYANTA KUMAR MEHER,12-Nov-2020 09:01 PM,Rejected-Technical,Unsuccess,06-Apr-2021 11:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,1389520,KISHOR PANDEY,16-Nov-2020 11:39 AM,Rejected-Technical,Unsuccess,06-Apr-2021 11:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,1389672,MADAN MOHAN PANDA,16-Nov-2020 10:48 AM,Rejected-Technical,Unsuccess,06-Apr-2021 11:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,1388932,NARAYAN BAGH,14-Nov-2020 07:26 PM,Rejected-Technical,Unsuccess,06-Apr-2021 11:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,1389174,RADHA KRISHNA KAR,15-Nov-2020 02:51 PM,Rejected-Technical,Unsuccess,06-Apr-2021 11:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,1389411,RAMESH CHANDRA MAHAKUD,15-Nov-2020 09:31 PM,Rejected-Technical,Unsuccess,06-Apr-2021 11:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,1387117,SASWAT NANDA,11-Nov-2020 07:11 PM,Rejected-Technical,Unsuccess,06-Apr-2021 11:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,1389957,SUSANTA SAHU,16-Nov-2020 01:30 PM,Rejected-Technical,Unsuccess,06-Apr-2021 11:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
