Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar,FEnCC-DFO(T) KJR-02/2025-26,2025_DFOKJ_119942_58,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,29-Oct-2025 10:00 AM,12-Nov-2025 11:30 AM,29-Oct-2025 10:00 AM,11-Nov-2025 05:00 PM,29-Oct-2025 10:00 AM ,11-Nov-2025 05:00 PM ,29-Oct-2025 10:00 AM,11-Nov-2025 05:00 PM,"13,100",Yes,fixed,,Nil,Nil,Construction of Wire Mesh Loose Bouder Check Dam (WLBCD) on Bandhuriaghar Nallah inside Nayagarh RF of Keonjhar Range under OMBADC (DPR 2022-23),Construction of Wire Mesh Loose Bouder Check Dam (WLBCD) on Bandhuriaghar Nallah inside Nayagarh RF of Keonjhar Range under OMBADC (DPR 2022-23),Please refer Tender documents. ,NA ,"13,02,006",Civil Works - Water Works,NA ,Tender,120.0,90.0,Bandhuriaghar Nallah inside Nayagarh RF of Keonjha,758014.0,NA ,NA ,NA ,"Office of the Divisional Forest Officer, Keonjhar",No ,No,DFO Keonjhar,AT-PO-DIST- KEONJHAR-758001,"6,000",Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, PAN, GST, ContractorRegistration Certificate and Other Documents as per DTCN",AOC,"dhanraj HD, IFS",Internal,"Jyotirmaya Suar, Jr Asst, Narayan Panda, Ic Head Clerk, Ashok Kumar Das, ACF, Sudipta Ku Panda, ACF",Dhanraj Hanumant Dhamdhere,28-Jan-2026 04:49 PM,techsummary_559034.pdf (460.31 KB),"dhanraj HD, IFS",Internal,"Jyotirmaya Suar, Jr Asst, Narayan Panda, Ic Head Clerk, Ashok Kumar Das, ACF, Sudipta Ku Panda, ACF",Dhanraj Hanumant Dhamdhere,28-Jan-2026 06:04 PM,finsummary_559034.pdf (317.70 KB),Finance,BID OPENING SUMMARY,Dhanraj Hanumant Dhamdhere,19-Nov-2025 12:32 PM,finance_559034.pdf,BOQ Comparative Chart,1,3190281,BISHNUPRASAD JENA,06-Nov-2025 05:21 PM,Accepted-AOC,Selected,28-Jan-2026 06:07 PM,1.0,3190281.0,BISHNUPRASAD JENA,INR,"1,306,067",Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar,2025_DFOKJ_119942_58,FEnCC-DFO(T) KJR-02/2025-26,Construction of Wire Mesh Loose Bouder Check Dam (WLBCD) on Bandhuriaghar Nallah inside Nayagarh RF of Keonjhar Range under OMBADC (DPR 2022-23),28-Jan-2026,"INR 1,306,067",90.0,Dhanraj Hanumant Dhamdhere,28-Jan-2026 06:07 PM,Workorder.pdf (475.00 KB),Work Order issue to L1 Bdder selected through Lottery,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,2,3189855,SAGARIKA GIRI,06-Nov-2025 04:07 PM,Rejected-AOC,not Selected,28-Jan-2026 06:07 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3185483,SUDHIR KUMAR SWAIN,05-Nov-2025 07:15 PM,Rejected-AOC,Not Selected,28-Jan-2026 06:07 PM,,,,,,,,,,,,,,,,,AOC
