Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Municipal Bodies||Brajrajnagar Municipality,BRJNRM -01/2025-26,2025_ORULB_113785_26,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"19,900",Yes,fixed,,Nil,Nil,26-May-2025 01:00 PM,05-Jun-2025 09:00 AM,26-May-2025 01:00 PM,04-Jun-2025 01:00 PM,NA ,NA ,26-May-2025 01:00 PM,04-Jun-2025 01:00 PM,21-Jun-2025 11:00 AM,Const. of Road and drain at Jagarnath Colony,Road and drain,Please refer Tender documents ,NA ,"19,90,000",Civil Works - Others,NA ,Tender,90.0,90.0,Brajrajnagar Municipal Area,768216.0,NA ,NA ,NA ,Brajrajnagar Municipality,No ,No,1,Fee/PreQual/Technical,.pdf,"Contractor License, T.P., E.M.D. copy, PAN, GST, Affidavit and other relevant documents of this DTCN",Executive Officer Brajrajnagar Municipality,Brajrajnagar Municipality At-Lamtibahal PO-Brajrajnagar Dist-Jharsuguda,1,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC,"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,20-Jun-2025 12:21 PM,21-Jun-2025 11:00 AM,techsummary_541029.pdf (164.41 KB),Finance,ok,Chandramani Swain,21-Jun-2025 02:04 PM,finance_541029.pdf,BOQ Comparative Chart,"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Junior Engineer, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality",Chandramani Swain,13-Jan-2026 11:35 AM,finsummary_541029.pdf (394.17 KB),Technical,ok,Chandramani Swain,19-Jun-2025 01:32 PM,technical_541029.pdf,1,2950493,Birendra Munda,03-Jun-2025 10:30 PM,Rejected-AOC,Rejected,13-Jan-2026 11:44 AM,Municipal Bodies||Brajrajnagar Municipality,2025_ORULB_113785_26,BRJNRM -01/2025-26,Const. of Road and drain at Jagarnath Colony,1.0,2950828.0,JAI BIR HANUMAN ENTERPRISES,INR,"1,652,079.79",13-Jan-2026,"INR 1,990,000",90.0,Chandramani Swain,13-Jan-2026 11:43 AM,26.pdf (595.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bills of Quantity,,,2,ICICI NEFT/RTGS,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2950828,JAI BIR HANUMAN ENTERPRISES,04-Jun-2025 11:48 AM,Accepted-AOC,Accepted,13-Jan-2026 11:44 AM,,,,,,,,,,,,,,,,AOC
