Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,All bids Admitted,Gourav Pradhan,06-Nov-2024 12:40 PM,finance_510372.pdf,BOQ Comparative Chart,1.0,2618004.0,SUBHANSU KUMAR PATTNAIK,INR,"434,381",Municipal Bodies||Kuchinda NAC,2024_ORULB_105820_7,KCDA/NAC-07/2024-25,"Renovation of Mantrimunda Mausi Maa Mandir, Ward No.08",Pradyut Kumar Mohanty,Internal,"S G Singh,B K Sa,N Nag,Gourav Pradhan",Gourav Pradhan,19-Nov-2024 04:24 PM,finsummary_510372.pdf (648.98 KB),Pradyut Kumar Mohanty,Internal,"S G Singh,B K Sa,N Nag,G Pradhan",Gourav Pradhan,19-Nov-2024 03:46 PM,techsummary_510372.pdf (648.98 KB),1,2616800,AMIT AGRAWAL,05-Nov-2024 02:03 AM,Rejected-AOC,Rejected,22-Jan-2026 12:37 PM,22-Jan-2026,"INR 434,381",120.0,Barun Kumar Sa,22-Jan-2026 12:37 PM,967.pdf (783.00 KB),Work order Issued,AOC,"4,000",0.0,Nil,Nil,No,22-Oct-2024 10:00 AM,06-Nov-2024 10:00 AM,22-Oct-2024 10:00 AM,05-Nov-2024 05:30 PM,22-Oct-2024 10:00 AM ,05-Nov-2024 05:30 PM ,22-Oct-2024 10:00 AM,05-Nov-2024 05:30 PM,Executive Officer,NAC KUCHINDA AT/PO-KUCHINDA,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,Municipal Bodies||Kuchinda NAC,KCDA/NAC-07/2024-25,2024_ORULB_105820_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Renovation of Mantrimunda Mausi Maa Mandir, Ward No.08","Renovation of Mantrimunda Mausi Maa Mandir, Ward No.08",As per DTCN ,NA ,"5,10,976",Civil Works - Others,NA ,Tender,90.0,120.0,Mantrimunda Mausi Maa Mandir,768222.0,NA ,NA ,NA ,Office Of the NAC Kuchinda,No ,No,"5,110",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2616751,GOBINDA SAHOO,05-Nov-2024 02:53 AM,Rejected-AOC,Rejected,22-Jan-2026 12:37 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2620069,ROHIT AGRAWAL,05-Nov-2024 04:59 PM,Rejected-AOC,Rejected,22-Jan-2026 12:37 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2618004,SUBHANSU KUMAR PATTNAIK,05-Nov-2024 02:44 PM,Accepted-AOC,Work order Issued,22-Jan-2026 12:37 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2617179,UMESH CHANDRA MAHANANDA,05-Nov-2024 09:15 AM,Rejected-AOC,Rejected,22-Jan-2026 12:37 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
