Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Tender paper Cost,EMD,GSTIN,PAN,Affidavit,Civil and HT License,Joint Venture Agreement",13-Oct-2025 11:00 AM,28-Oct-2025 11:00 AM,13-Oct-2025 11:00 AM,27-Oct-2025 05:00 PM,13-Oct-2025 11:00 AM ,23-Oct-2025 05:00 PM ,13-Oct-2025 11:00 AM,27-Oct-2025 05:00 PM,20-Nov-2025 11:00 AM,Executive Engineer,"At-Ankura,Po-Karanjia,Dist-Mayurbhanj","11,800",0.0,Nil,Nil,No,"66,781",Yes,percentage,1.0%,Nil,Nil,New Installation and Energisation including power supply work of DAKEIPAL-III and DAKEIPAL-IV LIP under THAKURMUNDA block in Mayurbhanj District,New Construction of Head works Distribution System and energization including Power supply work of DAKEIPAL-III and DAKEIPAL-IV LIP under THAKURMUNDA block in Mayurbhanj District,Please refer Tender documents ,NA ,"66,78,066",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,NA ,Karanjia,757037.0,NA ,NA ,NA ,Karanjia,No ,No,1.0,ICICI BANK,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Karanjia,BID ID NO.23 EELID (KJA/2025-26) DATE. 09.10.2025,2025_OLIC_119374_30,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Karanjia,2025_OLIC_119374_30,BID ID NO.23 EELID (KJA/2025-26) DATE. 09.10.2025,New Installation and Energisation including power supply work of DAKEIPAL-III and DAKEIPAL-IV LIP under THAKURMUNDA block in Mayurbhanj District,Technical,Bid Opening Summary,BIKRAMADITYA PANIGRAHY,12-Nov-2025 01:42 PM,technical_555602.pdf,Bikramaditya,Internal,"Bikramaditya, Kamala, Abhimanyu, Bibhu Prakash, Abhijeet",BIKRAMADITYA PANIGRAHY,06-Dec-2025 05:10 PM,finsummary_555602.pdf (1786.85 KB),1.0,3158677.0,KARTIKA CHANDRA PUSTI,INR,"5,677,024",1,3150925,BARENDRA KRISHNA MATAGAJSINGH,27-Oct-2025 01:29 PM,Rejected-AOC,Not Selected in Lottery,31-Jan-2026 05:41 PM,15-Dec-2025,"INR 5,677,024",120.0,BIKRAMADITYA PANIGRAHY,31-Jan-2026 05:41 PM,Dakeipal_IIIAndDakeipal_IV.pdf (616.00 KB),Award of Contract,Bikramaditya,Internal,"Bikramaditya, Kamala, Abhimanyu, Bibhu Prakash, Abhijeet",BIKRAMADITYA PANIGRAHY,18-Nov-2025 05:40 PM,20-Nov-2025 11:00 AM,techsummary_555602.pdf (2518.79 KB),Finance,Financial Bid Opening and Lottery Invitation,BIKRAMADITYA PANIGRAHY,01-Dec-2025 05:42 PM,finance_555602.pdf,BOQ Comparative Chart,AOC
2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3159008,KAMALAKANTA DAS,27-Oct-2025 04:38 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3158677,KARTIKA CHANDRA PUSTI,27-Oct-2025 02:23 PM,Accepted-AOC,Awarded,31-Jan-2026 05:41 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3158465,M/s Maa Subarnmukhi Engineering,27-Oct-2025 01:24 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3158230,MS MOHANTY ELECTRICALS,27-Oct-2025 12:26 PM,Rejected-Finance,Not Selected for Lottery,06-Dec-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3159299,M/S SOUDAMINI ELECTRICAL WORKS,27-Oct-2025 02:16 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3150963,NABIN KUMAR PAL,27-Oct-2025 11:41 AM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3155402,PRITAM KHILLAR,27-Oct-2025 04:12 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3158641,RAHUL DAS,27-Oct-2025 04:11 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3159122,RAJIB MOHAMMED,27-Oct-2025 02:04 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,AOC
