S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,3240191.0,"SHRI GANESH CONSTRUCTION,PROP-SAPAN KUMAR SAHU",INR,"5,259,094",SE,Internal,,Subash Chandra Besra,31-Jan-2026 01:20 PM,finsummary_564443.pdf (144.54 KB),Technical,All are accepted,Subash Chandra Besra,25-Nov-2025 05:45 PM,,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-DEOGARH,2025_CERWI_121274_4,SERWDGH-Online-05 of 2025-26,Periodical Maintenance of road from L-43 - Bharsingh under AMP-2025-26 in the district of Deogarh,Finance,All are admitted,Nagbhusan Soren,12-Dec-2025 10:18 AM,,BOQ Comparative Chart,SE,Internal,,Subash Chandra Besra,11-Dec-2025 08:53 PM,12-Dec-2025 09:00 AM,techsummary_564443.pdf (665.23 KB),31-Jan-2026,"INR 5,259,094",60.0,Subash Chandra Besra,31-Jan-2026 01:23 PM,agt.pdf (145.00 KB),1,3241779,CHITRASEN BISWAL,20-Nov-2025 02:50 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:23 PM,AOC,15-Nov-2025 11:00 AM,21-Nov-2025 11:00 AM,15-Nov-2025 11:00 AM,20-Nov-2025 05:00 PM,15-Nov-2025 11:00 AM ,19-Nov-2025 05:00 PM ,15-Nov-2025 11:00 AM,20-Nov-2025 05:00 PM,12-Dec-2025 09:00 AM,SE RW Division Deogarh,O/o the SE RW Division Deogarh,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-DEOGARH,SERWDGH-Online-05 of 2025-26,2025_CERWI_121274_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"61,864",Yes,percentage,1.0%,Nil,Nil,Periodical Maintenance of road from L-43 - Bharsingh under AMP-2025-26 in the district of Deogarh,Road work,Please refer Tender documents. ,NA ,"61,86,442",Civil Works - Roads,NA ,Tender,90.0,60.0,Deogarh,768119.0,NA ,NA ,NA ,O/o the SE RW Division Deogarh,No ,No,1.0,Fee/PreQual/Technical,.pdf,TCN,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3238450,PRATAP KUMAR PANI,19-Nov-2025 03:29 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:23 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,2.0,ICICI NEFT/RTGS,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3241974,Ranjan Kumar Garnayak,20-Nov-2025 04:02 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:23 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3233692,SANTANU DAS,17-Nov-2025 09:33 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:23 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3240191,"SHRI GANESH CONSTRUCTION,PROP-SAPAN KUMAR SAHU",20-Nov-2025 04:32 PM,Accepted-AOC,Drawn the agreement,31-Jan-2026 01:23 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3240132,SIMANTA KUMAR SAHU,20-Nov-2025 08:15 AM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:23 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3238954,SWARAJ ROUT,19-Nov-2025 05:18 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:23 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3239986,TAPESWAR NAIK,20-Nov-2025 02:48 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:23 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
