Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
31-Jan-2026,"INR 420,435",30.0,Subash Chandra Besra,31-Jan-2026 01:33 PM,agt.pdf (144.00 KB),CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-DEOGARH,2025_CERWI_121181_15,SERWDGH-Online-04 of 2025-26,Repair to Bridge over Matuali Nallah on Makarmunda RD road to Baishnabpali village through Matuali Nallah under AMP 2025-26 in the district of Deogarh,1.0,3239167.0,AKASH KUMAR PRADHAN,INR,"720,435",1,3239167,AKASH KUMAR PRADHAN,20-Nov-2025 09:31 AM,Accepted-AOC,Drawn the agreement,31-Jan-2026 01:33 PM,Finance,All are accepted,Subash Chandra Besra,25-Nov-2025 03:15 PM,,BOQ Comparative Chart,SE,Internal,,Subash Chandra Besra,31-Jan-2026 01:30 PM,finsummary_563828.pdf (143.99 KB),SE,Internal,,Subash Chandra Besra,31-Jan-2026 01:28 PM,techsummary_563828.pdf (143.99 KB),AOC,Repair to Bridge over Matuali Nallah on Makarmunda RD road to Baishnabpali village through Matuali Nallah under AMP 2025-26 in the district of Deogarh,Road work,Please refer Tender documents. ,NA ,"8,47,471",Civil Works - Roads,NA ,Tender,90.0,30.0,Deogarh,768119.0,NA ,NA ,NA ,O/o the SE RW Division Deogarh,No ,No,SE RW Division Deogarh,O/o the SE RW Division Deogarh,1.0,ICICI BANK,13-Nov-2025 09:00 AM,21-Nov-2025 11:00 AM,13-Nov-2025 09:00 AM,20-Nov-2025 05:00 PM,13-Nov-2025 09:00 AM ,19-Nov-2025 05:00 PM ,13-Nov-2025 09:00 AM,20-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-DEOGARH,SERWDGH-Online-04 of 2025-26,2025_CERWI_121181_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"4,000",0.0,Nil,Nil,No,"8,475",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,2,3236090,ANIL KUMAR RANA,18-Nov-2025 06:00 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TCN,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3233729,DHIREN DHAL,17-Nov-2025 08:12 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3238821,MAHESWARI PRASAD GANGDEB,19-Nov-2025 05:15 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3232626,MAMULI NAIK,17-Nov-2025 04:07 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3239827,SAUMYAKANTA PRADHAN,19-Nov-2025 10:43 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3229525,SRIKANTA PRADHAN,16-Nov-2025 03:40 PM,Rejected-AOC,Unsuccessful,31-Jan-2026 01:33 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
