Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
28-Oct-2025 02:00 PM,12-Nov-2025 11:00 AM,28-Oct-2025 02:00 PM,11-Nov-2025 05:00 PM,28-Oct-2025 02:00 PM ,11-Nov-2025 05:00 PM ,28-Oct-2025 02:00 PM,11-Nov-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,SR to MDR-18 - Dhuamada for the year 2025-26,Road works,Please refer Tender documents. ,NA ,"5,93,000",Civil Works - Roads,NA ,Tender,90.0,60.0,NAYAGARH,752069.0,NA ,NA ,NA ,NAYAGARH,No ,No,CE RW I||RWCIRCLE-BHUBANESWAR||RW Division Nayagarh-II,ONLINE TENDER 03/ RWD-II/2025-26,2025_CERWI_120186_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,930",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN,PAN,RC as per DTCN","S E RWD-II,NAYAGARH",NEAR DRDA NGRH,1.0,ICICI BANK,AOC,"SE RWD-II,NAYAGARH",Internal,"DAO, AE ESTR",Divya Rani Prusty,12-Jan-2026 01:47 PM,finsummary_559147.pdf (896.70 KB),"SE RWD-II,NAYAGARH",Internal,CS,Divya Rani Prusty,12-Jan-2026 01:44 PM,techsummary_559147.pdf (896.70 KB),12-Jan-2026,"INR 502,995",60.0,Divya Rani Prusty,12-Jan-2026 01:50 PM,AOC.pdf (839.00 KB),22 P1 25-26 DTD 09.12.25,1,3181265,ANANDA KUMAR PANDA,07-Nov-2025 06:29 PM,Rejected-AOC,R,12-Jan-2026 01:51 PM,1.0,3194174.0,LIJA PRADHAN,INR,"502,995",CE RW I||RWCIRCLE-BHUBANESWAR||RW Division Nayagarh-II,2025_CERWI_120186_14,ONLINE TENDER 03/ RWD-II/2025-26,SR to MDR-18 - Dhuamada for the year 2025-26,Finance,CS,Divya Rani Prusty,12-Jan-2026 01:39 PM,finance_559147.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,2,3194207,ARUN KUMAR PARIDA,07-Nov-2025 03:38 PM,Rejected-AOC,R,12-Jan-2026 01:51 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3195010,BULU DAS (S.C),07-Nov-2025 07:38 PM,Rejected-AOC,R,12-Jan-2026 01:51 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3197510,DEBENDRA KUMAR PRADHAN,08-Nov-2025 02:44 PM,Rejected-AOC,R,12-Jan-2026 01:51 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3181627,JANAKI NAYAK,04-Nov-2025 06:30 PM,Rejected-AOC,R,12-Jan-2026 01:51 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,3194174,LIJA PRADHAN,07-Nov-2025 03:30 PM,Accepted-AOC,AOC,12-Jan-2026 01:51 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,3182349,MAKABULU KHAN,05-Nov-2025 11:21 AM,Rejected-AOC,R,12-Jan-2026 01:51 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,3200630,PRAMOD BISWAL,09-Nov-2025 02:31 PM,Rejected-AOC,R,12-Jan-2026 01:51 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,3180623,SAMITA NAYAK,04-Nov-2025 01:21 PM,Rejected-AOC,R,12-Jan-2026 01:51 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,3211997,SUBHAKANTA DASH,11-Nov-2025 12:44 PM,Rejected-AOC,R,12-Jan-2026 01:51 PM,,,,,,,,,,,,,,,,AOC
