S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"3,67,018",Yes,percentage,1.0%,Nil,Nil,"11,800",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical bid,Bhubaneswar Development Authority||Bhubaneswar Development Authority||EE BDA Division V,337/EM/BDA/2025-2026,2025_BDABU_116192_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Engineer Member, BDA","Bhubaneswar Development Authority BDA, Akash Shova Building, Sachivalaya Marg, Bhubaneswar-751001",28-Jul-2025 01:30 PM,20-Aug-2025 11:30 AM,28-Jul-2025 01:30 PM,19-Aug-2025 05:30 PM,NA ,NA ,28-Jul-2025 01:30 PM,19-Aug-2025 05:30 PM,15-Oct-2025 01:15 PM,"Construction of Hume pipe drain along the NH at Sai Temple Square Tankapani Road,Bhubaneswar","Construction of Hume pipe drain along the NH at Sai Temple Square Tankapani Road,Bhubaneswar",Please refer Tender documents. ,NA ,"3,67,01,776",Civil Works - Others,NA ,Tender,180.0,NA ,Bhubaneswar,751001.0,NA ,NA ,NA ,Bhubaneswar,No ,No,AOC,1,3040321,ABHISEK SINGH SAMANTA,18-Aug-2025 04:23 PM,Rejected-Finance,Rejected in Lottery,12-Jan-2026 04:39 PM,12-Jan-2026,"INR 31,200,179.07",180.0,Tenkala Venkata Rao Subudhi,12-Jan-2026 05:18 PM,LoA.pdf (930.00 KB),Finance,Financial bid opened and under evaluation.,Himanshu Kumar Jena,15-Oct-2025 01:32 PM,,BOQ Comparative Chart,Engineer Member,Internal,,Tenkala Venkata Rao Subudhi,15-Oct-2025 01:02 PM,15-Oct-2025 01:15 PM,techsummary_547672.pdf (901.81 KB),Engineer Member,Internal,,Tenkala Venkata Rao Subudhi,12-Jan-2026 04:39 PM,finsummary_547672.pdf (1426.58 KB),Bhubaneswar Development Authority||Bhubaneswar Development Authority||EE BDA Division V,2025_BDABU_116192_1,337/EM/BDA/2025-2026,"Construction of Hume pipe drain along the NH at Sai Temple Square Tankapani Road,Bhubaneswar",Technical,Technical Bid opened and under Evaluation.,Himanshu Kumar Jena,20-Aug-2025 03:46 PM,,1.0,3041348.0,SURESH KUMAR PANDA,INR,"31,200,179.07",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3041403,AUROBINDO MOHANTY,19-Aug-2025 05:02 PM,Rejected-Finance,Rejected in Lottery,12-Jan-2026 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3039458,BASUDEV CONTECH INDIA PRIVATE LIMITED,18-Aug-2025 11:07 PM,Rejected-Finance,Rejected in Lottery,12-Jan-2026 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3041507,BICHITRANANDA SAMANTARAY,19-Aug-2025 04:32 PM,Rejected-Finance,Rejected in Lottery,12-Jan-2026 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3041153,DILLIP KUMAR SWAIN,19-Aug-2025 01:23 PM,Rejected-Finance,Rejected in Lottery,12-Jan-2026 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3027163,H.S. Mehta Infra Private Limited,19-Aug-2025 04:10 PM,Rejected-Finance,Rejected in Lottery,12-Jan-2026 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3041337,JAYANTA KUMAR PARIDA,19-Aug-2025 03:01 PM,Rejected-Finance,Rejected in Lottery,12-Jan-2026 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3040670,PRATAP KUMAR UDAYASINGH,18-Aug-2025 08:48 PM,Rejected-Finance,Rejected in Lottery,12-Jan-2026 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3035358,RAKESH KUMAR KHANDUAL,18-Aug-2025 10:57 PM,Rejected-Finance,Rejected in Lottery,12-Jan-2026 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3040186,RANJAN KUMAR SWAIN,19-Aug-2025 01:10 PM,Rejected-Finance,Rejected in Lottery,12-Jan-2026 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3039201,SANGRAM KESHARI NAYAK,17-Aug-2025 05:32 PM,Rejected-Finance,Rejected in Lottery,12-Jan-2026 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3036757,SISIRA KANTA JENA,16-Aug-2025 11:14 AM,Rejected-Technical,Rejected,15-Oct-2025 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3038040,SUBASH CHANDRA BARIK,16-Aug-2025 12:51 PM,Rejected-Finance,Rejected in Lottery,12-Jan-2026 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3041461,Subash Chandra Mohanty,19-Aug-2025 03:30 PM,Rejected-Finance,Rejected in Lottery,12-Jan-2026 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3041348,SURESH KUMAR PANDA,19-Aug-2025 05:10 PM,Accepted-AOC,Accepted,12-Jan-2026 05:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
