Name,Address,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Registrar,"The Registrar, Odisha University of Technology and Research, Techno campus, Mahalaxmi Vihar, Bhubaneswar, PIN- 751 029",1,DD - Demand Draft,Odisha University of Technology and Research,OUTR/Conv./Medal/2025-26/33,2025_OUTR_123697_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,Supply of Gold Medals for Academic Awards,Supply of Gold Medals for Academic Awards 3rd Convocation for the year 2025 Pass out students of OUTR,Please refer Tender documents. ,NA ,,Stationery,NA ,Tender,120.0,7.0,Bhubaneswar,751029.0,NA ,NA ,NA ,"OUTR, Bhubaneswar",No ,No,1,Fee/PreQual/Technical,.pdf,Tender Document,"14,000",Yes,fixed,,OUTR,Bhubaneswar,23-Dec-2025 06:00 PM,03-Jan-2026 11:00 AM,24-Dec-2025 10:00 AM,02-Jan-2026 06:00 PM,NA ,NA ,24-Dec-2025 11:00 AM,02-Jan-2026 06:00 PM,06-Jan-2026 04:00 PM,"1,000",OUTR,Bhubaneswar,No,AOC,09-Jan-2026,"INR 569,962",7.0,Anjan Kumar Sahoo,11-Jan-2026 10:36 AM,POMedal.pdf (945.00 KB),Prof. Ajit Kumar Barisal,Internal,"Prof. T. K. Patra, Prof. R. K. Mallick, Prof. S Kumar, Prof. B. Ojha, Prof. N Guru",Anjan Kumar Sahoo,09-Jan-2026 01:17 PM,finsummary_573040.pdf (849.29 KB),Technical,The tender has opened and two bidders participated,NEELAKANTHA GURU,03-Jan-2026 02:49 PM,technical_573040.pdf,1,3337886,Jyoti Jewellers,31-Dec-2025 04:12 PM,Accepted-AOC,L1 bidder,11-Jan-2026 10:36 AM,Finance,The financial bid was open in due date and time,Anjan Kumar Sahoo,06-Jan-2026 06:41 PM,finance_573040.pdf,BOQ Comparative Chart,1.0,3337886.0,Jyoti Jewellers,INR,"569,962",Odisha University of Technology and Research,2025_OUTR_123697_1,OUTR/Conv./Medal/2025-26/33,Supply of Gold Medals for Academic Awards,Prof. Ajit Kumar Barisal,Internal,"Prof. T K Patra, Prof. R K Mallick, Prof. S Kumar, Prof. B Ojha, Prof. N Guru",Anjan Kumar Sahoo,05-Jan-2026 03:36 PM,06-Jan-2026 04:00 PM,techsummary_573040.pdf (451.28 KB),AOC
,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,3340647,Viable Diamonds,31-Dec-2025 04:52 PM,Rejected-Finance,L2,09-Jan-2026 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
