S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
1.0,3301230.0,BISWANATH BEHERA,INR,"5,357,702",Er. Md Shahbaz SE,Internal,Er Nirupama Sahoo AE Estr Er Amiya Ranjan Sinha EE(OSD) Mr N Srinibash Sr DAO,Mohammed Shahbaz,22-Jan-2026 05:03 PM,finsummary_569159.pdf (2309.77 KB),EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2025_EICCL_122523_3,SE CTC (RandB)-55 of 2025-26,Improvement of Road from Mahanadi Embankment to Kathajodi Embankment via-Biju Pattnaik Park from 0/0km to 0/823km in the district of Cuttack under State Plan 2025-26,Technical,9nos Technical bids received,Mohammed Shahbaz,18-Dec-2025 12:55 PM,,Finance,8nos financial bids received,Mohammed Shahbaz,31-Dec-2025 12:40 PM,,BOQ Comparative Chart,Er. Md Shahbaz SE,Internal,Er Nirupama Sahoo AE Estr Er Amiya Ranjan Sinha EE(OSD) Mr N Srinibash Sr DAO,Mohammed Shahbaz,29-Dec-2025 06:28 PM,31-Dec-2025 11:00 AM,techsummary_569159.pdf (799.58 KB),1,3311589,AMITA MOHANTY,17-Dec-2025 04:12 PM,Rejected-AOC,Rejected,22-Jan-2026 05:09 PM,22-Jan-2026,"INR 5,357,702",60.0,Mohammed Shahbaz,22-Jan-2026 05:09 PM,122523_3_A.pdf (1108.00 KB),The agency has been finalised on transparent lottery system and the date of commencement may be treated as 19.01.2026 to complete the work by 18.03.2026 in all respect,AOC,"63,100",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,03-Dec-2025 06:00 PM,18-Dec-2025 11:00 AM,03-Dec-2025 06:00 PM,17-Dec-2025 05:00 PM,03-Dec-2025 06:00 PM ,12-Dec-2025 05:00 PM ,03-Dec-2025 06:00 PM,17-Dec-2025 05:00 PM,31-Dec-2025 11:00 AM,"SE Cuttack RandB Division No_I, Cuttack","O/O SE Cuttack RandB Division No_I, Cuttack",1.0,Fee/PreQual/Technical,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit, Machineries and other mandatory documents as per DTCN",Improvement of Road from Mahanadi Embankment to Kathajodi Embankment via-Biju Pattnaik Park from 0/0km to 0/823km in the district of Cuttack under State Plan 2025-26,Road work,As per DTCN ,NA ,"63,02,438",Civil Works - Roads,NA ,Tender,90.0,60.0,Cuttack,753001.0,NA ,NA ,NA ,"O/O SE Cuttack RandB Division No_I, Cuttack",No ,No,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-55 of 2025-26,2025_EICCL_122523_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3309864,ANITAMANJARI SWAIN,16-Dec-2025 10:42 PM,Rejected-AOC,Rejected,22-Jan-2026 05:09 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3309578,BHABANI SANKAR MALLIA,16-Dec-2025 09:27 PM,Rejected-Technical,Disqualified due to non submission of required machineries,29-Dec-2025 06:28 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3301230,BISWANATH BEHERA,17-Dec-2025 03:58 PM,Accepted-AOC,Accepted,22-Jan-2026 05:09 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3310839,JITENDRA MALLICK,17-Dec-2025 01:11 PM,Rejected-AOC,Rejected,22-Jan-2026 05:09 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3300555,JYOTIRANJAN SAMANTARAY,14-Dec-2025 11:33 PM,Rejected-AOC,Rejected,22-Jan-2026 05:09 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3311744,"KUNDAN KUMAR MISHRA,PROP-.KR INFRA PROJECTS",17-Dec-2025 04:49 PM,Rejected-AOC,Rejected,22-Jan-2026 05:09 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3310253,MUKTIKANTA BEHERA (S.C),17-Dec-2025 10:45 AM,Rejected-AOC,Rejected,22-Jan-2026 05:09 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3310559,SUMANKANTA BEHERA(SC),17-Dec-2025 01:02 PM,Rejected-AOC,Rejected,22-Jan-2026 05:09 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
