S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
1.0,3330390.0,BABULA SAHU,INR,"2,591,748",Finance,Tender open,Kashish Behera,20-Jan-2026 12:51 PM,finance_572676.pdf,BOQ Comparative Chart,"Smt. A.Naik, ACF",Internal,"Miss K.Behera,ACF, Sri D.R.K.Nayak, SO, Sri P.K.Acharya, Sr Astt.,Smt. S.Pattanaik, Fr",Kashish Behera,20-Jan-2026 02:48 PM,finsummary_572676.pdf (263.96 KB),Forest Environment and Climate Change Department||CCF T AND D CUTTACK||State Sliviculturist BBSR,2025_SSBBS_123607_1,CF SILVA BBSR-01/ 2025-26,Construction of Office cum Seed Testing Laboratory at Balukhanda RG,"Smt. A.Naik, ACF",Internal,"Miss K.Behera, ACF, Sri D.R.K.Nayak, SO, Sri.P.K.Acharya, Ar. Astt, Smt S.Pattanaik, Fr",Kashish Behera,20-Jan-2026 12:56 PM,techsummary_572676.pdf (263.96 KB),1.0,3341474.0,AMIYARANJAN NAYAK,31-Dec-2025 06:33 PM,Rejected-AOC,lottery,20-Jan-2026 03:02 PM,20-Jan-2026,"INR 2,591,748",90.0,Swayam Mallick,20-Jan-2026 03:01 PM,WorkorderBalukhanda.pdf (785.00 KB),Construction of Office cum Seed Testing Laboratory at Balukhanda RG,AOC,"6,000",Nil,Nil,No,"30,488",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"CF and State Silviculturist, Bhubaneswar","O.o the CF and State Silviculturist, Bhubaneswar, Ghatikia, Nakagate",22-Dec-2025 11:00 AM,02-Jan-2026 11:00 AM,22-Dec-2025 11:00 AM,01-Jan-2026 05:00 PM,22-Dec-2025 11:00 AM ,01-Jan-2026 05:00 PM ,22-Dec-2025 11:00 AM,01-Jan-2026 05:00 PM,Forest Environment and Climate Change Department||CCF T AND D CUTTACK||State Sliviculturist BBSR,CF SILVA BBSR-01/ 2025-26,2025_SSBBS_123607_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Office cum Seed Testing Laboratory at Balukhanda RG,Construction of Office cum Seed Testing Laboratory at Balukhanda RG,Please refer DTCN or Tender Document ,NA ,"30,48,757",Civil Works - Buildings,Office cum Seed Testing Laboratory  ,Tender,90.0,90.0,Balukhanda RG,752111.0,NA ,NA ,NA ,"O.o the CF and State Silviculturist, Bhubaneswar",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN, Paper Cost, Regd License, Affidavit, PAN, GST, Bid security/EMD and the other document",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3330390.0,BABULA SAHU,26-Dec-2025 05:45 PM,Accepted-AOC,selected by Lottery,20-Jan-2026 03:02 PM,,,,,,,,AOC,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Drawing,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,AOC
