Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,16 bider,Basanta Soren,06-Jan-2026 01:28 PM,finance_566470.pdf,BOQ Comparative Chart,SE,Internal,"se,dao,aee,ae",Basanta Soren,09-Dec-2025 02:22 PM,10-Dec-2025 11:00 AM,techsummary_566470.pdf (370.33 KB),1,3273663,ALINA BISWAL,03-Dec-2025 07:48 AM,Rejected-Finance,Loser of Lottery,07-Jan-2026 10:45 PM,08-Jan-2026,"INR 6,580,644",90.0,Basanta Soren,08-Jan-2026 07:50 AM,Kansabansa.pdf (329.00 KB),AOC,1.0,3268323.0,DEBI PRASAD MOHARANA,INR,"6,580,644",SUPERINTENDING ENGINEER,Internal,"DAO,Estimator",Basanta Soren,07-Jan-2026 10:45 PM,finsummary_566470.pdf (271.90 KB),Technical,accepted,Basanta Soren,09-Dec-2025 01:27 PM,technical_566470.pdf,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||CUTTACK",2025_CEMIB_121774_5,SEMI DIVISION ANGULBID ID No-06 of 2025-26,"Construction of canal lining of canal lining,1-Distributary No-4from RD 00 mt. to375 mt.2-Distributary No.5from RD 00 mt. to812 mt Kansabansa MIP in Chhendipada Block of Angul District under Capex Lining for the year 2025-26.",AOC,"77,410",Yes,percentage,1.0%,Nil,Nil,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||CUTTACK",SEMI DIVISION ANGULBID ID No-06 of 2025-26,2025_CEMIB_121774_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Superintending Engineer M.I. Division Angul,"Superintending Engineer M.I. Division Angul At/Po-College Chhack,Hakimpada Dist-Angul","Construction of canal lining of canal lining,1-Distributary No-4from RD 00 mt. to375 mt.2-Distributary No.5from RD 00 mt. to812 mt Kansabansa MIP in Chhendipada Block of Angul District under Capex Lining for the year 2025-26.","Construction of canal lining of canal lining,1-Distributary No-4from RD 00 mt. to375 mt.2-Distributary No.5from RD 00 mt. to812 mt Kansabansa MIP in Chhendipada Block of Angul District under Capex Lining for the year 2025-26.",Please refer Tender documents. ,NA ,"77,41,000",Civil Works - Others,NA ,Tender,90.0,90.0,Angul,759143.0,NA ,NA ,NA ,Superintending Engineer M.I. Division Angul,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Online Paper Cost,EMD,PAN,GST,RC,Affidavit,No relation certficate etc","10,000",0.0,Nil,Nil,No,26-Nov-2025 10:00 AM,04-Dec-2025 11:00 AM,26-Nov-2025 10:00 AM,03-Dec-2025 05:00 PM,26-Nov-2025 10:00 AM ,02-Dec-2025 01:00 PM ,26-Nov-2025 10:00 AM,03-Dec-2025 05:00 PM,10-Dec-2025 11:00 AM,AOC
,,,,,,,,,,,,,2,3272858,ANUPAMA BEHERA,02-Dec-2025 08:14 PM,Rejected-Finance,Loser of Lottery,07-Jan-2026 10:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3273590,BANAMBAR MAJHI,03-Dec-2025 11:48 AM,Rejected-Finance,Loser of Lottery,07-Jan-2026 10:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3273740,BIBHUTI BHUSAN SAHOO,03-Dec-2025 08:54 AM,Rejected-Finance,Loser of Lottery,07-Jan-2026 10:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3267518,CHITTA RANJAN GARNAYAK,30-Nov-2025 07:23 AM,Rejected-Finance,Loser of Lottery,07-Jan-2026 10:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3268323,DEBI PRASAD MOHARANA,01-Dec-2025 08:45 AM,Accepted-AOC,winner of lottery,08-Jan-2026 07:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3264693,Gyanendra Dhar,30-Nov-2025 04:21 PM,Rejected-Finance,Loser of Lottery,07-Jan-2026 10:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3273281,MAHIMA CONSTRUCTION PROPRIETOR SRI SRIKANTA DEHURY,03-Dec-2025 01:29 AM,Rejected-Finance,Loser of Lottery,07-Jan-2026 10:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3272603,MUKESH KUMAR PANY,02-Dec-2025 08:32 PM,Rejected-Finance,Loser of Lottery,07-Jan-2026 10:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3270822,RAMA CHANDRA BEHERA,02-Dec-2025 08:27 PM,Rejected-Finance,Loser of Lottery,07-Jan-2026 10:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3272663,SAMALESWAR SETHY (SC),02-Dec-2025 07:30 PM,Rejected-Finance,Loser of Lottery,07-Jan-2026 10:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
