Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Bargarh,2025_OLIC_121719_2,EE/OLIC/BGH-06/2025-26,Execution of Reinforcement work of Bargarh-I Package R.L. Project under Bargarh Block in Bargarh District.,1.0,3251977.0,MADHUSUDAN GURU,INR,"1,357,582.5",S N Tripathy,Internal,"S ROUT, R C BESHRA",Surya Narayan Tripathy,10-Jan-2026 11:45 AM,techsummary_566269.pdf (488.13 KB),10-Jan-2026,"INR 1,357,582.5",60.0,Surya Narayan Tripathy,10-Jan-2026 12:01 PM,Bargarh_I.pdf (605.00 KB),Awarded,Finance,Open,SRIKANTA ROUT,02-Dec-2025 12:49 PM,finance_566269.pdf,BOQ Comparative Chart,S N Tripathy,Internal,"S ROUT, R C BESHRA",Surya Narayan Tripathy,10-Jan-2026 11:50 AM,finsummary_566269.pdf (488.13 KB),1,3264160,ARABINDA BABU,28-Nov-2025 03:42 PM,Rejected-Technical,Unsuccessful bidder,10-Jan-2026 11:45 AM,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Registration Certificate, Affidavit, and other as per DTCN",Execution of Reinforcement work of Bargarh-I Package R.L. Project under Bargarh Block in Bargarh District.,Irrigation Work,Please refer Tender documents. ,NA ,"15,96,968",Civil Works - Lift Irrigation Schemes,NA ,Tender,60.0,60.0,Bargarh,768028.0,NA ,NA ,NA ,"O/o the Executive Engineer, L.I. Division, Bargarh",No ,No,"Executive Engineer, L.I. Division, Bargarh","O/o the Executive Engineer, L.I. Division, Bargarh","15,970",Yes,percentage,1.0%,Nil,Nil,"7,080",0.0,Nil,Nil,No,1.0,ICICI BANK,21-Nov-2025 02:00 PM,02-Dec-2025 11:00 AM,21-Nov-2025 02:00 PM,01-Dec-2025 05:00 PM,21-Nov-2025 02:00 PM ,29-Nov-2025 05:00 PM ,21-Nov-2025 02:00 PM,01-Dec-2025 05:00 PM,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Bargarh,EE/OLIC/BGH-06/2025-26,2025_OLIC_121719_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3251977,MADHUSUDAN GURU,27-Nov-2025 01:48 PM,Accepted-AOC,Awarded,10-Jan-2026 12:01 PM,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3270195,TAPASWINI PRADHAN,01-Dec-2025 04:40 PM,Rejected-Technical,Unsuccessful bidder,10-Jan-2026 11:45 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
