S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,25-Jun-2025 01:00 PM,23-Jul-2025 11:00 AM,25-Jun-2025 01:00 PM,18-Jul-2025 05:00 PM,NA ,NA ,25-Jun-2025 01:00 PM,18-Jul-2025 05:00 PM,15-Oct-2025 02:30 PM,"11,800",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online",Construction of Master Plan for Drainage Network of SISHU BHAWAN (Phase-II),Construction of Master Plan for Drainage Network of SISHU BHAWAN (Phase-II),Please refer Tender documents. ,NA ,"1,19,94,200",Civil Works - Others,NA ,Tender,90.0,240.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-I_No5/2025-26,2025_ORULB_114510_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Executive Engineer, CD-I","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012","1,20,000",Yes,fixed,,Nil,Nil,AOC,1,2999076,AHETESHAM LATIF,14-Jul-2025 02:36 PM,Rejected-AOC,Rejected,06-Jan-2026 06:38 PM,06-Jan-2026,"INR 10,196,272",240.0,Subas Chandra Sahoo,06-Jan-2026 06:38 PM,15924_2.pdf (252.00 KB),Work Order,Finance,Twenty bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Subas Chandra Sahoo,15-Oct-2025 05:40 PM,finance_544290.pdf,BOQ Comparative Chart,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,15-Oct-2025 02:03 PM,15-Oct-2025 02:30 PM,techsummary_544290.pdf (417.67 KB),Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,06-Jan-2026 06:34 PM,finsummary_544290.pdf (251.77 KB),Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_114510_2,MC(CMC)CTC_Div-I_No5/2025-26,Construction of Master Plan for Drainage Network of SISHU BHAWAN (Phase-II),Technical,Twenty bidder participated. The Original documents of bidders to be verified.,Subas Chandra Sahoo,26-Jul-2025 01:48 PM,technical_544290.pdf,1.0,2998467.0,BISWAJIT BEHERA,INR,"10,196,272",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3001422,ASIS PARIDA,16-Jul-2025 07:42 PM,Rejected-AOC,Rejected,06-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3000377,BASUDEV BEHERA,15-Jul-2025 09:21 PM,Rejected-AOC,Rejected,06-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3002467,BIKRAM KESHARI MOHANTY,17-Jul-2025 04:08 PM,Rejected-AOC,Rejected,06-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2998467,BISWAJIT BEHERA,13-Jul-2025 10:34 PM,Accepted-AOC,Accepted,06-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3003016,DEBASIS NATH,18-Jul-2025 12:27 PM,Rejected-AOC,Rejected,06-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2998009,DIPAK BEHERA,14-Jul-2025 10:50 AM,Rejected-AOC,Rejected,06-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3000346,HAREKRUSHNA SETHI,16-Jul-2025 02:54 PM,Rejected-AOC,Rejected,06-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3003110,LALITENDU PARIDA,18-Jul-2025 01:24 PM,Rejected-AOC,Rejected,06-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2998648,Pabitra Mohanty,17-Jul-2025 08:22 PM,Rejected-AOC,Rejected,06-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3002784,PABITRA SWAIN,17-Jul-2025 11:25 PM,Rejected-AOC,Rejected,06-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3002721,RBD CONSTRUCTIONS PRIVATE LIMITED.,17-Jul-2025 09:27 PM,Rejected-AOC,Rejected,06-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3002989,SAMIR KUMAR SINGH,18-Jul-2025 03:54 PM,Rejected-AOC,Rejected,06-Jan-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
