Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
13-Nov-2025 02:00 PM,21-Nov-2025 11:00 AM,13-Nov-2025 02:00 PM,20-Nov-2025 05:00 PM,13-Nov-2025 02:00 PM ,19-Nov-2025 05:00 PM ,13-Nov-2025 02:00 PM,20-Nov-2025 05:00 PM,"13,559",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-DEOGARH,SERWDGH-Online-04 of 2025-26,2025_CERWI_121181_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Special Repair to Road from Telimunda-Naktideul PWD Road, Tarang to Kutasinga via- Sanpali, Sambalpur boarder under AMP 2025-26 in the district of Deogarh",Road work,Please refer Tender documents. ,NA ,"13,55,883",Civil Works - Roads,NA ,Tender,90.0,30.0,Deogarh,768119.0,NA ,NA ,NA ,O/o the SE RW Division Deogarh,No ,No,SE RW Division Deogarh,O/o the SE RW Division Deogarh,AOC,SE,Internal,,Subash Chandra Besra,16-Jan-2026 08:57 AM,techsummary_563959.pdf (143.88 KB),SE,Internal,,Subash Chandra Besra,16-Jan-2026 09:03 AM,finsummary_563959.pdf (143.88 KB),Finance,All are accepted,Subash Chandra Besra,25-Nov-2025 05:12 PM,,BOQ Comparative Chart,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-DEOGARH,2025_CERWI_121181_19,SERWDGH-Online-04 of 2025-26,"Special Repair to Road from Telimunda-Naktideul PWD Road, Tarang to Kutasinga via- Sanpali, Sambalpur boarder under AMP 2025-26 in the district of Deogarh",1.0,3239524.0,SANTOSH KUMAR ROUL,INR,"1,152,636",1,3239150,AKASH KUMAR PRADHAN,20-Nov-2025 09:15 AM,Rejected-AOC,Unsuccessful,16-Jan-2026 09:07 AM,16-Jan-2026,"INR 1,152,636",30.0,Subash Chandra Besra,16-Jan-2026 09:07 AM,agt.pdf (144.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,TCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3240922,ANIL KUMAR SAHU,20-Nov-2025 03:40 PM,Rejected-AOC,Unsuccessful,16-Jan-2026 09:07 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3241787,JAGABANDHU BEHERA,20-Nov-2025 02:58 PM,Rejected-AOC,Unsuccessful,16-Jan-2026 09:07 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3241475,KABITA PRADHAN,20-Nov-2025 02:10 PM,Rejected-AOC,Unsuccessful,16-Jan-2026 09:07 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3238704,Lokanath sahu,19-Nov-2025 04:15 PM,Rejected-AOC,Unsuccessful,16-Jan-2026 09:07 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3238794,MAHESWARI PRASAD GANGDEB,19-Nov-2025 05:07 PM,Rejected-AOC,Unsuccessful,16-Jan-2026 09:07 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3240238,PRAMOD KUMAR PRADHAN,20-Nov-2025 09:01 AM,Rejected-AOC,Unsuccessful,16-Jan-2026 09:07 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3237972,Pratap Kumar Deb,20-Nov-2025 02:22 PM,Rejected-AOC,Unsuccessful,16-Jan-2026 09:07 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3234594,SANJAY KUMAR SAHOO,19-Nov-2025 11:43 PM,Rejected-AOC,Unsuccessful,16-Jan-2026 09:07 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3239524,SANTOSH KUMAR ROUL,19-Nov-2025 08:56 PM,Accepted-AOC,Signed the agreement,16-Jan-2026 09:07 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3236935,SUKANTI PRADHAN,19-Nov-2025 06:39 AM,Rejected-AOC,Unsuccessful,16-Jan-2026 09:07 AM,,,,,,,AOC
