EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"12,610",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,"03/RWD-I,MKG/2025-26",2025_CERWI_121135_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Divisional Officer,"RURAL WORKS DIVISION, MALKANGIRI",1.0,Fee/PreQual/Technical/Finance,.pdf,"GST,PANCARD,VALID REGN,AFFIDEVIT CORRECTNESS,REGARDING NO RELATION CERTIFICATE",1.0,ICICI BANK,1.0,Correction of EMD,Fee,,Repair and Maintenance to Gangala - Kamalapadar in the District of Malkangiri for the year 2025-26,Repair and Maintenance to Gangala - Kamalapadar in the District of Malkangiri for the year 2025-26,NA ,NA ,"24,93,182",Civil Works - Roads,NA ,Tender,90.0,60.0,Malkangiri,764048.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MALKANGIRI",No ,No,12-Nov-2025 09:00 AM,25-Nov-2025 11:00 AM,12-Nov-2025 09:00 AM,24-Nov-2025 05:00 PM,12-Nov-2025 09:00 AM ,21-Nov-2025 05:00 PM ,12-Nov-2025 09:00 AM,24-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,AOC,Executive Engineer,Internal,"SujataDishariEE,BrajBhushanKumarDAO,SatyanarayanBehera,Estimator",Satya Narayan Behera,02-Jan-2026 08:07 AM,finsummary_563590.pdf (908.84 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,2025_CERWI_121135_1,"03/RWD-I,MKG/2025-26",Repair and Maintenance to Gangala - Kamalapadar in the District of Malkangiri for the year 2025-26,1.0,3250607.0,NR Construction,INR,"2,119,453.597",Finance,summary,Satya Narayan Behera,02-Jan-2026 07:58 AM,finance_563590.pdf,BOQ Comparative Chart,1,3247450,B Sasmita,23-Nov-2025 06:11 PM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 08:04 AM,02-Jan-2026,"INR 2,119,453.597",60.0,Satya Narayan Behera,02-Jan-2026 08:10 AM,19.PDF (1010.00 KB),Work Order,Executive Engineer,Internal,"SujataDishariEE,BrajBhushanKumarDAO,SatyanarayanBehera,Estimator",Satya Narayan Behera,02-Jan-2026 08:04 AM,techsummary_563590.pdf (908.84 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3241977,GOLLECHA DEBENDRA KUMAR JAIN,23-Nov-2025 12:10 PM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 08:04 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3246310,JANBI CONSTRUCTION,22-Nov-2025 06:30 PM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 08:04 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3244062,KIRAN SWAIN,21-Nov-2025 01:16 PM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 08:04 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3250747,MEGHANA MOHANTY,24-Nov-2025 03:42 PM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 08:04 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3250607,NR Construction,24-Nov-2025 01:27 PM,Accepted-AOC,Selected in Transparent Lottery,02-Jan-2026 08:10 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3249958,PUJA SARKAR,24-Nov-2025 11:58 AM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 08:04 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3249975,PUSPARAJU GOPAL,24-Nov-2025 12:18 PM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 08:04 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3247990,Ranjan Khillo,24-Nov-2025 11:50 AM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 08:04 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3251519,SANJIV KUMAR PAUL,24-Nov-2025 04:40 PM,Rejected-Technical,Not Selected in Transparent Lottery,02-Jan-2026 08:04 AM,,,,,,,,,,,,,,AOC
