Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
27-Jan-2026,"INR 1,429,008",30.0,Sudhakar Naik,27-Jan-2026 11:14 AM,12407.pdf (2884.00 KB),Work awarded to Sujata Prusty vide Divisional Agreement No.221 P1 OF 2025-26,1,3166758,"BISWA BIJOYEE MOHAPATRA,PROP.-RIDDHI ENTERPRISES",29-Oct-2025 07:38 PM,Rejected-Finance,Other than L1,27-Jan-2026 10:15 AM,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,2025_CERWI_119571_48,RWD CTC-07/2025-26,S/R to Krushnadaspur to Jaypur road for the year 2025-26,1.0,3164373.0,SUJATA PRUSTY,INR,"1,429,008",Finance,All Bidders are accepted.,Debipriya Mohanty,10-Nov-2025 11:28 PM,,BOQ Comparative Chart,"Superintending Engineer, R.W. Division, Cuttack",Internal,DAO and A.E (Estimators),Debipriya Mohanty,27-Jan-2026 10:15 AM,finsummary_557199.pdf (2883.95 KB),"Superintending Engineer, R.W. Division, Cuttack",Internal,DAO and A.E (Estimators),Debipriya Mohanty,27-Jan-2026 10:10 AM,techsummary_557199.pdf (2883.95 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, GSTIN, EMD PAN Affidavit,correctness and No relation certificate",1.0,ICICI BANK,20-Oct-2025 09:00 AM,31-Oct-2025 11:00 AM,20-Oct-2025 09:00 AM,30-Oct-2025 05:00 PM,20-Oct-2025 09:00 AM ,29-Oct-2025 05:00 PM ,20-Oct-2025 09:00 AM,30-Oct-2025 05:00 PM,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,RWD CTC-07/2025-26,2025_CERWI_119571_48,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"16,810",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,"S.E, R.W.Division, Cuttack","At.-REO Colony, P.O.-Nayabazar, Dist.-Cuttack",S/R to Krushnadaspur to Jaypur road for the year 2025-26,S/R to Krushnadaspur to Jaypur road for the year 2025-26,Refer tender document ,NA ,"16,80,988",Civil Works - Roads,NA ,Tender,90.0,30.0,"S.E, R.W.Division, Cuttack",753004.0,NA ,NA ,NA ,"O/o the S.E, R.W.Division, Cuttack",No ,No,AOC
,,,,,,,2,3167670,CHITTA RANJAN BAL,30-Oct-2025 01:32 PM,Rejected-Finance,Other than L1,27-Jan-2026 10:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3168077,LIPIKA SAMAL,30-Oct-2025 03:34 PM,Rejected-Finance,Other than L1,27-Jan-2026 10:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3161929,LIPU KUMAR MALL,28-Oct-2025 10:54 PM,Rejected-Finance,Other than L1,27-Jan-2026 10:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3164576,LISA MAJHI,29-Oct-2025 05:00 PM,Rejected-Finance,Other than L1,27-Jan-2026 10:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3165659,MAHESWAR BEHURA,29-Oct-2025 04:56 PM,Rejected-Finance,Other than L1,27-Jan-2026 10:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3156147,MIR AETSAM UL HAQ,27-Oct-2025 09:35 PM,Rejected-Finance,Other than L1,27-Jan-2026 10:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3165393,NAGENDRA KUMAR ROUT,30-Oct-2025 10:16 AM,Rejected-Finance,Other than L1,27-Jan-2026 10:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3167551,PRATIMA JENA,30-Oct-2025 01:04 PM,Rejected-Finance,Other than L1,27-Jan-2026 10:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3166977,RAJAT KUMAR BEHERA,30-Oct-2025 10:52 AM,Rejected-Finance,Other than L1,27-Jan-2026 10:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
