Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
13-Nov-2025 03:00 PM,20-Nov-2025 11:00 AM,13-Nov-2025 03:00 PM,19-Nov-2025 05:00 PM,13-Nov-2025 03:00 PM ,18-Nov-2025 05:00 PM ,13-Nov-2025 03:00 PM,19-Nov-2025 05:00 PM,"Superintending Engineer, R.W. Division, Jaleswar","At/Po- Chalanti, Via- Jaleswar",1.0,ICICI BANK,Periodical Maintenance of Benuda Nimpokhari to Kulida PMGSY Road via Daruha Patra Sahi Road for the year 2025-26.,Road Works,Please refer Tender documents. ,NA ,"29,90,799",Civil Works - Roads,NA ,Tender,90.0,90.0,Jaleswar,756086.0,NA ,NA ,NA ,"Rural Works Division, Jaleswar",No ,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,SE/RW/Jls- 10/2025-26,2025_CERWI_121178_22,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"29,908",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P. cost, EMD declaration, R.C., GST, PAN, Adhar, Affidavit etc as per DTCN","6,000",0.0,Nil,Nil,No,AOC,Er. Saubhagya Kumar Das,Internal,,Nirupama Sankhua,20-Jan-2026 03:33 PM,finsummary_563914.pdf (612.84 KB),Er Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,29-Nov-2025 11:14 AM,techsummary_563914.pdf (481.74 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,2025_CERWI_121178_22,SE/RW/Jls- 10/2025-26,Periodical Maintenance of Benuda Nimpokhari to Kulida PMGSY Road via Daruha Patra Sahi Road for the year 2025-26.,1.0,3235405.0,SANJAY KUMAR JENA,INR,"2,542,478",1,3235250,ANANTA KUMAR JENA,18-Nov-2025 02:01 PM,Rejected-Finance,The bidder has not selected through the lottery system.,20-Jan-2026 03:33 PM,20-Jan-2026,"INR 2,990,799",90.0,Nirupama Sankhua,20-Jan-2026 03:38 PM,benudaworkordder.pdf (635.00 KB),Finance,All bidders have qualified,Soubhagya Kumar Das,29-Nov-2025 11:04 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3233995,BINIT KUMAR BEHERA,18-Nov-2025 08:07 PM,Rejected-Finance,The bidder has not selected through the lottery system.,20-Jan-2026 03:33 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3234233,BISWAJIT PARIDA,18-Nov-2025 06:24 AM,Rejected-Finance,The bidder has not selected through the lottery system.,20-Jan-2026 03:33 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3238876,CHANDRA HANSDA,19-Nov-2025 04:53 PM,Rejected-Finance,The bidder has not selected through the lottery system.,20-Jan-2026 03:33 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3233224,CHINMAY MOHAPATRA,18-Nov-2025 07:10 PM,Rejected-Finance,The bidder has not selected through the lottery system.,20-Jan-2026 03:33 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3228174,DIBAKAR NAYAK,19-Nov-2025 12:30 PM,Rejected-Finance,The bidder has not selected through the lottery system.,20-Jan-2026 03:33 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3236731,HARE KRUSHNA MUKHI,18-Nov-2025 11:07 PM,Rejected-Finance,The bidder has not selected through the lottery system.,20-Jan-2026 03:33 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3231055,HEMANGINI NAYAK,19-Nov-2025 12:56 PM,Rejected-Finance,The bidder has not selected through the lottery system.,20-Jan-2026 03:33 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3235789,KRUSHNAKINKAR GIRI,19-Nov-2025 08:42 AM,Rejected-Finance,The bidder has not selected through the lottery system.,20-Jan-2026 03:33 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3226904,MONALISHA ENTERPRISE,17-Nov-2025 06:23 PM,Rejected-Finance,The bidder has not selected through the lottery system.,20-Jan-2026 03:33 PM,,,,,,,,,,,,,AOC
