Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
EE,Internal,"EE, DAO AND ESTIMATOR",Sasmita Munduri,12-Jan-2026 05:42 PM,techsummary_565054.pdf (3883.29 KB),1,3262537,AKSHAY KUMAR MANGARAJ,28-Nov-2025 11:15 AM,Rejected-AOC,L1,12-Jan-2026 05:50 PM,12-Jan-2026,"INR 287,801",60.0,Sasmita Munduri,12-Jan-2026 05:50 PM,143.pdf (410.00 KB),80P1 OF 2025-26,Finance,Technical Evaluation committee,Sasmita Munduri,12-Jan-2026 05:38 PM,finance_565054.pdf,BOQ Comparative Chart,1.0,3264184.0,ATYANTA DALABEHERA,INR,"287,801",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_121437_1,TENDERONLINEDNAYAGARH52526,S/R to Govt. Homeopathic Dispensary building at Natugaon for the year 2025-26,EE,Internal,"EE, DAO AND ESTIMATOR",Sasmita Munduri,12-Jan-2026 05:45 PM,finsummary_565054.pdf (3883.29 KB),AOC,"2,000",0.0,Nil,Nil,No,S/R to Govt. Homeopathic Dispensary building at Natugaon for the year 2025-26,S/R to Govt. Homeopathic Dispensary building at Natugaon for the year 2025-26,NA ,NA ,"3,38,550",Civil Works - Buildings,NA ,Tender,90.0,60.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,1.0,ICICI BANK,17-Nov-2025 01:30 PM,29-Nov-2025 11:00 AM,17-Nov-2025 01:30 PM,28-Nov-2025 05:30 PM,17-Nov-2025 01:30 PM ,28-Nov-2025 05:30 PM ,17-Nov-2025 01:30 PM,28-Nov-2025 05:30 PM,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH52526,2025_CERWI_121437_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH",1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN.pdfBOQ.xlsvalidPANGSTContractorlicenceetcasDTCN,"3,386",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,2,3258338,ASHOK KUMAR ROUT,27-Nov-2025 12:31 PM,Rejected-AOC,L1,12-Jan-2026 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,AOC
,,,,,,3,3264184,ATYANTA DALABEHERA,28-Nov-2025 04:07 PM,Accepted-AOC,AOC,12-Jan-2026 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3258879,BASANTI SWAIN,27-Nov-2025 12:13 AM,Rejected-AOC,L1,12-Jan-2026 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3256465,BHAGIRATHI PRADHAN,26-Nov-2025 07:58 PM,Rejected-AOC,L1,12-Jan-2026 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3264276,CHITA RANJAN PARIDA,28-Nov-2025 04:05 PM,Rejected-AOC,L1,12-Jan-2026 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3255749,DEBASIS PAIKERA,25-Nov-2025 11:03 PM,Rejected-AOC,L1,12-Jan-2026 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3245486,MANORANJAN JENA,23-Nov-2025 03:45 PM,Rejected-AOC,L1,12-Jan-2026 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3261341,PRAMODA KUMAR SWAIN,28-Nov-2025 04:08 PM,Rejected-AOC,L1,12-Jan-2026 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3258558,PRATAP CHANDRA BEHERA,26-Nov-2025 08:53 PM,Rejected-AOC,L1,12-Jan-2026 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
