Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
EXECUTIVE ENGINEER,Internal,,SUJIT KUMAR MOHANTY,02-Jan-2026 11:46 AM,techsummary_552711.pdf (1192.23 KB),02-Jan-2026,"INR 1,344,419",60.0,SUJIT KUMAR MOHANTY,02-Jan-2026 11:49 AM,AthaisaHarekrushna25.pdf (1192.00 KB),Work order and agreement completed,1,3088777,AGRAWALLA POWER INFRASTRUCTURE,21-Sep-2025 06:33 PM,Rejected-Technical,Rejected,02-Jan-2026 11:46 AM,Finance,TENDER OPENED,SUJIT KUMAR MOHANTY,23-Sep-2025 05:00 PM,finance_552711.pdf,BOQ Comparative Chart,1.0,3091256.0,HAREKRUSHNA ROUT,INR,"1,344,419","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",2025_OLIC_117999_25,BID NO-2170/2025-26 DT.08.09.2025,REVIVAL AND RE-ENERGISATION OF ATHAISA-I LIP UNDER SATYABADI BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,02-Jan-2026 11:48 AM,finsummary_552711.pdf (1192.23 KB),AOC,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",BID NO-2170/2025-26 DT.08.09.2025,2025_OLIC_117999_25,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,REVIVAL AND RE-ENERGISATION OF ATHAISA-I LIP UNDER SATYABADI BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,REVIVAL AND RE-ENERGISATION OF ATHAISA-I LIP UNDER SATYABADI BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,Please refer tender docuemnts ,NA ,"15,81,484",Civil Works - Lift Irrigation Schemes,NA ,Tender,60.0,60.0,SATYABADI,752001.0,NA ,NA ,NA ,EE LI DIVISION BHUBANESWAR,No ,No,"7,080",0.0,Nil,Nil,Yes,15-Sep-2025 12:30 PM,23-Sep-2025 11:00 AM,15-Sep-2025 12:30 PM,22-Sep-2025 05:00 PM,15-Sep-2025 12:30 PM ,20-Sep-2025 05:00 PM ,15-Sep-2025 12:30 PM,22-Sep-2025 05:00 PM,"15,815",Yes,percentage,1.0%,Nil,Nil,EE LI DIVISION BHUBANESWAR,EE LI DIVISION BHUBANESWAR,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD AND ALL OTHER DOCUMENTS AS PER DTCN,AOC
,,,,,,,,,,,,,2,3093609,ALOK KUMAR SETHY,22-Sep-2025 10:23 AM,Rejected-Technical,Rejected,02-Jan-2026 11:46 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,AOC
,,,,,,,,,,,,,3,3094534,GAUTAM BEHERA,22-Sep-2025 01:34 PM,Rejected-Technical,Rejected,02-Jan-2026 11:46 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3091256,HAREKRUSHNA ROUT,20-Sep-2025 07:02 PM,Accepted-AOC,Work order and agreement completed,02-Jan-2026 11:50 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3093415,JITENDRA SARANGI,22-Sep-2025 01:05 PM,Rejected-Technical,Rejected,02-Jan-2026 11:46 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3094489,MAA DRAUPADI ENTERPRISES PROP. PRIYAJEET BISWAL,22-Sep-2025 01:49 PM,Rejected-Technical,Rejected,02-Jan-2026 11:46 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3094886,M/S. BALIYARSINGH ELECTRICAL ENGINEERING & CONSTRUCTION,22-Sep-2025 03:06 PM,Rejected-Technical,Rejected,02-Jan-2026 11:46 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3090484,RAJESH KUMAR SAHOO,22-Sep-2025 03:52 PM,Rejected-Technical,Rejected,02-Jan-2026 11:46 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3095184,SK SOAEB ALLI,22-Sep-2025 04:57 PM,Rejected-Technical,Rejected,02-Jan-2026 11:46 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3094735,S.R CONSTRUCTIONS PROP-SUJATA RAY,22-Sep-2025 02:18 PM,Rejected-Technical,Rejected,02-Jan-2026 11:46 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
