Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Periodical Maintenance of Nachinda Nahara Balim W.B. border road for the year 2025-26.,Road Works,Please refer Tender documents. ,NA ,"19,93,852",Civil Works - Roads,NA ,Tender,90.0,90.0,Jaleswar,756086.0,NA ,NA ,NA ,"Rural Works Division, Jaleswar",No ,No,"6,000",0.0,Nil,Nil,No,"19,939",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,SE/RW/Jls- 10/2025-26,2025_CERWI_121178_44,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,13-Nov-2025 03:00 PM,20-Nov-2025 11:00 AM,13-Nov-2025 03:00 PM,19-Nov-2025 05:00 PM,13-Nov-2025 03:00 PM ,18-Nov-2025 05:00 PM ,13-Nov-2025 03:00 PM,19-Nov-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P. cost, EMD declaration, R.C., GST, PAN, Adhar, Affidavit etc as per DTCN","Superintending Engineer, R.W. Division, Jaleswar","At/Po- Chalanti, Via- Jaleswar",AOC,Er Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,29-Nov-2025 04:27 PM,techsummary_563998.pdf (481.74 KB),Er. Saubhagya Kumar Das,Internal,,Nirupama Sankhua,27-Jan-2026 03:08 PM,finsummary_563998.pdf (694.37 KB),Finance,All bidders have qualified,Soubhagya Kumar Das,29-Nov-2025 04:20 PM,,BOQ Comparative Chart,27-Jan-2026,"INR 1,993,852",90.0,Nirupama Sankhua,27-Jan-2026 03:15 PM,nachindaworkorder.pdf (595.00 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,2025_CERWI_121178_44,SE/RW/Jls- 10/2025-26,Periodical Maintenance of Nachinda Nahara Balim W.B. border road for the year 2025-26.,1.0,3236562.0,NILIRANI MUKHI,INR,"1,694,973",1,3238657,GOURAHARI PRAMANIK,19-Nov-2025 04:05 PM,Rejected-Finance,The bidder has not selected through the lottery system.,27-Jan-2026 03:08 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3227062,MONALISHA ENTERPRISE,17-Nov-2025 06:55 PM,Rejected-Finance,The bidder has not selected through the lottery system.,27-Jan-2026 03:08 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3236562,NILIRANI MUKHI,18-Nov-2025 09:40 PM,Accepted-AOC,The work order has issued to the agency.,27-Jan-2026 03:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3238822,PRATIMA CHAND,19-Nov-2025 04:44 PM,Rejected-Finance,The bidder has not selected through the lottery system.,27-Jan-2026 03:08 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3227517,RAMANIKANTA CONSTRUCTION,17-Nov-2025 01:14 PM,Rejected-Finance,The bidder has not selected through the lottery system.,27-Jan-2026 03:08 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3226113,RASMITA SINGH,15-Nov-2025 12:30 AM,Rejected-Finance,The bidder has not selected through the lottery system.,27-Jan-2026 03:08 PM,AOC
