Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,29-Nov-2025 07:17 PM,techsummary_564821.pdf (31.25 KB),1.0,3248689.0,DAITARI SIA,23-Nov-2025 08:16 PM,Rejected-Finance,Disqualified being L2,09-Jan-2026 12:54 PM,09-Jan-2026,"INR 6,255,614",120.0,Dillip Kumar Das,09-Jan-2026 12:58 PM,Sanamasigam_VI_Mantriguda_V.pdf (3566.00 KB),Work Order,Finance,opened successfully,Dillip Kumar Das,29-Nov-2025 05:18 PM,,BOQ Comparative Chart,1.0,3248549.0,RABINDRA KUMAR SIA,INR,"6,255,614",Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2025_OLIC_121304_46,1501/06.11.2025,Sanamasigam-VI and Mantriguda-V,"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,09-Jan-2026 12:54 PM,finsummary_564821.pdf (31.25 KB),AOC,"Executive Engineer, Lift irrigation Division, Naba","Executive Engineer, Lift irrigation Division, Nabarangpur, Odisha, Pin Code-764059",Sanamasigam-VI and Mantriguda-V,"Installation, electrification and energization of L.I. Projects Sanamasigam-VI and Mantriguda-V under Nabarangpur Block of Nabarangpur District",As per DTCN ,NA ,"55,51,170",Civil Works - Lift Irrigation Schemes,Electrification ,Tender,180.0,120.0,Nabarangpur,764059.0,NA ,NA ,NA ,"Office of the Executive Engineer, Lift irrigation",No ,No,"55,512",No,percentage,1.0%,Nil,Nil,"11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,17-Nov-2025 10:00 AM,25-Nov-2025 11:00 AM,17-Nov-2025 10:00 AM,24-Nov-2025 05:00 PM,17-Nov-2025 10:00 AM ,21-Nov-2025 05:00 PM ,17-Nov-2025 10:00 AM,24-Nov-2025 05:00 PM,Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,1501/06.11.2025,2025_OLIC_121304_46,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License, PAN, GST, Joint Venture, Experience certificate, Affidavit",AOC
,,,,,,2.0,3248549.0,RABINDRA KUMAR SIA,23-Nov-2025 07:46 PM,Accepted-AOC,Qualified,09-Jan-2026 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantities,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TCN documents,AOC
