S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,Improvement to service Road of RMC in between RD18750 M to RD22500 M under SIP.,ROAD,Please refer Tender documents. ,NA ,"2,09,66,000",Civil Works - Roads,NA ,Tender,90.0,365.0,Boudh,762014.0,NA ,NA ,NA ,"o/o EE,Boudh Irr. Division,Boudh",No ,No,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Boudh Irr Divn Boudh","ACE,BOIC-03/2025-26",2025_CEBMT_118281_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"2,09,700",Yes,fixed,,Nil,Nil,23-Sep-2025 10:00 AM,18-Oct-2025 11:00 AM,23-Sep-2025 10:00 AM,17-Oct-2025 05:30 PM,23-Sep-2025 10:00 AM ,06-Oct-2025 05:00 PM ,23-Sep-2025 10:00 AM,17-Oct-2025 05:30 PM,21-Nov-2025 11:00 AM,Executive Engineer,"O/O EE,Boudh Irr. Division,Boudh",1.0,Fee/PreQual/Technical,.pdf,"Tender Cost,GST,PAN,Contractor RC,NRC,Affidavits,other relevent document",AOC,Technical,tender already opened 17.10.25,BISHNUPRIYA DEHURI,20-Nov-2025 12:44 PM,,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Boudh Irr Divn Boudh",2025_CEBMT_118281_6,"ACE,BOIC-03/2025-26",Improvement to service Road of RMC in between RD18750 M to RD22500 M under SIP.,executive engineer,Internal,,BISHNUPRIYA DEHURI,31-Dec-2025 05:09 PM,finsummary_553179.pdf (1757.98 KB),1.0,3132656.0,SATYA PRIYA MALLA,INR,"17,823,156",28-Dec-2026,"INR 17,823,156",365.0,BISHNUPRIYA DEHURI,29-Jan-2026 01:11 PM,Wk6.pdf (468.00 KB),1,3130557,ABAKASH MISHRA,16-Oct-2025 04:15 PM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 05:09 PM,ACE BOLANGIR,Internal,,BISHNUPRIYA DEHURI,20-Nov-2025 01:19 PM,21-Nov-2025 11:00 AM,techsummary_553179.pdf (638.01 KB),Finance,Financial bid held on dt.21.11.2025.,BISHNUPRIYA DEHURI,31-Dec-2025 01:09 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3132679,ABHISEK PANIGRAHI,17-Oct-2025 03:15 PM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 05:09 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3113155,AMIYA RANJAN DASH,17-Oct-2025 12:28 PM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 05:09 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3126327,AMRITA HIRWANI,17-Oct-2025 02:18 AM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 05:09 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3124546,ANJALI RATHA,14-Oct-2025 12:51 PM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 05:09 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3130836,ANKIT KUMAR AGRAWAL,17-Oct-2025 06:04 AM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 05:09 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3122654,ASHISH KUMAR BEHERA,10-Oct-2025 06:16 PM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 05:09 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3131048,ASHISH SINGH,16-Oct-2025 01:56 PM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 05:09 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3131366,ASHOK KUMAR SINGH,16-Oct-2025 08:42 PM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 05:09 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3103004,AVASH PANIGRAHI,17-Oct-2025 01:33 PM,Rejected-Finance,Not Found L1 in Lottery Process.,31-Dec-2025 05:09 PM,,,,,,,,,,,,,,AOC
