Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
Executive Engineer,Internal,,Prasanna Kumar Pattanaik,29-Jan-2026 12:42 PM,techsummary_565597.pdf (419.23 KB),29-Jan-2026,"INR 500,098.5",30.0,Prasanna Kumar Pattanaik,29-Jan-2026 01:03 PM,CSnonresidentialbuildingatsp.pdf (419.00 KB),1,3256727,AJIT KUMAR SENAPATI,27-Nov-2025 12:30 AM,Rejected-AOC,1st LOWEST,29-Jan-2026 01:03 PM,Finance,verified,Prasanna Kumar Pattanaik,03-Dec-2025 11:15 AM,,BOQ Comparative Chart,1.0,3258390.0,HARI KRUSHNA PRADHAN,INR,"500,098.5",CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-RAYAGADA,2025_CERWI_121589_1,EERWRGD Online 10 2025 26,Repair and Renovation of Non Residential Building Projects at SP Rayagada for the year 2025-26 in the district of Rayagada,Executive Engineer,Internal,,Prasanna Kumar Pattanaik,29-Jan-2026 12:49 PM,finsummary_565597.pdf (419.23 KB),AOC,"5,880",Yes,fixed,,Nil,Nil,Executive Engineer,"RURAL WORKS DIVISION, RAYAGADA",CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-RAYAGADA,EERWRGD Online 10 2025 26,2025_CERWI_121589_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Affidavit GSTIN PAN RC and other papers as per DTCN,19-Nov-2025 05:00 PM,28-Nov-2025 11:00 AM,19-Nov-2025 05:00 PM,27-Nov-2025 05:00 PM,19-Nov-2025 05:00 PM ,26-Nov-2025 05:00 PM ,19-Nov-2025 05:00 PM,27-Nov-2025 05:00 PM,Repair and Renovation of Non Residential Building Projects at SP Rayagada for the year 2025-26 in the district of Rayagada,Repair and Renovation of Non Residential Building Projects at SP Rayagada for the year 2025-26 in the district of Rayagada,NA ,NA ,"5,88,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Rayagada,765001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, RAYAGADA",No ,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,2,3256351,BABULA KHOSHLA,26-Nov-2025 11:02 AM,Rejected-AOC,1st LOWEST,29-Jan-2026 01:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,3,3256625,BIKRAM HIAL,26-Nov-2025 12:07 PM,Rejected-AOC,1st LOWEST,29-Jan-2026 01:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3259299,GUDLA PADMAVATI,27-Nov-2025 11:43 AM,Rejected-AOC,1st LOWEST,29-Jan-2026 01:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3258750,G VINAY KUMAR,26-Nov-2025 09:44 PM,Rejected-AOC,1st LOWEST,29-Jan-2026 01:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3258390,HARI KRUSHNA PRADHAN,26-Nov-2025 07:42 PM,Accepted-AOC,AS PER LOTTER WINER,29-Jan-2026 01:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3258530,KANHU CHARAN JENA,26-Nov-2025 09:55 PM,Rejected-AOC,1st LOWEST,29-Jan-2026 01:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3250447,M RAMA RAO,26-Nov-2025 01:01 PM,Rejected-AOC,1st LOWEST,29-Jan-2026 01:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3258655,M/s. Aditya Electricals,26-Nov-2025 09:22 PM,Rejected-AOC,1st LOWEST,29-Jan-2026 01:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3258449,NANDA KISHOR PRASAD CHOURASIA,26-Nov-2025 11:38 PM,Rejected-AOC,1st LOWEST,29-Jan-2026 01:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
