S.No,Bank Name,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Document as per DTCN,1.0,Corrigendum Notice,Other,,"2,00,000",No,fixed,,Nil,Nil,Panchayati Raj and Drinking Water Department Odisha||ORMAS,3770/18.12.2025,2025_ORMAS_123450_1,Yes,Open Tender,EOI,Services,2.0,No,No,Online,No,No,No,"Selection of Event Management Agency for Sisir Saras-2026 in Bhubaneswar, Odisha","Selection of Event Management Agency for Sisir Saras-2026 in Bhubaneswar, Odisha",Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,NA ,ORMAS SIRD and PR Campus Unit 8 Bhubaneswar,751012.0,Conference Hall of ORMAS SIRD and PR Campus  ,Conference Hall of ORMAS SIRD and PR Campus Bhubaneswar ,24-Dec-2025 11:30 AM ,Conference Hall of ORMAS SIRD and PR Campus,No ,No,Chief Executive Officer ORMAS,ORMAS SIRD and PR Campus Bhubaneswar,18-Dec-2025 01:30 PM,07-Jan-2026 10:30 AM,18-Dec-2025 01:30 PM,07-Jan-2026 10:00 AM,18-Dec-2025 01:30 PM ,23-Dec-2025 04:00 PM ,18-Dec-2025 01:30 PM,07-Jan-2026 10:00 AM,07-Jan-2026 06:30 PM,"11,800",Nil,Nil,No,AOC,Technical,Event Management Documents,Sonali majumdar,07-Jan-2026 06:21 PM,technical_572225.pdf,Panchayati Raj and Drinking Water Department Odisha||ORMAS,2025_ORMAS_123450_1,3770/18.12.2025,"Selection of Event Management Agency for Sisir Saras-2026 in Bhubaneswar, Odisha",CEO ORMAS,Mixed,Addl CEO Finance Joint Secretary PR DW Deptt Accounts Officer PR DW Deptt Deputy CEO Marketing Deputy CEO Procurement Auditor ORMAS Procurement and Finance Expert,Sonali majumdar,09-Jan-2026 06:53 PM,finsummary_572225.pdf (12881.43 KB),1.0,3347151.0,COLOR PLUS,INR,"8,629,538",1,3347151,COLOR PLUS,07-Jan-2026 09:00 AM,Accepted-AOC,Work order value is excluding GST,27-Jan-2026 12:38 PM,13-Jan-2026,"INR 8,629,538",7.0,Sonali majumdar,27-Jan-2026 12:38 PM,WorkOrderEventManagement.pdf (2713.00 KB),"Work order for Event Management Works towards organisation of SISIR SARAS-2025-26 at at the Exhibition Ground Central, Western-l & II, Bhubaneswar",CEO ORMAS,Mixed,CEO ORMAS Addl CEO Finance Joint CEO ORMAS Deputy CEO ORMAS Auditor ORMAS Procurement and Finance Expert,Sonali majumdar,07-Jan-2026 06:28 PM,07-Jan-2026 06:30 PM,techsummary_572225.pdf (2271.51 KB),Finance,Financial Evaluation,Sonali majumdar,09-Jan-2026 06:31 PM,,AOC
2.0,ICICI NEFT/RTGS,2.0,Finance,.pdf,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3346988,Showcraft Productions Pvt Ltd,07-Jan-2026 12:25 AM,Rejected-Finance,2nd Highest,09-Jan-2026 06:53 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3346966,XPOSE ADVERTISING,06-Jan-2026 05:40 PM,Rejected-Technical,Technically disqualified in the 2nd stage of evaluation,07-Jan-2026 06:28 PM,,,,,,,,,,,,,,,,,,,,AOC
