Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,OPENED SUCCESSFULLY,AMRUTA KUMAR BAGH,15-Jan-2026 05:30 PM,finance_565483.pdf,BOQ Comparative Chart,EXECUTIVE ENGINEER,Internal,,AMRUTA KUMAR BAGH,22-Jan-2026 12:38 PM,finsummary_565483.pdf (1397.42 KB),22-Jan-2026,"INR 9,673,275",120.0,AMRUTA KUMAR BAGH,22-Jan-2026 12:40 PM,COMMITTEE28.pdf (1397.00 KB),1,3259657,ASHIS KUMAR PATEL,27-Nov-2025 01:53 PM,Rejected-Technical,Reject,16-Jan-2026 05:47 PM,1.0,3257247.0,SAI CONSTRUCTION,INR,"9,673,275",Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Rourkella,2025_OLIC_121554_1,EEOLICRKL-8/2025-26,"INSTALLATION AND ENERGISATION OF KENAPALI(LADAM), PARAGPOSH, JOGIBANDH(MUNDABASTI) R/L UNDER LAHUNIPARA BLOCK IN SUNDARGARH DISTRICT",EXECUTVE ENGINEER,Internal,,AMRUTA KUMAR BAGH,16-Jan-2026 05:47 PM,techsummary_565483.pdf (1397.42 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online tender paper cost,emd,license,GST,PAN,Affidavit towards authenticity of documents details","EXECUTIVE ENGINEER,L.I.DIVISION,ROURKELA","O/O EXECUTIVE ENGINEER,L.I.DIVISION,ROURKELA",1.0,ICICI BANK,"96,733",Yes,percentage,1.0%,Nil,Nil,19-Nov-2025 10:00 AM,29-Nov-2025 11:00 AM,19-Nov-2025 10:00 AM,27-Nov-2025 05:00 PM,19-Nov-2025 10:00 AM ,27-Nov-2025 04:00 PM ,19-Nov-2025 10:00 AM,27-Nov-2025 05:00 PM,"INSTALLATION AND ENERGISATION OF KENAPALI(LADAM), PARAGPOSH, JOGIBANDH(MUNDABASTI) R/L UNDER LAHUNIPARA BLOCK IN SUNDARGARH DISTRICT",LIFT IRRIGATION WORKS,Please refer Tender documents. ,NA ,"96,73,275",Civil Works - Lift Irrigation Schemes,NA ,Tender,120.0,120.0,ROURKELA,769015.0,NA ,NA ,NA ,"O/O EXECUTIVE ENGINEER,L.I.DIVISION,ROURKELA",No ,No,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Rourkella,EEOLICRKL-8/2025-26,2025_OLIC_121554_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,2,3260233,B B PARIDA,27-Nov-2025 02:34 PM,Rejected-Technical,Reject,16-Jan-2026 05:47 PM,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3,3260390,KULDEEP KISAN,27-Nov-2025 03:29 PM,Rejected-Technical,Reject,16-Jan-2026 05:47 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,4,3260257,MANDAKINI ENGINEERING,27-Nov-2025 02:54 PM,Rejected-Finance,L2,22-Jan-2026 12:38 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,5,3256503,MANJEET SINGH AND CO,27-Nov-2025 12:55 PM,Rejected-Technical,Reject,16-Jan-2026 05:47 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,6,3259521,MANO RANJAN PANI,27-Nov-2025 12:38 PM,Rejected-Technical,Reject,16-Jan-2026 05:47 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,7,3259056,PARESH KUMAR BISWAL,27-Nov-2025 09:16 AM,Rejected-Technical,Reject,16-Jan-2026 05:47 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,8,3253641,PRAKASH BEHERA,25-Nov-2025 09:57 PM,Rejected-Finance,L2,22-Jan-2026 12:38 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,9,3259896,PURNA CHANDRA ORAM,27-Nov-2025 01:16 PM,Rejected-Technical,Reject,16-Jan-2026 05:47 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,10,3257247,SAI CONSTRUCTION,27-Nov-2025 02:39 PM,Accepted-AOC,L1,22-Jan-2026 12:41 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
