Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,11.0,3056864.0,TAPAS RANJAN SAHOO,INR,"3,407,636",,,,,,,11,3051822,NITISH MOHANTY,27-Aug-2025 10:16 PM,Accepted-AOC,Unsuccessful bidder and Participated in transparent lottery system,19-Jan-2026 07:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,12.0,3056911.0,NIRANJAN NAYAK,INR,"3,407,636",,,,,,,12,3050575,Pradeep Kumar Pradhan,29-Aug-2025 05:06 PM,Accepted-AOC,Unsuccessful bidder and Participated in transparent lottery system,19-Jan-2026 07:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,13.0,3057046.0,YASHOBANTA NAYAK,INR,"3,407,636",,,,,,,13,3050952,PRASANJIT BISWAL,31-Aug-2025 11:25 AM,Accepted-AOC,Unsuccessful bidder and Participated in transparent lottery system,19-Jan-2026 07:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,14.0,3057519.0,HIMANSU SEKHAR SAHOO,INR,"3,407,636",,,,,,,14,3058141,PRIYA RANJAN SAHOO,31-Aug-2025 08:40 PM,Accepted-AOC,Unsuccessful bidder and Participated in transparent lottery system,19-Jan-2026 07:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,15.0,3057609.0,SACHITRANANDA JENA,INR,"3,407,636",,,,,,,15,3058226,RAHUL DEV NAYAK,31-Aug-2025 10:04 PM,Accepted-AOC,Unsuccessful bidder and Participated in transparent lottery system,19-Jan-2026 07:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,16.0,3058028.0,ABINASH MOHAPATRA,INR,"3,407,636",,,,,,,16,3057745,RAKESH KUMAR PAL,31-Aug-2025 04:18 PM,Rejected-Technical,Disqualified due to Non submission of GST,19-Jan-2026 05:56 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,17.0,3058141.0,PRIYA RANJAN SAHOO,INR,"3,407,636",,,,,,,17,3052916,RAMACHANDRA NAYAK,28-Aug-2025 07:38 PM,Accepted-AOC,Unsuccessful bidder and Participated in transparent lottery system,19-Jan-2026 07:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,18.0,3058192.0,JYOTIPRAKASH DASH,INR,"3,407,636",,,,,,,18,3059364,RAMESH CHANDRA PRADHAN,01-Sep-2025 03:15 PM,Accepted-AOC,Unsuccessful bidder and Participated in transparent lottery system,19-Jan-2026 07:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,19.0,3058193.0,SWAGAT RANJAN BISWAL,INR,"3,407,636",,,,,,,19,3058820,RANJAN KUMARPANDA,01-Sep-2025 02:37 PM,Accepted-AOC,Unsuccessful bidder and Participated in transparent lottery system,19-Jan-2026 07:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,20.0,3058226.0,RAHUL DEV NAYAK,INR,"3,407,636",,,,,,,20,3057609,SACHITRANANDA JENA,31-Aug-2025 01:45 PM,Accepted-AOC,Unsuccessful bidder and Participated in transparent lottery system,19-Jan-2026 07:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,21.0,3058293.0,DIBYA RANJAN DAS,INR,"3,407,636",,,,,,,21,3056175,SAGARIKA BISWAL,30-Aug-2025 08:49 PM,Accepted-AOC,Unsuccessful bidder and Participated in transparent lottery system,19-Jan-2026 07:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,22.0,3058777.0,SMRUTIRANJAN SAHOO,INR,"3,407,636",,,,,,,22,3052287,SANJAY KUMAR MALIK,01-Sep-2025 11:37 AM,Accepted-AOC,Unsuccessful bidder and Participated in transparent lottery system,19-Jan-2026 07:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,23.0,3058813.0,SAROJ KUMAR NAYAK,INR,"3,407,636",,,,,,,23,3058813,SAROJ KUMAR NAYAK,01-Sep-2025 12:39 PM,Accepted-AOC,Unsuccessful bidder and Participated in transparent lottery system,19-Jan-2026 07:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,24.0,3058820.0,RANJAN KUMARPANDA,INR,"3,407,636",,,,,,,24,3058777,SMRUTIRANJAN SAHOO,01-Sep-2025 12:36 PM,Accepted-AOC,Unsuccessful bidder and Participated in transparent lottery system,19-Jan-2026 07:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,25.0,3058825.0,MANORANJAN ROUT,INR,"3,407,636",,,,,,,25,3058864,SUSANTA KUMAR BEHERA,01-Sep-2025 01:03 PM,Accepted-AOC,Unsuccessful bidder and Participated in transparent lottery system,19-Jan-2026 07:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,26.0,3058864.0,SUSANTA KUMAR BEHERA,INR,"3,407,636",,,,,,,26,3058193,SWAGAT RANJAN BISWAL,31-Aug-2025 09:45 PM,Accepted-AOC,Unsuccessful bidder and Participated in transparent lottery system,19-Jan-2026 07:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,27.0,3059364.0,RAMESH CHANDRA PRADHAN,INR,"3,407,636",,,,,,,27,3056864,TAPAS RANJAN SAHOO,30-Aug-2025 07:20 PM,Accepted-AOC,Unsuccessful bidder and Participated in transparent lottery system,19-Jan-2026 07:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,28,3057046,YASHOBANTA NAYAK,31-Aug-2025 09:17 PM,Accepted-AOC,Unsuccessful bidder and Participated in transparent lottery system,19-Jan-2026 07:23 PM,,,,,,,,,,,,,,AOC
