Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Finance,The Tender has been opened,Patitapaban Pattnayak,05-Dec-2025 03:00 PM,finance_564565.pdf,BOQ Comparative Chart,1.0,3275471.0,KRISHNA GLOBAL SOLUTIONS,INR,"864,447",Municipal Bodies||Choudwar Municipality,2025_ORULB_121333_4,CHM-05/2025-26,Construction of Road and Drain with pumping station and channel at Sweeper Colony lane 1 in ward no 17 Choudwar Municipality,EO,Internal,,Soumya Ranjan Mishra,03-Jan-2026 03:22 PM,finsummary_564565.pdf (886.05 KB),EO,Internal,,Soumya Ranjan Mishra,03-Jan-2026 03:18 PM,techsummary_564565.pdf (267.22 KB),1,3275326,ASHOK KUMAR SAHOO,04-Dec-2025 08:31 AM,Rejected-Finance,REJECT,03-Jan-2026 03:22 PM,03-Jan-2026,"INR 1,016,877",90.0,Soumya Ranjan Mishra,03-Jan-2026 03:25 PM,wo4.pdf (693.00 KB),AOC,Municipal Bodies||Choudwar Municipality,CHM-05/2025-26,2025_ORULB_121333_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,17-Nov-2025 05:00 PM,05-Dec-2025 11:00 AM,17-Nov-2025 05:00 PM,04-Dec-2025 05:00 PM,NA ,NA ,17-Nov-2025 05:00 PM,04-Dec-2025 05:00 PM,1.0,ICICI BANK,Construction of Road and Drain with pumping station and channel at Sweeper Colony lane 1 in ward no 17 Choudwar Municipality,Construction of Road and Drain with pumping station and channel at Sweeper Colony lane 1 in ward no 17 Choudwar Municipality,Please refer Tender documents. ,NA ,"10,16,877",Civil Works - Others,NA ,Tender,90.0,NA ,Choudwar,754071.0,NA ,NA ,NA ,Choudwar,No ,No,"7,080",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,As Per DTCN,"10,169",Yes,fixed,,Nil,Nil,Executive Officer Choudwar Municipality,Choudwar,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3278908,KAMAL BEHERA,04-Dec-2025 03:20 PM,Rejected-Finance,REJECT,03-Jan-2026 03:22 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,As Per BOQ,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3275471,KRISHNA GLOBAL SOLUTIONS,03-Dec-2025 04:53 PM,Accepted-AOC,L1 IN LOTTERY,03-Jan-2026 03:25 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3276993,SARAT KUMAR SETHI,04-Dec-2025 07:07 AM,Rejected-Finance,REJECT,03-Jan-2026 03:22 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3275562,Smt. SABITA SAHOO,04-Dec-2025 07:57 AM,Rejected-Finance,REJECT,03-Jan-2026 03:22 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3277764,TAPAS KUMAR SAHOO,04-Dec-2025 12:05 PM,Rejected-Finance,REJECT,03-Jan-2026 03:22 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
