Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
"Superintending Engineer, PHD Koraput",Internal,"AEE, DAO and AEE under this division",Chiranjibi Mahali,06-Dec-2025 06:15 PM,06-Dec-2025 06:20 PM,techsummary_554273.pdf (783.73 KB),1.0,3126058.0,SANGRAM SWAIN,INR,"24,954,570",PHEO||PH Circle Bhawanipatna||PH Division Koraput,2025_PHEO_118721_1,NIT No.3 of 2025-26,Laying of dedicated rising main from WTP to Jayanagar MBR and other ancillary work at Jeypore Municipality under SP D.No.13-4215 for the year 2024-25,1,3125004,BAC CONSTRUCTION AND ENGINEERING PVT LTD,13-Oct-2025 10:31 AM,Rejected-Finance,Lottery lost,22-Jan-2026 05:23 PM,Technical,9nos bidders are participate,Chiranjibi Mahali,14-Oct-2025 05:10 PM,technical_554273.pdf,Finance,7nos bidders are participating,Chiranjibi Mahali,22-Jan-2026 05:17 PM,finance_554273.pdf,BOQ Comparative Chart,22-Jan-2026,"INR 29,354,864",180.0,Chiranjibi Mahali,22-Jan-2026 05:27 PM,aoc.pdf (2585.00 KB),AOC,"Superintending Engineer, PHD Koraput",Internal,"SE, AEE, DAO and AEE Estimator under this division",Chiranjibi Mahali,22-Jan-2026 05:23 PM,finsummary_554273.pdf (2961.37 KB),AOC,26-Sep-2025 02:00 PM,14-Oct-2025 11:00 AM,26-Sep-2025 02:00 PM,13-Oct-2025 05:00 PM,26-Sep-2025 02:00 PM ,10-Oct-2025 05:00 PM ,26-Sep-2025 02:00 PM,13-Oct-2025 05:00 PM,06-Dec-2025 06:20 PM,"2,93,549",Yes,percentage,1.0%,Nil,Nil,Laying of dedicated rising main from WTP to Jayanagar MBR and other ancillary work at Jeypore Municipality under SP D.No.13-4215 for the year 2024-25,Laying of dedicated rising main from WTP to Jayanagar MBR and other ancillary work at Jeypore Municipality,Please refer Tender documents. ,NA ,"2,93,54,864",Civil Works - Water Works,NA ,Rate Contract,120.0,180.0,Jeypore,764001.0,NA ,NA ,NA ,"Superintending Engineer, P.H.D, Koraput",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate- EMD- Paper cost- GSTIN- PAN- Affidavit, Experience cert. etc. as per DTCN","Superintending Engineer, P.H.D, Koraput","Superintending Engineer, P.H.D, Koraput",PHEO||PH Circle Bhawanipatna||PH Division Koraput,NIT No.3 of 2025-26,2025_PHEO_118721_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,2,3126145,BIJAN ROUT,13-Oct-2025 03:41 PM,Rejected-Technical,Work experience has not furnished as per DTCN condition,06-Dec-2025 06:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,3,3125225,BIJAY KUMAR SWAIN,13-Oct-2025 11:40 AM,Rejected-Finance,Rejected,22-Jan-2026 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,3126216,Ghanashyam Bhoi,13-Oct-2025 04:10 PM,Rejected-Technical,Annual turn over and Work experience has not furnished as per DTCN condition,06-Dec-2025 06:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,3125803,JRCC Infra LLP,13-Oct-2025 03:39 PM,Rejected-Finance,Lottery lost,22-Jan-2026 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,3125927,KSHIROD CHANDRA PRADHAN,13-Oct-2025 02:41 PM,Rejected-Finance,Lottery lost,22-Jan-2026 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,3123256,M/S PATRA CONSTRUCTION,11-Oct-2025 02:19 PM,Rejected-Finance,Lottery lost,22-Jan-2026 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8,3126058,SANGRAM SWAIN,13-Oct-2025 03:41 PM,Accepted-AOC,AOC,22-Jan-2026 05:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,9,3125264,SURENDRA KUMAR BEURA,13-Oct-2025 11:54 AM,Rejected-Finance,Rejected,22-Jan-2026 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
