Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,11,3090047,KISHORE CHANDRA PRADHAN,20-Sep-2025 12:17 PM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,12,3090699,KRUSHNA CHANDRA SWAIN,20-Sep-2025 03:39 PM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,13,3079382,kumudiini Baral,21-Sep-2025 05:21 PM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,14,3087061,LAXMIPRIYA PARIDA,21-Sep-2025 11:34 AM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,15,3092659,MANGARAJ BARIK,21-Sep-2025 06:09 PM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,16,3094593,MATRUSHAKTI ENGINEERING PRO.SASMITA JENA,22-Sep-2025 02:34 PM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,17,3080628,MITA SWAIN,15-Sep-2025 03:37 PM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,18,3090448,NARAYAN PATTANAYAK,20-Sep-2025 01:54 PM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,19,3087852,NIHAR RANJAN CHOUDHURY,19-Sep-2025 08:15 PM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,20,3088482,NIRANJAN SWAIN,21-Sep-2025 11:45 PM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,21,3080746,PRAKASH KUMAR JENAMANI,15-Sep-2025 12:02 PM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,22,3095085,RANJAN KUMAR JENA,22-Sep-2025 03:36 PM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,23,3094727,RASMITA MAHAPATRA,22-Sep-2025 02:21 PM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,24,3079663,RATI PRAKASH PALATA,14-Sep-2025 03:50 PM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,25,3091587,SANATAN KANDI,21-Sep-2025 09:05 PM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,26,3093852,SAROJ KUMAR SUNDARAY,22-Sep-2025 11:25 AM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,27,3093855,SAUBHAGYA RANJAN BISWAL,22-Sep-2025 11:51 AM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,28,3076935,SUDHAKAR MALLICK,13-Sep-2025 11:25 AM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,29,3086903,SUDHIR BHOI,19-Sep-2025 10:52 PM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,30,3086812,ULLASH KUMAR SWAIN,19-Sep-2025 04:10 PM,Rejected-Finance,Not won in the transparent Lottery,20-Nov-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
