EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"25,300",Yes,fixed,,Nil,Nil,"Superintending Engineer RWD-II, GJM, BAM","O/o the Superintending Engineer Rural Works Division-II, Ganjam, Berhampur",30-Oct-2025 04:00 PM,08-Nov-2025 11:00 AM,30-Oct-2025 04:00 PM,07-Nov-2025 05:00 PM,30-Oct-2025 04:00 PM ,06-Nov-2025 05:00 PM ,30-Oct-2025 04:00 PM,07-Nov-2025 05:00 PM,1.0,Corrigendum,Other,,1.0,ICICI BANK,S/R Baliasara to Sandhamara for the year 2025-26,S/R Baliasara to Sandhamara for the year 2025-26,Please refer Tender documents. ,NA ,"25,21,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Berhampur,760010.0,NA ,NA ,NA ,"O/o the S.E R.W.D-II, Ganjam, Berhampur",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Valid RC Copy Affidavit EMD Tender paper Cost PAN and GST Regi. as per DTCN,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,Online Tender/11/SERWD-II/2025-26,2025_CERWI_120323_28,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,05-Jan-2026 01:45 PM,finsummary_560092.pdf (2551.15 KB),"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,05-Jan-2026 01:41 PM,techsummary_560092.pdf (910.62 KB),05-Jan-2026,"INR 2,142,784",30.0,Sudipta Senapati,05-Jan-2026 01:49 PM,3BaliasaraSandhamaraWO.pdf (862.00 KB),Work Order,1,3190933,Ashok Kumar Nayak,06-Nov-2025 07:52 PM,Rejected-AOC,Unsuccessful Bidder,05-Jan-2026 01:49 PM,1.0,3184303.0,JAGANNATH SAHU,INR,"2,142,784",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,2025_CERWI_120323_28,Online Tender/11/SERWD-II/2025-26,S/R Baliasara to Sandhamara for the year 2025-26,Finance,Document to be verified and under scrutiny,Babina Sahu,15-Nov-2025 06:00 PM,finance_560092.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,3174218,Bhanja Swain,02-Nov-2025 06:03 PM,Rejected-AOC,Unsuccessful Bidder,05-Jan-2026 01:49 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3192341,BIBHU PRASAD NAHAK,07-Nov-2025 11:04 AM,Rejected-AOC,Unsuccessful Bidder,05-Jan-2026 01:49 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3183667,CHANDAN KUMAR MOHINI,05-Nov-2025 12:08 PM,Rejected-AOC,Unsuccessful Bidder,05-Jan-2026 01:49 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3178472,CHINMAYA BEHERA,05-Nov-2025 05:29 PM,Rejected-AOC,Unsuccessful Bidder,05-Jan-2026 01:49 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,3183333,GANESH SAHU,05-Nov-2025 10:59 AM,Rejected-AOC,Unsuccessful Bidder,05-Jan-2026 01:49 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,3190809,Hemanta sekhar pradhan,06-Nov-2025 07:28 PM,Rejected-AOC,Unsuccessful Bidder,05-Jan-2026 01:49 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,3194508,JAGADISH GOUDA,07-Nov-2025 04:38 PM,Rejected-AOC,Unsuccessful Bidder,05-Jan-2026 01:49 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,3184303,JAGANNATH SAHU,05-Nov-2025 03:05 PM,Accepted-AOC,Successful Bidder in Lottery,05-Jan-2026 01:49 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,3186231,MAMATA KUMARI SATAPATHY,05-Nov-2025 08:20 PM,Rejected-AOC,Unsuccessful Bidder,05-Jan-2026 01:49 PM,,,,,,,,,,,,,,,,AOC
