Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
S.E. R.W. Divn. BBSR,O/o S.E. R.W. Divn. BBSR,"4,000",0.0,Nil,Nil,No,Pichukuli Bankoi Magura road,Pichukuli Bankoi Magura road,Please refer Tender documents. ,NA ,"6,78,000",Civil Works - Roads,NA ,Tender,90.0,60.0,S.E. R.W. Divn. BBSR,751013.0,NA ,NA ,NA ,O/o S.E. R.W. Divn. BBSR,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,1.0,ICICI BANK,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,Tender Online Divn. BBSR - 13/2025-26,2025_CERWI_119404_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,13-Oct-2025 05:00 PM,22-Oct-2025 11:00 AM,13-Oct-2025 05:00 PM,20-Oct-2025 05:00 PM,NA ,NA ,13-Oct-2025 05:00 PM,20-Oct-2025 05:00 PM,"6,780",Yes,percentage,1.0%,Nil,Nil,AOC,1,3137107,AMRUT CONSTRUCTION & ENGINEERING SERVICES PRIVATE LIMITED,19-Oct-2025 11:45 PM,Rejected-Finance,Not success in lottery,17-Nov-2025 03:52 PM,27-Jan-2026,"INR 575,715",60.0,Nirmal Chandra Jena,27-Jan-2026 01:44 PM,pichukulibankoi.pdf (239.00 KB),AoC,SE RWD BBSR,Internal,"Sr DAO,AEE and Estimator",Nirmal Chandra Jena,17-Nov-2025 03:48 PM,techsummary_555660.pdf (349.12 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_119404_8,Tender Online Divn. BBSR - 13/2025-26,Pichukuli Bankoi Magura road,SE RWD BBSR,Internal,"Sr DAO,AEE and Estimator",Nirmal Chandra Jena,17-Nov-2025 03:52 PM,finsummary_555660.pdf (437.75 KB),Finance,10 nos of bidders are participated.,Shrabani Routray,23-Oct-2025 01:50 PM,,BOQ Comparative Chart,1.0,3132892.0,FIDA HOSEN KHAN,INR,"575,715",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3137789,BASANTI SWAIN,20-Oct-2025 01:16 PM,Rejected-Finance,Not success in lottery,17-Nov-2025 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3130412,DHARAMA DORA,16-Oct-2025 07:17 PM,Rejected-Technical,Technically Disqualified,17-Nov-2025 03:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3132892,FIDA HOSEN KHAN,17-Oct-2025 04:59 PM,Accepted-AOC,L1 Bidder,27-Jan-2026 01:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3137056,PRADIP KUMAR DALAI,20-Oct-2025 11:14 AM,Rejected-Technical,Technically Disqualified,17-Nov-2025 03:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3132195,PRADYUMNA KUMAR SAHU,17-Oct-2025 11:40 AM,Rejected-Finance,Not success in lottery,17-Nov-2025 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3138572,RAKESH JENA,20-Oct-2025 04:42 PM,Rejected-Technical,Technically Disqualified,17-Nov-2025 03:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3137311,SANJUKTA SAHOO,20-Oct-2025 11:49 AM,Rejected-Finance,Not success in lottery,17-Nov-2025 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3135844,SARMISTHA NANDA,20-Oct-2025 02:24 PM,Rejected-Technical,Technically Disqualified,17-Nov-2025 03:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3136541,TARESWAR LENKA,19-Oct-2025 07:46 PM,Rejected-Finance,Not success in lottery,17-Nov-2025 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
