Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Flood Protection work to the right bank of River Mahanadi near village kankala in between RD 26.500km to 27.300km of Talsarada G.P under Boudh Block.,River embankment work,Please refer Tender documents. ,NA ,"81,94,000",Civil Works - Others,NA ,Tender,90.0,335.0,Boudh,762014.0,NA ,NA ,NA ,"o/o EE,Boudh Irr. Division,Boudh",No ,No,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Boudh Irr Divn Boudh",EE BOD-07/25-26,2025_CEBMT_118915_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender cost, Affidavit,PAN,GST,Contractor RC,NRC, other relevent document",04-Oct-2025 11:00 AM,20-Oct-2025 11:00 AM,04-Oct-2025 11:00 AM,18-Oct-2025 05:30 PM,04-Oct-2025 11:00 AM ,13-Oct-2025 05:00 PM ,04-Oct-2025 11:00 AM,18-Oct-2025 05:30 PM,31-Oct-2025 11:00 AM,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,Executive Engineer,"o/o EE,Boudh Irr. Division,Boudh","82,000",Yes,fixed,,Nil,Nil,AOC,16-Oct-2026,"INR 6,965,836",335.0,BISHNUPRIYA DEHURI,27-Jan-2026 05:22 PM,Work4.pdf (668.00 KB),1,3132263,ABANIKANTA RATHA,17-Oct-2025 12:07 PM,Rejected-Finance,Not found L1 in lottery process.,09-Jan-2026 04:53 PM,Finance,Financial already open on dt. 06.11.2025,BISHNUPRIYA DEHURI,04-Dec-2025 05:04 PM,,BOQ Comparative Chart,Executive Engineer,Internal,,BISHNUPRIYA DEHURI,30-Oct-2025 01:05 PM,31-Oct-2025 11:00 AM,techsummary_554584.pdf (1141.69 KB),executive engineer,Internal,,BISHNUPRIYA DEHURI,09-Jan-2026 04:53 PM,finsummary_554584.pdf (2758.60 KB),"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Boudh Irr Divn Boudh",2025_CEBMT_118915_4,EE BOD-07/25-26,Flood Protection work to the right bank of River Mahanadi near village kankala in between RD 26.500km to 27.300km of Talsarada G.P under Boudh Block.,Technical,tender already opened 20.10.25,BISHNUPRIYA DEHURI,30-Oct-2025 12:13 PM,technical_554584.pdf,1.0,3118388.0,PABITRA KUMAR PARIDA,INR,"6,965,836",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,AOC,,,,,,,2,3134502,AMITABH RAUT,18-Oct-2025 03:41 PM,Rejected-Finance,Not found L1 in lottery process.,09-Jan-2026 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3133583,ASHARANI DALAL,17-Oct-2025 11:24 PM,Rejected-Finance,Not found L1 in lottery process.,09-Jan-2026 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3134353,ASHISH KUMAR BEHERA,18-Oct-2025 01:41 PM,Rejected-Finance,Not found L1 in lottery process.,09-Jan-2026 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3133934,ASHISH SINGH,18-Oct-2025 12:02 PM,Rejected-Finance,Not found L1 in lottery process.,09-Jan-2026 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3133414,ASHOK KUMAR SINGH,17-Oct-2025 08:54 PM,Rejected-Finance,Not found L1 in lottery process.,09-Jan-2026 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3133301,ASTAMA NAIK,17-Oct-2025 08:09 PM,Rejected-Finance,Not found L1 in lottery process.,09-Jan-2026 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3133949,ASWINI KUMAR PRADHAN,18-Oct-2025 11:39 AM,Rejected-Finance,Not found L1 in lottery process.,09-Jan-2026 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3134527,Bhawani Sankar Harpal,18-Oct-2025 02:47 PM,Rejected-Finance,Not found L1 in lottery process.,09-Jan-2026 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3134447,BISHAL AGRAWALLA,18-Oct-2025 02:25 PM,Rejected-Finance,Not found L1 in lottery process.,09-Jan-2026 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
