Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,Yes,1.0,ICICI BANK,ST and SC Development Deptt||ITDA Paralakhemundi,ITDAPKD/04/2025-26,2025_STSCD_117654_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,12-Sep-2025 10:00 AM,23-Sep-2025 11:00 AM,12-Sep-2025 10:00 AM,22-Sep-2025 05:30 PM,NA ,NA ,12-Sep-2025 10:00 AM,22-Sep-2025 05:30 PM,Construction of Additional Classroom at Anukundaguda Ashram School under Gumma Block,Construction of Additional Classroom at Anukundaguda Ashram School under Gumma Block,Please refer Tender documents. ,NA ,"25,15,993",Civil Works - Buildings,Building ,Tender,90.0,180.0,ANUKUNDAGUDA,761201.0,NA ,NA ,NA ,"o/o Project AdminiProject strator, Paralakhemundi,",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"25,160",Yes,fixed,,Nil,Nil,"Project Administrator, Paralakhemundi,","Project Administrator, Paralakhemundi,, GAJAPATI",AOC,Anshuman Mahapatra,Internal,PAITDA,Anhuman Mahapatra,16-Jan-2026 08:40 PM,finsummary_551467.pdf (587.86 KB),ST and SC Development Deptt||ITDA Paralakhemundi,2025_STSCD_117654_7,ITDAPKD/04/2025-26,Construction of Additional Classroom at Anukundaguda Ashram School under Gumma Block,1.0,3087825.0,MIRTIPATI MILKA RANI,INR,"2,138,846",Finance,"L1 lottery Winner, WORK AWARDED TO SMT MIRTIPATI MILKA RANI",Anhuman Mahapatra,16-Jan-2026 08:33 PM,finance_551467.pdf,BOQ Comparative Chart,1,3093494,BINNALA VIJAYA BABU,22-Sep-2025 10:30 AM,Rejected-Technical,Unsuccessful bidder,16-Jan-2026 08:37 PM,16-Jan-2026,"INR 2,138,846",180.0,Anhuman Mahapatra,16-Jan-2026 08:46 PM,7Anukundaguda.pdf (588.00 KB),"L1 lottery Winner, WORK AWARDED TO SMT MIRTIPATI MILKA RANI",Anshuman Mahapatra,Internal,PAITDA,Anhuman Mahapatra,16-Jan-2026 08:37 PM,techsummary_551467.pdf (587.87 KB),AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3092402,DARAPU CHAKRAVARHI,22-Sep-2025 08:43 AM,Rejected-Technical,Unsuccessful bidder,16-Jan-2026 08:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3094578,Jalumuru Bhargav,22-Sep-2025 01:52 PM,Rejected-Technical,Unsuccessful bidder,16-Jan-2026 08:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3092641,Jaya Chandra Patro,21-Sep-2025 05:53 PM,Rejected-Technical,Unsuccessful bidder,16-Jan-2026 08:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3091014,MANDARADA RAMESH,21-Sep-2025 06:50 AM,Rejected-Technical,unsuccessful bidder,16-Jan-2026 08:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3092802,MINOSI KARJI,21-Sep-2025 07:21 PM,Rejected-Technical,Unsuccessful bidder,16-Jan-2026 08:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3087825,MIRTIPATI MILKA RANI,19-Sep-2025 12:54 PM,Accepted-AOC,"L1 lottery Winner, WORK AWARDED TO SMT MIRTIPATI MILKA RANI",16-Jan-2026 08:46 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3091177,NAGARAJU SABAR,21-Sep-2025 10:38 PM,Rejected-Technical,unsuccessful bidder,16-Jan-2026 08:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3095052,NIRANJANA BARADO,22-Sep-2025 03:47 PM,Rejected-Technical,Unsuccessful bidder,16-Jan-2026 08:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3092577,Soubhagya Gouda,22-Sep-2025 10:12 AM,Rejected-Technical,Unsuccessful bidder,16-Jan-2026 08:37 PM,,,,,,,,,,,,,,AOC
