Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",SEPRD-11/2025-26,2025_CELBB_117617_26,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"9,000",Yes,fixed,,Nil,Nil,08-Sep-2025 10:00 AM,18-Sep-2025 10:30 AM,08-Sep-2025 10:00 AM,17-Sep-2025 05:30 PM,NA ,NA ,08-Sep-2025 10:00 AM,17-Sep-2025 05:30 PM,Improvement to left bank service road of Harianta Distributary from RD 3100 mtr. to 3450 mtr.,Road work,Please refer Tender documents. ,NA ,"8,92,460",Civil Works - Others,NA ,Tender,90.0,NA ,pratapnagari,753011.0,NA ,NA ,NA ,SE PRACHI DIVISION,No ,No,Superintending Engineer prachi division,office of the superintending engineer prachi division BBSR,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,"SE Prachi Division, Bhubaneswar",Internal,,Raghunath Swain,15-Oct-2025 12:23 PM,techsummary_551699.pdf (126.93 KB),"SE Prachi Division, Bhubaneswar",Internal,,Raghunath Swain,15-Oct-2025 12:29 PM,finsummary_551699.pdf (126.93 KB),Finance,ADMITTED,Kirti Kasturika,19-Sep-2025 05:39 PM,,BOQ Comparative Chart,1.0,3068794.0,LOKANATH SAHOO,INR,"758,680","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",2025_CELBB_117617_26,SEPRD-11/2025-26,Improvement to left bank service road of Harianta Distributary from RD 3100 mtr. to 3450 mtr.,1,3082726,ABAKASH KUMAR SAMAL,16-Sep-2025 01:26 PM,Rejected-Technical,not selected through lottery,15-Oct-2025 12:23 PM,08-Jan-2026,"INR 758,680",120.0,Raghunath Swain,08-Jan-2026 11:02 AM,26.PDF (138.00 KB),AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3084575,BIKASH CHANDRA PATRA,17-Sep-2025 09:30 AM,Rejected-Technical,not selected through lottery,15-Oct-2025 12:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3076907,DEEPAK ROUTRAY,11-Sep-2025 08:14 PM,Rejected-Technical,not selected through lottery,15-Oct-2025 12:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3083898,INDRAJIT PRADHAN,16-Sep-2025 03:47 PM,Rejected-Technical,not selected through lottery,15-Oct-2025 12:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3085244,JAYASHREE BEHERA,17-Sep-2025 04:12 PM,Rejected-Technical,not selected through lottery,15-Oct-2025 12:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3082177,JHARANA DASH,15-Sep-2025 06:26 PM,Rejected-Technical,not selected through lottery,15-Oct-2025 12:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3068794,LOKANATH SAHOO,14-Sep-2025 06:24 PM,Accepted-AOC,Selected through Lottery,08-Jan-2026 11:03 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3085129,MAMATA JENA,17-Sep-2025 03:07 PM,Rejected-Technical,not selected through lottery,15-Oct-2025 12:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3082623,NIRUPAMA BEHERA,15-Sep-2025 09:33 PM,Rejected-Technical,not selected through lottery,15-Oct-2025 12:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3084316,PRABHAT KUMAR BASTIA,16-Sep-2025 07:44 PM,Rejected-Technical,not selected through lottery,15-Oct-2025 12:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3079754,PRASANJIT MOHANTY,16-Sep-2025 08:49 PM,Rejected-Technical,not selected through lottery,15-Oct-2025 12:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3080688,Prasanta Das,15-Sep-2025 12:03 PM,Rejected-Technical,not selected through lottery,15-Oct-2025 12:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3069117,PRASANTA KUMAR MOHANTY,14-Sep-2025 07:55 PM,Rejected-Technical,not selected through lottery,15-Oct-2025 12:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3069155,SHYAMAKANTA DEBASHISH NAYAK,16-Sep-2025 08:59 PM,Rejected-Technical,not selected through lottery,15-Oct-2025 12:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3084445,Sri Baikuntha Nath Das,16-Sep-2025 09:09 PM,Rejected-Technical,not selected through lottery,15-Oct-2025 12:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3070869,SUJATA PRUSTY,09-Sep-2025 10:30 AM,Rejected-Technical,not selected through lottery,15-Oct-2025 12:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3084023,ULINK SERVICES Prop. DUSHASAN DALAI,16-Sep-2025 04:37 PM,Rejected-Technical,not selected through lottery,15-Oct-2025 12:23 PM,,,,,,,AOC
