S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,NIT Corriggendum,Other,,"Executive Engineer, L.I. Division, Keonjhar","At/Po- Dhrupada, Via- Raisuan, Dist- Keonjhar",Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Keonjhar,e-Procurement BID ID No. 05 EELID (KJR/2025-26),2025_OLIC_120279_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,01-Nov-2025 10:00 AM,11-Nov-2025 10:00 AM,01-Nov-2025 10:00 AM,10-Nov-2025 05:00 PM,01-Nov-2025 10:00 AM ,06-Nov-2025 05:00 PM ,01-Nov-2025 10:00 AM,10-Nov-2025 05:00 PM,20-Nov-2025 10:00 AM,1.0,ICICI BANK,Installation and energisation of Ghuntuposi-III L.I. Project under Telkoi block in Keonjhar district,Installation and energisation of Ghuntuposi-III L.I. Project under Telkoi block in Keonjhar district,Please refer Tender documents. ,NA ,,Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,90.0,Keonjhar,758001.0,NA ,NA ,NA ,"Office of the E.E., L.I. Division, Keonjhar",No ,No,"7,080",0.0,Nil,Nil,No,"34,320",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"PAPER COST,EMD,LICENSE COPY,HT LICENSE,PAN,GSTIN,AFFIDAVIT,JOINT VENTURE AND OTHER AS PER DTCN",AOC,Executive Engineer,Internal,,BADAL CHANDRA CHOUDHURY,19-Nov-2025 05:13 PM,20-Nov-2025 10:00 AM,techsummary_559613.pdf (547.07 KB),Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Keonjhar,2025_OLIC_120279_9,e-Procurement BID ID No. 05 EELID (KJR/2025-26),Installation and energisation of Ghuntuposi-III L.I. Project under Telkoi block in Keonjhar district,1.0,3204032.0,GIRIDHARI JENA,INR,"2,917,612",Technical,Ten nos. bidder participated in this tender and all are accepted,BADAL CHANDRA CHOUDHURY,19-Nov-2025 12:35 PM,,1,3182142,ANNAPURNA ROUT,05-Nov-2025 11:38 AM,Rejected-Finance,Failed in lottery,07-Dec-2025 01:54 PM,Finance,Financial bid opened for 10 nos. bidders,BADAL CHANDRA CHOUDHURY,21-Nov-2025 12:17 PM,,BOQ Comparative Chart,Executive Engineer,Internal,,BADAL CHANDRA CHOUDHURY,07-Dec-2025 01:54 PM,finsummary_559613.pdf (547.07 KB),20-Dec-2025,"INR 2,917,612",90.0,BADAL CHANDRA CHOUDHURY,17-Jan-2026 11:04 AM,P9.pdf (1868.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITIES,AOC,,,,,,,,,,,,,,,,,,,,,,2,3197477,ANUP ANURAG SATYAPRAKASH BHUYAN,08-Nov-2025 03:59 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 01:54 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3183854,Chaitanya Dehuri,09-Nov-2025 06:37 AM,Rejected-Finance,Failed in lottery,07-Dec-2025 01:54 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3204032,GIRIDHARI JENA,10-Nov-2025 07:13 AM,Accepted-AOC,WO issued,17-Jan-2026 11:04 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3188377,M/S. SHREE KRISHNA ENGINEERING,07-Nov-2025 08:59 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 01:54 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3196919,ODISHA ELECTRICAL AND CONSTRUCTIONS.,08-Nov-2025 12:44 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 01:54 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3198760,RANJAN KUMAR PANDA,08-Nov-2025 07:07 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 01:54 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3198174,SAGARIKA GIRI,08-Nov-2025 05:16 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 01:54 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3176853,SNEHARANI MAJHI,09-Nov-2025 06:58 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 01:54 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3196930,Surya Engineering and Construction,08-Nov-2025 12:47 PM,Rejected-Finance,Failed in lottery,07-Dec-2025 01:54 PM,,,,,,,,,,,,,,,,,,,AOC
