S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,Divisional Officer,"RURAL WORKS DIVISION NO.II, MALKANGIRI","Chimipalli - Ambaguda_Road_ 2 nos Boxcell Culvert (1x6x3) and RCC wall_At 4/100km, 4/430km,4/600km","Chimipalli - Ambaguda_Road_ 2 nos Boxcell Culvert (1x6x3) and RCC wall_At 4/100km, 4/430km,4/600km",NA ,NA ,"99,69,281",Civil Works - Roads,NA ,Tender,90.0,90.0,Malkangiri,764048.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, MALKANGIRI",No ,No,1.0,Fee/PreQual/Technical,.pdf,"PANCARD, GST CONTRACTOR REGISTRATION, AFFIDAVIT LICENSE ETC",06-Nov-2025 11:00 AM,15-Nov-2025 11:00 AM,06-Nov-2025 11:00 AM,14-Nov-2025 05:30 PM,06-Nov-2025 11:00 AM ,13-Nov-2025 03:00 PM ,06-Nov-2025 11:00 AM,14-Nov-2025 05:30 PM,18-Dec-2025 11:00 AM,"10,000",0.0,Nil,Nil,No,"99,700",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI - II,08/2025-26,2025_CERWI_120869_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,"SE RWD-II, MKG",Internal,"Superintending Engineer, DAO, Estimator",Jangya Narayan Gouda,17-Jan-2026 07:03 PM,finsummary_562093.pdf (281.06 KB),Technical,Technical Evaluation,Jangya Narayan Gouda,12-Dec-2025 07:38 PM,technical_562093.pdf,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI - II,2025_CERWI_120869_1,08/2025-26,"Chimipalli - Ambaguda_Road_ 2 nos Boxcell Culvert (1x6x3) and RCC wall_At 4/100km, 4/430km,4/600km",1.0,3221021.0,MRITUNJAY DEY,INR,"8,474,886",17-Jan-2026,"INR 8,474,886",90.0,Jangya Narayan Gouda,17-Jan-2026 07:11 PM,AGTChimtapalitoAmbagudaMrityunjayDey.pdf (281.00 KB),AOC for Agreement Details,1,3220607,AJIT KUMAR MALLICK,13-Nov-2025 12:26 PM,Rejected-AOC,Un-Successful,17-Jan-2026 07:11 PM,Finance,AOC for Agreement Details,Jangya Narayan Gouda,17-Jan-2026 06:55 PM,finance_562093.pdf,BOQ Comparative Chart,"SE RWD-II, MKG",Internal,"Superintending Engineer, DAO, Estimator",Jangya Narayan Gouda,12-Dec-2025 07:44 PM,18-Dec-2025 11:00 AM,techsummary_562093.pdf (2146.19 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3222376,Alok Patra,13-Nov-2025 06:45 PM,Rejected-AOC,Un-Successful,17-Jan-2026 07:11 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3223353,ANUP KUMAR SARKAR,14-Nov-2025 04:09 PM,Rejected-AOC,Un-Successful,17-Jan-2026 07:11 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3223065,Aryan Tawari,14-Nov-2025 03:41 PM,Rejected-AOC,Un-Successful,17-Jan-2026 07:11 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3216588,ASHIS SARKAR,12-Nov-2025 12:20 PM,Rejected-AOC,Un-Successful,17-Jan-2026 07:11 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3217812,B. Arun Patra,12-Nov-2025 04:48 PM,Rejected-AOC,Un-Successful,17-Jan-2026 07:11 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3223166,BASUDEV RAO,13-Nov-2025 10:25 PM,Rejected-AOC,Un-Successful,17-Jan-2026 07:11 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3221291,Bhabani Sankar Adari,13-Nov-2025 01:53 PM,Rejected-AOC,Un-Successful,17-Jan-2026 07:11 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3224957,BIBEKANANDA MANDAL,14-Nov-2025 03:06 PM,Rejected-AOC,Un-Successful,17-Jan-2026 07:11 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3224814,BISWAJIT DHALI,14-Nov-2025 02:53 PM,Rejected-AOC,Un-Successful,17-Jan-2026 07:11 PM,,,,,,,,,,,,,,AOC
