Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"6,000",0.0,Nil,Nil,No,Municipal Bodies||Kuchinda NAC,KCDA/NAC-6/2025-26,2025_ORULB_123154_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,13-Dec-2025 10:00 AM,20-Dec-2025 10:00 AM,13-Dec-2025 10:00 AM,19-Dec-2025 06:30 PM,13-Dec-2025 10:00 AM ,19-Dec-2025 05:30 PM ,13-Dec-2025 10:00 AM,19-Dec-2025 06:30 PM,1.0,ICICI BANK,"12,714",Yes,percentage,1.0%,Nil,Nil,"Resto. of road from Hardware Gallary Shop to Kshyama Sagar Pruseth house, W.No-9","Resto. of road from Hardware Gallary Shop to Kshyama Sagar Pruseth house, W.No-9",As per DTCN ,NA ,"12,71,435",Civil Works - Roads,NA ,Tender,90.0,30.0,Ward No-9 NAC Kuchinda,768222.0,NA ,NA ,NA ,Office of the NAC Kuchinda,No ,No,Executive Officer,"NAC KUCHINDA,AT/PO-KUCHINDA , DIST-SAMBALPUR",1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,Pradyut Kumar Mohanty,Internal,"B K Sa, N Nag , M Suna",Nilamadhab Nag,30-Dec-2025 05:22 PM,techsummary_571579.pdf (923.50 KB),Pradyut kumar Mohanty,Internal,"B K Sa, N Nag , M Suna",Nilamadhab Nag,31-Dec-2025 05:10 PM,finsummary_571579.pdf (923.50 KB),Finance,ok,Nilamadhab Nag,22-Dec-2025 12:38 PM,finance_571579.pdf,BOQ Comparative Chart,1.0,3315924.0,Sushanta Kumar Dwibedy,INR,"1,271,435.27",Municipal Bodies||Kuchinda NAC,2025_ORULB_123154_13,KCDA/NAC-6/2025-26,"Resto. of road from Hardware Gallary Shop to Kshyama Sagar Pruseth house, W.No-9",1,3312915,AMIT AGRAWAL,19-Dec-2025 11:57 AM,Rejected-AOC,Rejected,13-Jan-2026 07:01 PM,13-Jan-2026,"INR 1,271,435.27",30.0,Nilamadhab Nag,13-Jan-2026 07:01 PM,41.pdf (512.00 KB),Work Order issued,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3310335,BINAPANI PATEL,18-Dec-2025 10:37 AM,Rejected-AOC,Rejected,13-Jan-2026 07:01 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3315734,BISHAL AGRAWAL,19-Dec-2025 01:46 PM,Rejected-AOC,Rejected,13-Jan-2026 07:01 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3315950,GOVIND MEHER,19-Dec-2025 05:09 PM,Rejected-AOC,Rejected,13-Jan-2026 07:01 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3315755,KAPILASH NAYAK,19-Dec-2025 12:42 AM,Rejected-AOC,Rejected,13-Jan-2026 07:01 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3312258,KULAMANI SAHANSIA,18-Dec-2025 09:40 AM,Rejected-AOC,Rejected,13-Jan-2026 07:01 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3317035,LAXMI AGRAWAL,19-Dec-2025 02:02 PM,Rejected-AOC,Rejected,13-Jan-2026 07:01 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3317266,Sanjit Kumar Sharma,19-Dec-2025 02:50 PM,Rejected-AOC,Rejected,13-Jan-2026 07:01 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3316317,SHAKTI SWARUP MOHANTY,19-Dec-2025 11:30 AM,Rejected-AOC,Rejected,13-Jan-2026 07:01 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3315858,SUJIT KUMAR AGARWAL,19-Dec-2025 08:16 AM,Rejected-AOC,Rejected,13-Jan-2026 07:01 PM,,,,,,,,AOC
