Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Financial Bid Opening and Lottery Invitation,BIKRAMADITYA PANIGRAHY,01-Dec-2025 05:38 PM,finance_555600.pdf,BOQ Comparative Chart,Bikramaditya,Internal,"Bikramaditya, Kamala, Abhimanyu, Bibhu Prakash, Abhijeet",BIKRAMADITYA PANIGRAHY,18-Nov-2025 05:47 PM,20-Nov-2025 11:00 AM,techsummary_555600.pdf (2518.79 KB),15-Dec-2025,"INR 2,852,318",90.0,BIKRAMADITYA PANIGRAHY,31-Jan-2026 05:30 PM,Kasibeda.pdf (635.00 KB),Award of Contract,1,3151561,ABHISHEK PATNAIK,26-Oct-2025 06:20 PM,Accepted-AOC,Awarded,31-Jan-2026 05:30 PM,1.0,3151561.0,ABHISHEK PATNAIK,INR,"2,852,318",Bikramaditya,Internal,"Bikramaditya, Kamala, Abhimanyu, Bibhu Prakash, Abhijeet",BIKRAMADITYA PANIGRAHY,06-Dec-2025 05:01 PM,finsummary_555600.pdf (1786.85 KB),Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Karanjia,2025_OLIC_119374_28,BID ID NO.23 EELID (KJA/2025-26) DATE. 09.10.2025,New Installation and Energisation including power supply work of KASIBEDA LIP under THAKURMUNDA block in Mayurbhanj District,Technical,Bid Opening Summary,BIKRAMADITYA PANIGRAHY,12-Nov-2025 01:37 PM,technical_555600.pdf,AOC,13-Oct-2025 11:00 AM,28-Oct-2025 11:00 AM,13-Oct-2025 11:00 AM,27-Oct-2025 05:00 PM,13-Oct-2025 11:00 AM ,23-Oct-2025 05:00 PM ,13-Oct-2025 11:00 AM,27-Oct-2025 05:00 PM,20-Nov-2025 11:00 AM,New Installation and Energisation including power supply work of KASIBEDA LIP under THAKURMUNDA block in Mayurbhanj District,New Construction of Head works Distribution System and energization including Power supply work of KASIBEDA LIP under THAKURMUNDA block in Mayurbhanj District,Please refer Tender documents ,NA ,"33,55,273",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,NA ,Karanjia,757037.0,NA ,NA ,NA ,Karanjia,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Tender paper Cost,EMD,GSTIN,PAN,Affidavit,Civil and HT License,Joint Venture Agreement","7,080",0.0,Nil,Nil,No,Executive Engineer,"At-Ankura,Po-Karanjia,Dist-Mayurbhanj","33,553",Yes,percentage,1.0%,Nil,Nil,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Karanjia,BID ID NO.23 EELID (KJA/2025-26) DATE. 09.10.2025,2025_OLIC_119374_28,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,2,3150895,BARENDRA KRISHNA MATAGAJSINGH,27-Oct-2025 01:25 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3148668,BINOD BIHARI SAHU,26-Oct-2025 02:05 PM,Rejected-Technical,Tender details not mentioned in Affidavit,18-Nov-2025 05:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3158228,DAYANIDHI KABI,27-Oct-2025 01:32 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3159466,GOPINATH DAS,27-Oct-2025 04:49 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3159032,KAMALAKANTA DAS,27-Oct-2025 04:31 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3158181,MS MOHANTY ELECTRICALS,27-Oct-2025 12:21 PM,Rejected-Finance,Not Selected for Lottery,06-Dec-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3149208,MS SAI ENGINEERING & COMPANY,27-Oct-2025 01:11 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3159363,M/S SOUDAMINI ELECTRICAL WORKS,27-Oct-2025 02:26 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3150951,NABIN KUMAR PAL,27-Oct-2025 11:36 AM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 05:01 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
