S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"6,000",Nil,Nil,No,"18,602",Yes,percentage,1.0%,Nil,Nil,05-Dec-2025 10:00 AM,17-Dec-2025 11:00 AM,05-Dec-2025 10:00 AM,16-Dec-2025 05:00 PM,05-Dec-2025 10:00 AM ,16-Dec-2025 05:00 PM ,05-Dec-2025 10:00 AM,16-Dec-2025 05:00 PM,"DIVISIONAL FOREST OFFICER,JEYPORE KL DIVISION","AT -DEFUNCT FORESTERS TRAINING SCHOOL CAMPUS, FOREST COLONY PO- IRRIGATION COLONY, JEYPORE, DIST-KORAPUT, ODISHA, PIN 764004",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GSTIN, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",Forest Environment and Climate Change Department||PCCF Kendu Leaf||CCF Bolangir||DFO Jeypore KL,DFO-JPR-KL-01/2025-26,2025_DFJPK_122539_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Forester Quarter at Kundra (K.L) Section under Jeypore KL Range in Jeypore KL Division under Mukhyamantri Kendu Leaf Welfare Fund during FY 2025-26,Construction of Forester Quarter at Kundra (K.L) Section under Jeypore KL Range in Jeypore KL Division under Mukhyamantri Kendu Leaf Welfare Fund during FY 2025-26,Please refer Tender documents. ,NA ,"18,60,214",Civil Works - Buildings,NA ,Tender,90.0,90.0,Kundra,764002.0,NA ,NA ,NA ,O/O DFO KL Jeypore Division,No ,No,AOC,15-Jan-2026,"INR 1,581,368.22",90.0,Anil Kumar Bala,15-Jan-2026 10:23 PM,4workorderjprfrqtr.pdf (422.00 KB),attached,1,3307417,ATULYA KUMAR MISHRA,16-Dec-2025 01:38 PM,Rejected-AOC,3rd lowest bidder,15-Jan-2026 10:23 PM,"Divisional Forest officer,Jeypore KL Division",Internal,Range officer and Senior Assistant,Anil Kumar Bala,15-Jan-2026 10:08 PM,techsummary_569233.pdf (1213.54 KB),Forest Environment and Climate Change Department||PCCF Kendu Leaf||CCF Bolangir||DFO Jeypore KL,2025_DFJPK_122539_1,DFO-JPR-KL-01/2025-26,Construction of Forester Quarter at Kundra (K.L) Section under Jeypore KL Range in Jeypore KL Division under Mukhyamantri Kendu Leaf Welfare Fund during FY 2025-26,"Divisional Forest officer,Jeypore KL Division",Internal,"Range officer, Balimela Kl Range and Senior Assistant",Anil Kumar Bala,15-Jan-2026 10:15 PM,finsummary_569233.pdf (1259.55 KB),Finance,Attached,Amujure Mahesh,19-Dec-2025 06:07 PM,finance_569233.pdf,BOQ Comparative Chart,1.0,3306899.0,JEETENDRA KUMAR MOHAPATRA,INR,"1,581,368.22",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3306899,JEETENDRA KUMAR MOHAPATRA,16-Dec-2025 01:38 PM,Accepted-AOC,1st Lowest bidder selected by transparent lottery system,15-Jan-2026 10:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3307164,RAGHUNATH SWAIN,16-Dec-2025 01:07 PM,Rejected-AOC,2nd lowest bidder,15-Jan-2026 10:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3308159,SUJIT KUMAR NAYAK,16-Dec-2025 03:21 PM,Rejected-AOC,Not Selected by lottery,15-Jan-2026 10:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3298791,SURYA NARAYANA PADHY,16-Dec-2025 12:26 PM,Rejected-AOC,Not Selected by lottery,15-Jan-2026 10:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
