Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
Executive Engineer,Internal,"Estimator,DAO-I,Executive Engineer",Gobinda Chandra Tudu,21-Jan-2026 11:37 AM,techsummary_552530.pdf (213.13 KB),1,3082818,AJAYA KUMAR BEHERA,19-Sep-2025 09:16 PM,Rejected-AOC,Disqualified in transparent lottery,21-Jan-2026 11:56 AM,21-Jan-2026,"INR 678,473",60.0,Gobinda Chandra Tudu,21-Jan-2026 11:56 AM,agmt12.pdf (563.00 KB),agmt value,Finance,44 bidders participated for the above work,Gobinda Chandra Tudu,21-Jan-2026 11:26 AM,finance_552530.pdf,BOQ Comparative Chart,1.0,3086802.0,HATIA ROUT,INR,"678,473",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,2025_CERWI_118023_1,Online Tender 07 RWD-UKT 2025-26 (12),Twin E Type Quarters Building at RW Division Umerkote,Executive Engineer,Internal,"Estimator,DAO-I,Executive Engineer",Gobinda Chandra Tudu,21-Jan-2026 11:44 AM,finsummary_552530.pdf (213.13 KB),AOC,13-Sep-2025 04:00 PM,22-Sep-2025 11:00 AM,13-Sep-2025 04:00 PM,20-Sep-2025 05:00 PM,13-Sep-2025 04:00 PM ,19-Sep-2025 01:00 PM ,13-Sep-2025 04:00 PM,20-Sep-2025 05:00 PM,"Executive Engineer, RW Division-II, Umerkote","O/o the Executive Engineer, Rural Works Division-II, Nabarangpur, Umerkote",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,Online Tender 07 RWD-UKT 2025-26 (12),2025_CERWI_118023_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,981",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,Twin E Type Quarters Building at RW Division Umerkote,Twin E Type Quarters Building at RW Division Umerkote,NA ,NA ,"7,98,110",Civil Works - Buildings,NA ,Tender,90.0,60.0,Umerkote,764073.0,NA ,NA ,NA ,"EE, RW Division-II, Nabarangpur, Umerkote",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, Valid PAN, GST, CASTE, AFFIDAVIT AND Other Documents as per DTCN",AOC
,,,,,,2,3088198,AJIT SWAIN,19-Sep-2025 02:12 PM,Rejected-AOC,Disqualified in transparent lottery,21-Jan-2026 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,AOC
,,,,,,3,3085301,ALEKHA CHANDRA MOHANTY,17-Sep-2025 07:53 PM,Rejected-AOC,Disqualified in transparent lottery,21-Jan-2026 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3084265,ANJALI BISWAS,18-Sep-2025 11:59 AM,Rejected-AOC,Disqualified in transparent lottery,21-Jan-2026 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3090193,A SAI KUMAR,20-Sep-2025 02:01 PM,Rejected-AOC,Disqualified in transparent lottery,21-Jan-2026 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3087808,BIBHUTI BHUSAN BEHERA,19-Sep-2025 10:11 PM,Rejected-AOC,Disqualified in transparent lottery,21-Jan-2026 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3087095,BIMAL CHANDRA MALLICK,18-Sep-2025 09:27 PM,Rejected-AOC,Disqualified in transparent lottery,21-Jan-2026 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3089957,BINOD KUMAR MOHANTY,20-Sep-2025 11:57 AM,Rejected-AOC,Disqualified in transparent lottery,21-Jan-2026 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3084588,BIPANNA NANDI,18-Sep-2025 01:07 PM,Rejected-AOC,Disqualified in transparent lottery,21-Jan-2026 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3087273,CHANDRA HARIJAN,18-Sep-2025 10:59 PM,Rejected-AOC,Disqualified in transparent lottery,21-Jan-2026 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
