Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
SE,Internal,"DAO, AEE, Estimator",Sonali Sucharita Rout,18-Nov-2025 01:38 PM,21-Nov-2025 11:00 AM,techsummary_554916.pdf (743.10 KB),Finance,Opened,Sonali Sucharita Rout,24-Nov-2025 10:14 PM,,BOQ Comparative Chart,1,3135478,ANSHUMAN DASH,19-Oct-2025 12:21 PM,Rejected-Finance,Not Winner,14-Jan-2026 12:34 PM,14-Jan-2026,"INR 6,928,805.719",240.0,Sonali Sucharita Rout,14-Jan-2026 12:39 PM,TenderComm1.pdf (42.00 KB),Awarded,1.0,3147372.0,Rajat Mohapatra,INR,"5,890,177.742",CE RW I||RWCIRCLE-ANGUL||RWDIVISION-DHENKANAL,2025_CERWI_119042_1,Online DKL 05/2025-26,Construction of R.I. Office cum Residence at Motanga of Odapada Block in the District of Dhenkanal building,Technical,Total 10 nos of bidders were found,Sonali Sucharita Rout,27-Oct-2025 02:05 PM,technical_554916.pdf,SE,Internal,DAO estimator,Sonali Sucharita Rout,14-Jan-2026 12:34 PM,finsummary_554916.pdf (41.94 KB),AOC,Construction of R.I. Office cum Residence at Motanga of Odapada Block in the District of Dhenkanal building,Construction of R.I. Office cum Residence at Motanga of Odapada Block in the District of Dhenkanal building,NA ,NA ,"69,28,806",Civil Works - Buildings,NA ,Tender,90.0,240.0,Dhenkanal,759001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, DHENKANAL",No ,No,"69,288",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Divisional Officer,"RURAL WORKS DIVISION, DHENKANAL",10-Oct-2025 11:30 AM,27-Oct-2025 11:00 AM,10-Oct-2025 11:30 AM,24-Oct-2025 05:00 PM,10-Oct-2025 11:30 AM ,23-Oct-2025 04:00 PM ,10-Oct-2025 11:30 AM,24-Oct-2025 05:00 PM,21-Nov-2025 11:00 AM,CE RW I||RWCIRCLE-ANGUL||RWDIVISION-DHENKANAL,Online DKL 05/2025-26,2025_CERWI_119042_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Cost of Tender Paper, RC, PAN, GSTIN, Affidavit &amp; other documents as per DTCN",AOC
,,,,,,,,,,,,,2,3146643,Ashok Kumar Guru,23-Oct-2025 07:15 PM,Rejected-Finance,Not Winner,14-Jan-2026 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Only Bill of Quantity,AOC
,,,,,,,,,,,,,3,3147397,Asutosh Pani,24-Oct-2025 01:55 AM,Rejected-Finance,Not Winner,14-Jan-2026 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3142898,M/S SABITRI CONSTRUCTION (PROP. RAKESH KUMAR SAHOO),22-Oct-2025 02:37 PM,Rejected-Finance,Not Winner,14-Jan-2026 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3147372,Rajat Mohapatra,24-Oct-2025 12:57 AM,Accepted-AOC,Awarded,14-Jan-2026 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3129080,Rajendra Dhar,15-Oct-2025 01:12 PM,Rejected-Technical,Electrical License not furnished,18-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3147589,RANAJIT PANY,24-Oct-2025 12:42 PM,Rejected-Finance,Not Winner,14-Jan-2026 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3147744,Simran Mohanty,24-Oct-2025 11:17 AM,Rejected-Finance,Not Winner,14-Jan-2026 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3143891,soubhagya kumar ghadei,22-Oct-2025 08:00 PM,Rejected-Finance,Not Winner,14-Jan-2026 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3144291,SUPRIYA NAYAK,24-Oct-2025 09:39 AM,Rejected-Finance,Not Winner,14-Jan-2026 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
