Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
21-Nov-2025 11:00 AM,08-Dec-2025 11:00 AM,21-Nov-2025 11:00 AM,05-Dec-2025 05:00 PM,21-Nov-2025 11:00 AM ,22-Nov-2025 05:00 PM ,21-Nov-2025 11:00 AM,05-Dec-2025 05:00 PM,15-Dec-2025 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,DTCN,1.0,ICICI BANK,BDO,BDO Gaisilet,"79,165",Yes,fixed,,Nil,Nil,Construction of Kasturba Gandhi Balika Vidyala Hostel Building at Gaisilet of Gaisilet Block,Civil Work,Please refer Tender documents. ,NA ,"79,16,532",Civil Works - Buildings,NA ,Tender,90.0,NA ,Gaisilet,768037.0,NA ,NA ,NA ,Gaisilet Block Office,No ,No,"10,000",Nil,Nil,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Bargarh||GAISILET Block,BDO/Gaisilet/01/2025-26,2025_PRBGI_121630_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1,3282203,AJAYA KUMAR DASH,05-Dec-2025 03:16 PM,Rejected-AOC,Rejected,16-Jan-2026 09:24 PM,16-Jan-2026,"INR 6,729,843.91",180.0,LAXMAN MAJHI,16-Jan-2026 09:23 PM,WOPSahu.pdf (336.00 KB),Finance,All Bidders accepted,LAXMAN MAJHI,16-Jan-2026 09:09 PM,finance_565783.pdf,BOQ Comparative Chart,BDO GAISILET,Mixed,"BDO, BEO, AEE, ABDO, SO",LAXMAN MAJHI,15-Dec-2025 12:39 PM,15-Dec-2025 03:00 PM,techsummary_565783.pdf (213.56 KB),Laxman Majhi BDO,Mixed,ABDO AEE BEO SO,LAXMAN MAJHI,16-Jan-2026 09:16 PM,finsummary_565783.pdf (167.18 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Bargarh||GAISILET Block,2025_PRBGI_121630_1,BDO/Gaisilet/01/2025-26,Construction of Kasturba Gandhi Balika Vidyala Hostel Building at Gaisilet of Gaisilet Block,Technical,All Bidders accepted,LAXMAN MAJHI,15-Dec-2025 12:18 PM,technical_565783.pdf,1.0,3279804.0,PRASANNA SAHU,INR,"6,729,843.91",AOC
,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3277471,DEBENDRA KUMAR JOSHI,04-Dec-2025 11:31 AM,Rejected-AOC,Rejected,16-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3282202,DEEPAK KUMAR SAHU,05-Dec-2025 03:25 PM,Rejected-AOC,Rejected,16-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3274150,GOBARDHAN PADHAN,05-Dec-2025 12:14 PM,Rejected-AOC,Rejected,16-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3281888,JAY BIHARI RUIDAS,05-Dec-2025 04:07 PM,Rejected-AOC,Rejected,16-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3282194,LINGARAJ CONSTRUCTION PROP. SANTOSH KUMAR SAHOO,05-Dec-2025 03:53 PM,Rejected-AOC,Rejected,16-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3277548,PRAFULLA KUMAR SAHU,05-Dec-2025 11:39 AM,Rejected-AOC,Rejected,16-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3279804,PRASANNA SAHU,05-Dec-2025 11:53 AM,Accepted-AOC,Accepted through Lottery,16-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3281312,SAHADEB BARIHA,05-Dec-2025 12:54 PM,Rejected-AOC,Rejected,16-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3277748,SARASWATI SAHU,05-Dec-2025 11:22 AM,Rejected-AOC,Rejected,16-Jan-2026 09:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
