Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, EMD, PAN, GSTIN, registration certificate, other related as per DTCN","25,794",Yes,percentage,1.0%,Nil,Nil,"THE EXECUTIVE ENGINEER, P.H.DIVISION,RAYAGADA","THE EXECUTIVE ENGINEER, P.H.DIVISION,RAYAGADA",1.0,ICICI BANK,"Supply and Installation of Bulk Flow Meter Device at Intake Well, Old ESR, OGR, New WTP, and different production wells at Kashinagar Town","Supply and Installation of Bulk Flow Meter Device at Intake Well, Old ESR, OGR, New WTP, and different production wells at Kashinagar Town",Please refer Tender documents. ,NA ,"25,79,431",Civil Works - Water Works,NA ,Tender,120.0,60.0,KASHINAGAR NAC,761206.0,NA ,NA ,NA ,"O/o THE EXECUTIVE ENGINEER, P.H.DIVISION,RAYAGADA",No ,No,PHEO||PH Circle Bhawanipatna||PH Division Rayagada,EEPHRAYAGADA-32/2025-26 DT. 18.11.2025,2025_PHEO_122180_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,28-Nov-2025 06:55 PM,10-Dec-2025 11:00 AM,28-Nov-2025 06:55 PM,09-Dec-2025 05:00 PM,28-Nov-2025 06:55 PM ,03-Dec-2025 05:00 PM ,28-Nov-2025 06:55 PM,09-Dec-2025 05:00 PM,AOC,PHEO||PH Circle Bhawanipatna||PH Division Rayagada,2025_PHEO_122180_1,EEPHRAYAGADA-32/2025-26 DT. 18.11.2025,"Supply and Installation of Bulk Flow Meter Device at Intake Well, Old ESR, OGR, New WTP, and different production wells at Kashinagar Town",1.0,3290890.0,S S ENTERPRISERS,INR,"2,192,774","Executive Engineer, P.H.Division, Rayagada",Internal,,Ayaskant Behera,28-Jan-2026 11:42 AM,techsummary_567876.pdf (448.09 KB),"Executive Engineer, P.H.Division, Rayagada",Internal,,Ayaskant Behera,28-Jan-2026 11:44 AM,finsummary_567876.pdf (448.09 KB),Finance,Bid Opening Summary,Ayaskant Behera,10-Dec-2025 06:15 PM,finance_567876.pdf,BOQ Comparative Chart,28-Jan-2026,"INR 2,192,774",60.0,Ayaskant Behera,28-Jan-2026 11:47 AM,agreemen.pdf (483.00 KB),1,3278857,Automatech Electric Co,09-Dec-2025 04:01 PM,Rejected-Technical,NOT QUALIFIED IN TRANSPER LOTTERY,28-Jan-2026 11:42 AM,AOC
,,.pdf,"No Relationship, Authorization Certificate form of affidavit/ Declaration and Other related document",,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3290583,CHANDRAJIT JENA,08-Dec-2025 10:04 PM,Rejected-Technical,NOT QUALIFIED IN TRANSPER LOTTERY,28-Jan-2026 11:42 AM,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3291508,DEEPANJALI PANIGRAHI,09-Dec-2025 01:42 PM,Rejected-Technical,not Qualified in Technical Evaluation,28-Jan-2026 11:42 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3291893,FLOWTECH AUTOMATION PRIVATE LIMITED,09-Dec-2025 04:14 PM,Rejected-Technical,NOT QUALIFIED IN TRANSPER LOTTERY,28-Jan-2026 11:42 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3290279,"OMM CONSTRUCTION AND SUPPLIES, PROP-BIBEKANANDA MOHAPATRA",09-Dec-2025 03:00 PM,Rejected-Technical,NOT QUALIFIED IN TRANSPER LOTTERY,28-Jan-2026 11:42 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3290661,SHREE SHYAM SHARNAM ECOBUILD LLP,08-Dec-2025 10:33 PM,Rejected-Technical,NOT QUALIFIED IN TRANSPER LOTTERY,28-Jan-2026 11:42 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3290890,S S ENTERPRISERS,09-Dec-2025 04:22 PM,Accepted-AOC,QUALIFIED IN TRANSPERENT LOTTERY,28-Jan-2026 11:47 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3282881,SUKANTA KUMAR TRIPATHY,06-Dec-2025 03:15 PM,Rejected-Technical,NOT QUALIFIED IN TRANSPER LOTTERY,28-Jan-2026 11:42 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3291641,Sunil Ranjan Mallick,09-Dec-2025 03:00 PM,Rejected-Technical,NOT QUALIFIED IN TRANSPER LOTTERY,28-Jan-2026 11:42 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3291112,SURENDRA KUMAR SAHOO,09-Dec-2025 11:53 AM,Rejected-Technical,NOT QUALIFIED IN TRANSPER LOTTERY,28-Jan-2026 11:42 AM,AOC
