S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
1.0,2927330.0,SAKTI PRASAD DASH,INR,"33,779,030",City Engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,22-Jan-2026 04:30 PM,finsummary_538618.pdf (3102.72 KB),Technical,6 bids opened successfully,Lipsa Parida,22-May-2025 05:12 PM,technical_538618.pdf,Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_113150_3,BMC-EE-Tender Cell-11/2025-26 Dt. 03.05.2025,Construction of RCC box cell culvert from NH towards Natural Nallah (Nayanjori) Raghunath Nagar in Ward No. 66,Finance,6 bids opened successfully,Lipsa Parida,09-Jul-2025 03:20 PM,finance_538618.pdf,BOQ Comparative Chart,City Engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,DYASSTCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,09-Jul-2025 11:43 AM,09-Jul-2025 03:00 PM,techsummary_538618.pdf (776.74 KB),1,2920202,BISWAJIT KANUNGO,16-May-2025 04:32 PM,Rejected-Finance,other than 1st lottery winner,22-Jan-2026 04:30 PM,22-Jan-2026,"INR 33,779,030",180.0,Lipsa Parida,22-Jan-2026 04:33 PM,wo_20_25.pdf (1575.00 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Scanned copies of all documents,"EE Central Tender Cell,BMC","UG Floor, Central Tender Cell, BMC,ICOMC Tower",Construction of RCC box cell culvert from NH towards Natural Nallah (Nayanjori) Raghunath Nagar in Ward No. 66,Construction of RCC box cell culvert from NH towards Natural Nallah (Nayanjori) Raghunath Nagar in Ward No. 66,Please refer Tender documents. ,NA ,"3,36,74,035",Civil Works - Others,NA ,Tender,120.0,180.0,BMC Area,751022.0,Office chamber of EE (Central Tender Cell) ,"UG Floor, Central Tender Cell, BMC,ICOMC Tower ",13-May-2025 04:30 PM ,"Central Tender Cell, BMC",No ,No,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-11/2025-26 Dt. 03.05.2025,2025_ORULB_113150_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,06-May-2025 04:00 PM,22-May-2025 11:30 AM,06-May-2025 04:00 PM,21-May-2025 05:00 PM,06-May-2025 04:00 PM ,13-May-2025 11:30 AM ,06-May-2025 04:00 PM,21-May-2025 05:00 PM,09-Jul-2025 03:00 PM,"10,000",0.0,Nil,Nil,No,"3,36,800",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2927046,DEBASISH TARENIA,21-May-2025 03:51 PM,Rejected-Finance,other than 1st lottery winner,22-Jan-2026 04:30 PM,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2927023,MITALI MAHAPATRA,21-May-2025 11:45 AM,Rejected-Finance,other than 1st lottery winner,22-Jan-2026 04:30 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2927547,PRATAP KUMAR UDAYASINGH,21-May-2025 04:51 PM,Rejected-Finance,other than 1st lottery winner,22-Jan-2026 04:30 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2927330,SAKTI PRASAD DASH,21-May-2025 01:32 PM,Accepted-AOC,1st lottery winner,22-Jan-2026 04:33 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2921363,SANDIP KUMAR PADHI,17-May-2025 11:07 AM,Rejected-Finance,other than 1st lottery winner,22-Jan-2026 04:30 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
