Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
24-Nov-2025 10:00 AM,09-Dec-2025 11:00 AM,24-Nov-2025 10:00 AM,08-Dec-2025 05:30 PM,24-Nov-2025 10:00 AM ,08-Dec-2025 05:30 PM ,24-Nov-2025 10:00 AM,08-Dec-2025 05:30 PM,16-Dec-2025 12:50 PM,"66,003",Yes,percentage,1.0%,Nil,Nil,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",SE MID SNG 15/2025-26,2025_CEMIB_121804_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Suarijore Check dam over Local nalla near village Suarijore in Lephripara Block of Sundargarh District under MATY Scheme 2025-26.,Construction of Suarijore Check dam over Local nalla near village Suarijore in Lephripara Block of Sundargarh District under MATY Scheme 2025-26.,B class contractor ,NA ,"66,00,267",Civil Works - Others,check dam ,Tender,90.0,120.0,Lephripara Block,770012.0,NA ,NA ,NA ,"O/o the Superintending Engineer, MID, Sundargarh",No ,No,1.0,ICICI BANK,"S.E. M.I. Division, Sundargarh","O/o the Superintending Engineer, MI Division, Sundargarh, At/PO- Mahesdihi","10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Affidavit, PAN, GSTIN, CDMS License, No Relation Certificate",AOC,29-Dec-2025,"INR 5,610,886.75",120.0,DHIRENDRA KUMAR NAIK,22-Jan-2026 01:23 PM,suarijore.pdf (792.00 KB),The tender of Sri Manoj Kumar Choudhury B class Gen. contractor decided in Transparent Lottery Amounting to Rs 5610886.75 being 14.99 percent less than the Tendered value is accepted.,1,3285502,BIKASH RANJAN PATTANAIK,07-Dec-2025 12:13 PM,Rejected-AOC,Rejected,22-Jan-2026 01:23 PM,"Er. D.K. Naik, SE MI Division, Sundargarh",Internal,"Sri R. Singh DAO, Sri S. Lakra AEE (Estr), Smt N. Soreng AE (Estr), Miss G. Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,16-Dec-2025 12:45 PM,16-Dec-2025 12:50 PM,techsummary_566464.pdf (918.82 KB),Finance,All the 11 nos bidders have quoted equal rate i. e. 14.99 percentage less than the estimated cost put to tender hence 11nos bidders may be invited for lottery,DHIRENDRA KUMAR NAIK,19-Dec-2025 06:17 PM,,BOQ Comparative Chart,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",2025_CEMIB_121804_4,SE MID SNG 15/2025-26,Construction of Suarijore Check dam over Local nalla near village Suarijore in Lephripara Block of Sundargarh District under MATY Scheme 2025-26.,Technical,All the 11nos bidders have submitted the required bid cost and fulfilled the required criteria. Hence their financial bids have been opened.,DHIRENDRA KUMAR NAIK,16-Dec-2025 12:41 PM,technical_566464.pdf,"Er. D.K. Naik, SE MI Division, Sundargarh",Internal,"Sri R. Singh DAO, Sri S. Lakra AEE (Estr), Smt N. Soreng AE (Estr), Miss G. Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,19-Dec-2025 06:22 PM,finsummary_566464.pdf (726.39 KB),1.0,3265125.0,MANOJ KUMAR CHOUDHURY,INR,"5,610,886.75",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC,,,,,,,,2,3289268,BIREN DUNGRI,08-Dec-2025 03:06 PM,Rejected-AOC,Rejected,22-Jan-2026 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3274441,BUDDHADEV SUNIANI,03-Dec-2025 12:37 PM,Rejected-AOC,Rejected,22-Jan-2026 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3285126,CHITTARANJAN HOTA,06-Dec-2025 09:12 PM,Rejected-AOC,Rejected,22-Jan-2026 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3274067,FIROJ KUMAR SINIANI,03-Dec-2025 12:06 PM,Rejected-AOC,Rejected,22-Jan-2026 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3265125,MANOJ KUMAR CHOUDHURY,29-Nov-2025 08:39 PM,Accepted-AOC,Accepted,22-Jan-2026 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3283047,PRABHAT KUMAR,08-Dec-2025 12:57 PM,Rejected-AOC,Rejected,22-Jan-2026 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3286614,PRIYA RANJAN PATTNAIK,07-Dec-2025 07:06 PM,Rejected-AOC,Rejected,22-Jan-2026 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3290003,RAJANIKANTA TRIPATHY,08-Dec-2025 04:46 PM,Rejected-AOC,Rejected,22-Jan-2026 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3282847,RAKESH KUMAR SAMAL,05-Dec-2025 06:18 PM,Rejected-AOC,Rejected,22-Jan-2026 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
