Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,The validity of tenders depends on the result of scrutiny of the scanned documents and Financial bid submitted by the tenderers online.,Ajaya Kumar Naik,27-Oct-2025 01:59 PM,,BOQ Comparative Chart,Er. Ajaya Naik,Internal,"JE (Estimator), PH Division, Cuttack, DAO-I PH Division, Cuttack, SE, PH Division, Cuttack",Ajaya Kumar Naik,22-Jan-2026 05:03 PM,finsummary_556208.pdf (1934.13 KB),22-Jan-2026,"INR 1,071,513",30.0,Ajaya Kumar Naik,22-Jan-2026 05:12 PM,cssss.pdf (1934.00 KB),1,3147173,AJAYA KUMAR BEHERA,23-Oct-2025 10:28 PM,Rejected-AOC,do not won the lottery,22-Jan-2026 05:12 PM,PHEO||SEPH-CIRCLE-CUTTACK||EEPH-DIVN-CUTTACK-II,2025_PHEO_119533_1,"SEPH-DIVISION, CTC- 26 (05) of 2025-26",Replacement of defunct production well at Nandininagar ward no - 4 in Pattamundai Municipality.,1.0,3143482.0,SIMRAN SAHOO,INR,"1,071,513",Er. Ajaya Naik,Internal,"JE (Estimator), PH Division, Cuttack, DAO-I, PH Division, Cuttack, SE, PH Division, Cuttack",Ajaya Kumar Naik,22-Jan-2026 04:56 PM,techsummary_556208.pdf (2682.77 KB),AOC,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD,Valid Regd.Certificate,GST,PAN,Affidavit as per DTCN",PHEO||SEPH-CIRCLE-CUTTACK||EEPH-DIVN-CUTTACK-II,"SEPH-DIVISION, CTC- 26 (05) of 2025-26",2025_PHEO_119533_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,Replacement of defunct production well at Nandininagar ward no - 4 in Pattamundai Municipality.,Replacement of defunct production well at Nandininagar ward no - 4 in Pattamundai Municipality.,Please refer Tender documents. ,NA ,,Civil Works - Water Works,NA ,Tender,120.0,30.0,"Mahanadivihar, Cuttack",753004.0,NA ,NA ,NA ,"OO Superintending Engineer, PH Division, Cuttack",No ,No,"OO Superintending Engineer, PH Division, Cuttack","OO Superintending Engineer, PH Division, Cuttack, Nayabazar, Cuttack","13,000",Yes,fixed,,Nil,Nil,15-Oct-2025 03:00 PM,27-Oct-2025 11:00 AM,15-Oct-2025 03:00 PM,24-Oct-2025 05:00 PM,15-Oct-2025 03:00 PM ,18-Oct-2025 05:00 PM ,15-Oct-2025 03:00 PM,24-Oct-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,2,3147248,AKSHAYA KUMAR BEHERA,23-Oct-2025 11:10 PM,Rejected-AOC,do not won the lottery,22-Jan-2026 05:12 PM,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3,3146245,Ashok Kumar Pradhan,23-Oct-2025 04:48 PM,Rejected-AOC,do not won the lottery,22-Jan-2026 05:12 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,4,3144251,Bibhu Ranjan Nayak,22-Oct-2025 10:27 PM,Rejected-AOC,do not won the lottery,22-Jan-2026 05:12 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,5,3147060,DHABALESWAR BEHERA,23-Oct-2025 09:48 PM,Rejected-AOC,do not won the lottery,22-Jan-2026 05:12 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,6,3147847,HAREKRISHNA BEHURA,24-Oct-2025 11:46 AM,Rejected-AOC,do not won the lottery,22-Jan-2026 05:12 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,7,3147706,MANJULATA MALLICK,24-Oct-2025 11:02 AM,Rejected-AOC,do not won the lottery,22-Jan-2026 05:12 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,8,3147745,NAGENDRA KUMAR NAYAK,24-Oct-2025 11:17 AM,Rejected-AOC,do not won the lottery,22-Jan-2026 05:12 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,9,3148434,PRADEEP KUMAR KUND,24-Oct-2025 02:05 PM,Rejected-Technical,Not Satisfied eligibility criteria as per DTCN,22-Jan-2026 04:56 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,10,3148048,PRAVAT KUMAR BEHURA,24-Oct-2025 12:21 PM,Rejected-AOC,do not won the lottery,22-Jan-2026 05:12 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
