S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"RENOVATION TO UPPER GUEST HOUSE (IB) AND INSTALLATION OF NEW OVERHEAD SYNTHETIC WATER TANK,UIDC, KHATIGUDA.","RENOVATION TO UPPER GUEST HOUSE (IB) AND INSTALLATION OF NEW OVERHEAD SYNTHETIC WATER TANK,UIDC, KHATIGUDA.",Please refer Tender documents. ,NA ,"12,15,561",Civil Works - Others,NA ,Tender,90.0,120.0,KHATIGUDA,764085.0,NA ,NA ,NA ,"O/o The Executive Engineer, Podagada Dam Division,",No ,No,11-Nov-2025 11:00 AM,25-Nov-2025 11:30 AM,11-Nov-2025 11:00 AM,24-Nov-2025 05:00 PM,11-Nov-2025 11:00 AM ,14-Nov-2025 05:00 PM ,11-Nov-2025 11:00 AM,24-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Scanned copy of Tender Fee, EMD, PAN, Aadhar Card, GST, R.C. of contractor.","Executive Engineer, Podagada Dam Division","O/o The Executive Engineer, Podagada Dam Division, Khatiguda, Nabarangpur, Odisha, 764085","12,200",Yes,fixed,,Nil,Nil,CE AND BM IK BASIN BARINIPUT JEYPORE||Upper Indravati Dam Circle Khatiguda||Podgada Dam Division Khatiguda,EEPDD-02(04)/2025-26,2025_PGDDK_120823_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,AOC,CE AND BM IK BASIN BARINIPUT JEYPORE||Upper Indravati Dam Circle Khatiguda||Podgada Dam Division Khatiguda,2025_PGDDK_120823_1,EEPDD-02(04)/2025-26,"RENOVATION TO UPPER GUEST HOUSE (IB) AND INSTALLATION OF NEW OVERHEAD SYNTHETIC WATER TANK,UIDC, KHATIGUDA.","Executive Engineer,PDD",Internal,"EE,PDD,Divisonal Accountant,Estimator",Nelson Tadingi,08-Jan-2026 11:15 AM,finsummary_561922.pdf (791.68 KB),Finance,BID OPENING SUMMERY,Nelson Tadingi,07-Jan-2026 12:44 PM,finance_561922.pdf,BOQ Comparative Chart,1.0,3247397.0,NARENDRA BHARATI,INR,"1,033,349",1,3240880,AJITA SWAIN,20-Nov-2025 12:17 PM,Rejected-AOC,rejected,27-Jan-2026 04:58 PM,27-Jan-2026,"INR 1,033,349",120.0,Nelson Tadingi,27-Jan-2026 04:57 PM,1.pdf (3287.00 KB),Successful bidder finalized through lottery.,"Executive Engineer,PDD",Internal,"EE,PDD, Divisional Accontant, Estimator",Nelson Tadingi,07-Jan-2026 03:45 PM,techsummary_561922.pdf (815.29 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit from Notary for authenticity of documents, EMD ,Bid information furnished Annexure-A",,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3245945,ANUPA MALLICK,22-Nov-2025 12:36 PM,Rejected-AOC,rejected,27-Jan-2026 04:58 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Authentication of Documents and No Relation Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3235051,BIBEKANANDA NAYAK,18-Nov-2025 03:05 PM,Rejected-AOC,rejected,27-Jan-2026 04:58 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Information regarding current litigation, Affidavit for exemption of EMD incase of Engg. contractor.",,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3245328,BICHITRA NANDA DAS,21-Nov-2025 08:12 PM,Rejected-AOC,rejected,27-Jan-2026 04:58 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit towards availing facilities in case of SC/ST Contractor with valid caste certificate.,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3247875,BRUNDABAN BHARATI,23-Nov-2025 09:13 PM,Rejected-AOC,rejected,27-Jan-2026 04:58 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other document felt necessary furnished as per DTCN.,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3242558,B S ENGINEERING PROP. BIJAY KUMAR SAHOO,23-Nov-2025 11:45 AM,Rejected-AOC,rejected,27-Jan-2026 04:58 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3250028,DEVI PRASAD MOHAPATRA,24-Nov-2025 04:53 PM,Rejected-AOC,rejected,27-Jan-2026 04:58 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3244527,ESWAR HARIJAN,21-Nov-2025 03:19 PM,Rejected-AOC,rejected,27-Jan-2026 04:58 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3242294,HEMANTA KUMAR MOHANTY,20-Nov-2025 04:29 PM,Rejected-AOC,rejected,27-Jan-2026 04:58 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3243328,ISRAEL KHAN,21-Nov-2025 12:46 PM,Rejected-AOC,rejected,27-Jan-2026 04:58 PM,,,,,,,,,,,,,,AOC
