Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"Superintending Engineer, Nimapara Irrigation Division, Nimapara",Internal,"S.E, Nimapara Irrigation Division, Nimapara, DAO, Nimapara Irr. Division, AEE (Estimator),Nimapara Irr.Division, Nimapara",BISHAL KESHARI SINGH,20-Dec-2025 07:43 PM,techsummary_561155.pdf (49.59 KB),1,3226050,ALOK SENAPATI,16-Nov-2025 11:36 AM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:43 PM,22-Jan-2026,"INR 3,504,291",180.0,Pritam Pothal,22-Jan-2026 08:29 PM,NID139.pdf (982.00 KB),"L1 bid of Sri PRATIMA BADAJENA selected through transparent lottery system accepted by the S.E., Nimapara Irrigation Division for award of contract.",Finance,All the bids are downloaded successfully.,SATYENDRA PARIDA,19-Nov-2025 11:33 AM,finance_561155.pdf,BOQ Comparative Chart,1.0,3232290.0,PRATIMA BADAJENA,INR,"3,504,291","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",2025_CELBB_120601_6,e-Procurement Notice No.- 04 of 2025-26,NID-139- Improvement to K.V. Right Embankment from RD 49.000Km. to 52.000Km.,"Superintending Engineer, Nimapara Irrigation Division, Nimapara",Internal,"S.E, Nimapara Irrigation Division, Nimapara, DAO, Nimapara Irr. Division, AEE (Estimator),Nimapara Irr.Division, Nimapara",BISHAL KESHARI SINGH,20-Dec-2025 07:49 PM,finsummary_561155.pdf (1107.68 KB),AOC,03-Nov-2025 11:00 AM,18-Nov-2025 11:00 AM,03-Nov-2025 11:00 AM,17-Nov-2025 05:30 PM,03-Nov-2025 11:00 AM ,10-Nov-2025 05:30 PM ,03-Nov-2025 11:00 AM,17-Nov-2025 05:30 PM,"6,000",0.0,Nil,Nil,No,NID-139- Improvement to K.V. Right Embankment from RD 49.000Km. to 52.000Km.,Improvement to K.V. Right Embankment from RD 49.000Km. to 52.000Km.,Please refer Tender Documents ,NA ,"41,22,210",Civil Works - Others,River Embankment ,Tender,90.0,180.0,Nimapara,752106.0,NA ,NA ,NA ,"S.E., Nimapara Irr Divn. Nimapara",No ,No,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada",e-Procurement Notice No.- 04 of 2025-26,2025_CELBB_120601_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Superintending Engineer., Nimapara Irr Divn.","Office of the Superintending Engineer Nimapara Irrigation Division, Nimapara Puri Odisha",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,GSTIN PAN Contractor R.C Affidavits undertakings N.R.C. and any other document as per SBD/DTCN,"41,300",Yes,fixed,,Nil,Nil,AOC
,,,,,,2,3229652,CLAVAX POWER PRIVATE LIMITED,17-Nov-2025 11:44 AM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,AOC
,,,,,,3,3232114,DIBYANSU SEKHAR BEHERA,17-Nov-2025 02:05 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3230986,Gyanendra Dhar,17-Nov-2025 11:36 AM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3231015,JANMANJAY PRADHAN,17-Nov-2025 10:57 AM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3229353,MURALIDHAR SAHOO,16-Nov-2025 02:50 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3232290,PRATIMA BADAJENA,17-Nov-2025 02:38 PM,Accepted-AOC,"L1 bid of Sri PRATIMA BADAJENA selected through transparent lottery system accepted by the S.E., Nimapara Irrigation Division for award of contract.",22-Jan-2026 08:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3232787,PRITIKANTA SWAIN,17-Nov-2025 04:11 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3232201,PRIYANKA PRIYADRASHINI SAHU,17-Nov-2025 03:56 PM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3231195,PUSPAK KUMAR PRADHAN,17-Nov-2025 11:33 AM,Rejected-Technical,Technically Not Qualified,20-Dec-2025 07:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
