Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
"CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,19-Aug-2025 09:45 PM,22-Aug-2025 03:00 PM,techsummary_545973.pdf (1033.77 KB),Finance,09 Nos of bidders admitted,Akshaya Kumar Naik,01-Sep-2025 10:55 AM,finance_545973.pdf,BOQ Comparative Chart,1,3001121,ANIRUDDHA BHOWMIK,24-Jul-2025 09:22 PM,Rejected-AOC,L7,12-Jan-2026 09:50 PM,07-Jan-2026,"INR 68,595,250",455.0,Akshaya Kumar Naik,12-Jan-2026 09:49 PM,Document286.pdf (90.00 KB),1.0,3011328.0,BISWA RANJAN PANDA,INR,"68,595,250",CE RW I||RWCIRCLE-BARIPADA,2025_CERWI_115550_1,NCB378,Construction of H.L bridge over Gangahar river at 0.200 km on chenguamangalpur to Kunchabania Road in the District of Mayurbhanj,Technical,10 Nos of Bidders participated,Akshaya Kumar Naik,19-Aug-2025 09:09 PM,,"CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,06-Nov-2025 11:29 AM,finsummary_545973.pdf (1012.63 KB),AOC,"10,000",0.0,Nil,Nil,No,Construction of H.L bridge over Gangahar river at 0.200 km on chenguamangalpur to Kunchabania Road in the District of Mayurbhanj,Construction of H.L bridge over Gangahar river at 0.200 km on chenguamangalpur to Kunchabania Road in the District of Mayurbhanj,NA ,NA ,"7,72,56,000",Civil Works - Bridges,NA ,Tender,90.0,455.0,Mayurbhanj,757105.0,NA ,NA ,NA ,"RURAL WORKS CIRCLE, BARIPADA",No ,No,Circle Officer,"RURAL WORKS CIRCLE, BARIPADA",CE RW I||RWCIRCLE-BARIPADA,NCB378,2025_CERWI_115550_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,14-Jul-2025 06:55 PM,28-Jul-2025 11:00 AM,14-Jul-2025 06:55 PM,25-Jul-2025 05:00 PM,14-Jul-2025 06:55 PM ,24-Jul-2025 05:00 PM ,14-Jul-2025 06:55 PM,25-Jul-2025 05:00 PM,22-Aug-2025 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, RC, PAN, GSTIN and EMD etc as per DTCN","7,72,560",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,2,3011328,BISWA RANJAN PANDA,24-Jul-2025 09:36 PM,Accepted-AOC,L1,12-Jan-2026 09:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"ATO, similar nature of work experience etc as per DTCN",,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,3,3011208,KIRAN KUMAR DAS,24-Jul-2025 07:05 PM,Rejected-AOC,L5,12-Jan-2026 09:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machineries, Affidavit etc as per DTCN",,,,,,,,,AOC
,,,,,,,,,,,,,4,3008463,M/S ARYA CONSTRUCTION,25-Jul-2025 01:21 PM,Rejected-AOC,L8,12-Jan-2026 09:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,AOC
,,,,,,,,,,,,,5,3009317,M/S BIG BUILD INFRASTRUCTURE & CO,25-Jul-2025 01:20 PM,Rejected-AOC,L2,12-Jan-2026 09:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3003308,Nanda Kishore Bindhani,25-Jul-2025 01:23 PM,Rejected-AOC,L4,12-Jan-2026 09:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3010957,PKP CONSTRUCTIONS,25-Jul-2025 01:52 PM,Rejected-AOC,L2,12-Jan-2026 09:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3006244,Ranjit Kumar Sahu,23-Jul-2025 07:20 PM,Rejected-AOC,L6,12-Jan-2026 09:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3011498,SANJEEB KUMAR NAYAK,25-Jul-2025 11:12 AM,Rejected-AOC,L3,12-Jan-2026 09:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3010878,Sri Sanjay Kumar Agrawalla,25-Jul-2025 03:28 PM,Rejected-Technical,Insufficient Machineries.,19-Aug-2025 09:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
