Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
S/R to Kasaba- - Jaypur -Jirtal Road for the year 2025-26.,S/R to Kasaba- - Jaypur -Jirtal Road for the year 2025-26.,Please refer Tender documents. ,NA ,"15,13,484",Civil Works - Roads,NA ,Tender,90.0,30.0,Balasore,756001.0,NA ,NA ,NA ,"O/o the SERW Division-II, Balasore",No ,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,E-TCN No.06 of 2025-26,2025_CERWI_119918_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,24-Oct-2025 05:00 PM,04-Nov-2025 11:00 AM,24-Oct-2025 05:00 PM,03-Nov-2025 05:00 PM,24-Oct-2025 05:00 PM ,03-Nov-2025 03:00 PM ,24-Oct-2025 05:00 PM,03-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"P Cost, EMD Online, RC, PAN, Valid GSTIN, Affidavit, No relation certificate and other as per DTCN",1.0,ICICI BANK,1.0,Add DTCN and Corrigendum,Other,,"SERW Division-II, Balasore","O/o the SERW Division-II, Balasore","6,000",0.0,Nil,Nil,No,"15,135",Yes,percentage,1.0%,Nil,Nil,AOC,"superintending Engineer,R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,27-Jan-2026 04:53 PM,finsummary_557584.pdf (202.02 KB),"superintending Engineer,R.W.Division-II,Balasore",Internal,,Amir Kumar Sethy,27-Jan-2026 04:46 PM,techsummary_557584.pdf (202.02 KB),1,3171241,ARUN KUMAR NAYAK,01-Nov-2025 12:26 AM,Rejected-AOC,Rejected,27-Jan-2026 04:59 PM,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2025_CERWI_119918_20,E-TCN No.06 of 2025-26,S/R to Kasaba- - Jaypur -Jirtal Road for the year 2025-26.,1.0,3174017.0,BENIMADHAB BIHARI,INR,"1,286,612.91",27-Jan-2026,"INR 1,286,612.91",30.0,Amir Kumar Sethy,27-Jan-2026 04:58 PM,119918_20AOC.pdf (430.00 KB),Finance,All documents download and go to technical evaluation,Sujata Behera,07-Dec-2025 07:36 PM,finance_557584.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,3173893,BASANTA KUMAR PATRA,02-Nov-2025 01:16 PM,Rejected-AOC,Rejected,27-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3168443,BASANTI SHIAL,03-Nov-2025 04:45 PM,Rejected-AOC,Rejected,27-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3174017,BENIMADHAB BIHARI,02-Nov-2025 03:36 PM,Accepted-AOC,Awarded through lottery winner vide Agrt No.149 P1 of 2025-26,27-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3160048,BISHNU MOHAN MALIK,29-Oct-2025 05:17 PM,Rejected-AOC,Rejected,27-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3160493,Jayadev Singh,01-Nov-2025 03:29 PM,Rejected-AOC,Rejected,27-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3166422,MAHASWETA MALIK,30-Oct-2025 08:19 PM,Rejected-AOC,Rejected,27-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3167840,MONALI PRAVA MUNDA,02-Nov-2025 11:55 AM,Rejected-AOC,Rejected,27-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3163017,"M/S Jagannath Construction, Prop-Prasanta Nayak",01-Nov-2025 07:46 PM,Rejected-AOC,Rejected,27-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3158947,M/S SUSHREE KRISHNA CONSTRUCTIONS,27-Oct-2025 01:27 PM,Rejected-AOC,Rejected,27-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC
