Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Online Proof Copy of Tender Cost, Bid Security, GSTIN, PAN, R.C and Affidavit","1,03,600",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,Construction of Sanskruti Bhawan First Floor at Bargarh,BUILDING WORK,Please refer Tender documents. ,NA ,"1,03,56,857",Civil Works - Buildings,NA ,Tender,90.0,180.0,BARGARH,768028.0,NA ,NA ,NA ,"O/O THE C.C.E, Northern R AND B Circle, SAMBALPUR",No ,No,26-Sep-2025 10:00 AM,14-Oct-2025 11:00 AM,26-Sep-2025 10:00 AM,13-Oct-2025 05:00 PM,26-Sep-2025 10:00 AM ,03-Oct-2025 05:00 PM ,26-Sep-2025 10:00 AM,13-Oct-2025 05:00 PM,17-Nov-2025 04:00 PM,"C.C.E, Northern R AND B Circle, SAMBALPUR","O/O THE C.C.E, Northern R AND B Circle, SAMBALPUR",1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-NORTHERN,CCENC (R AND B) /04/ 2025-26,2025_EICCL_118360_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,CCE NC SBP,Internal,,Hemant Naik,04-Jan-2026 07:28 PM,finsummary_553364.pdf (1470.23 KB),EIC-CIVIL||SERNB-CIRCLE-NORTHERN,2025_EICCL_118360_3,CCENC (R AND B) /04/ 2025-26,Construction of Sanskruti Bhawan First Floor at Bargarh,Technical,TECHNICAL BID OPENED,SUCHISMITA SAHU,21-Oct-2025 12:46 PM,,1.0,3125199.0,MANOJ KUMAR SUBUDHI,INR,"8,804,364",04-Jan-2026,"INR 8,804,364",180.0,Hemant Naik,04-Jan-2026 07:31 PM,AGTSANSKRU.pdf (15306.00 KB),AGT DRAWN,1,3125114,ANIL KUMAR HOTA,13-Oct-2025 03:32 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,04-Jan-2026 07:28 PM,Finance,Sanskruti Bhawan,SUCHISMITA SAHU,18-Nov-2025 06:43 PM,,BOQ Comparative Chart,CCE,Internal,,Hemant Naik,13-Nov-2025 08:30 PM,17-Nov-2025 04:00 PM,techsummary_553364.pdf (482.71 KB),AOC
,,.pdf,"Ownership of machineries, work experience and MOU for composite Building work etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3122103,ANISHKA ENTERPRISES,13-Oct-2025 01:37 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,04-Jan-2026 07:28 PM,,,,,,,,,,,,,,AOC
,,.pdf,Work experience certificate and other related documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3126026,JHARANA PANDA,13-Oct-2025 03:06 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,04-Jan-2026 07:28 PM,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BILL OF QUANTITY (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3125793,KAMAL LOCHAN NAIK,13-Oct-2025 02:24 PM,Rejected-Finance,L1 AFTER AVAILING PRICE PREFERENCE AND UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,04-Jan-2026 07:28 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3125199,MANOJ KUMAR SUBUDHI,13-Oct-2025 12:09 PM,Accepted-AOC,AGT DRAWN,04-Jan-2026 07:32 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3125486,Satwik Dash,13-Oct-2025 12:45 PM,Rejected-Technical,As per the decision of Tender Evaluation Committee,13-Nov-2025 08:30 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3121772,SIDHESWAR CONSTRUCTION,12-Oct-2025 02:07 PM,Rejected-Technical,As per the decision of Tender Evaluation Committee,13-Nov-2025 08:30 PM,,,,,,,,,,,,,,AOC
