Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Orissa State Police Housing and Welfare Corporation Ltd,18/OPHWC/2025-26,2025_OSPHW_120893_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,07-Nov-2025 06:55 PM,01-Dec-2025 10:30 AM,07-Nov-2025 06:55 PM,29-Nov-2025 05:00 PM,NA ,NA ,07-Nov-2025 06:55 PM,29-Nov-2025 05:00 PM,26-Dec-2025 10:30 AM,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",1.0,SITE PHOTOGRAPH WITH GPS CO-ORDINATES,Technical Bid,,1.0,ICICI BANK,"10,11,400",Yes,fixed,,Nil,Nil,"Const. of Atal Bus Stand (C Type) at Kalampur Under Kalampur Block, Kalahandi",Building Work,Please refer Tender documents. ,NA ,"10,11,43,117",Civil Works - Buildings,NA ,Tender,90.0,365.0,Kalahandi,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,AOC,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,31-Jan-2026 04:17 PM,finsummary_562583.pdf (872.49 KB),Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_120893_3,18/OPHWC/2025-26,"Const. of Atal Bus Stand (C Type) at Kalampur Under Kalampur Block, Kalahandi",Technical,SEVEN BIDDER HAVE PARTICPATED,MONALISHA PADHY,01-Dec-2025 11:47 AM,,1.0,3243707.0,MS JAYARAM PRADHAN,INR,"85,981,764",1,3266019,AJAY KUMAR JAIN,29-Nov-2025 01:39 PM,Rejected-Technical,Non submission of adequate similar nature of work experience as per DTCN Cl. No. 11 and 110(k).,24-Dec-2025 06:05 PM,31-Jan-2026,"INR 85,981,764",455.0,Bikram Keshari Malla,31-Jan-2026 04:22 PM,KALAMPUR.pdf (84.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 29.01.2026,Finance,Financial bid opened,LAXMIPRIYA NAYAK,26-Dec-2025 10:36 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,24-Dec-2025 06:05 PM,26-Dec-2025 10:30 AM,techsummary_562583.pdf (239.83 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3258007,BKM CONSTRUCTION PVT.LTD,28-Nov-2025 06:40 PM,Rejected-Finance,DUE TO L2 BIDDER,31-Jan-2026 04:17 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3264634,JAI BAJRANGBALI INFRA,29-Nov-2025 12:08 PM,Rejected-Technical,Non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,24-Dec-2025 06:05 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3243707,MS JAYARAM PRADHAN,29-Nov-2025 09:47 AM,Accepted-AOC,QUALIFIED BIDDER,31-Jan-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3262352,Paban Kumar Agrawal,29-Nov-2025 11:52 AM,Rejected-Technical,Non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,24-Dec-2025 06:05 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3265078,Sarada Prasad Swain,28-Nov-2025 07:53 PM,Rejected-Technical,Non submission of adequate similar nature of work experience as per DTCN Cl. No. 11 and 110(k).,24-Dec-2025 06:05 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3266527,SUMANTA KUMAR SAHOO,29-Nov-2025 02:48 PM,Rejected-Technical,Non submission of adequate similar nature of work experience as per DTCN Cl 11 and 110(k) and adequate turnover as per DTCN Cl. 12 and 110(j) and valid adequate documents to secure qualifying marks in Sch. C as per DTCN Cl. 13 and 110(f).,24-Dec-2025 06:05 PM,,,,,,,,,,,,,,,,,,,,,AOC
