Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD ,CONTRACTOR REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVIT,ETC",27-Oct-2025 04:00 PM,11-Nov-2025 11:00 AM,27-Oct-2025 04:00 PM,10-Nov-2025 05:00 PM,27-Oct-2025 04:00 PM ,10-Nov-2025 03:00 PM ,27-Oct-2025 04:00 PM,10-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"O/o EE R.W.DIVISION-II,BHADRAK","O/o EE R.W.DIVISION-II,BHADRAK","25,420",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,SE/BDK-II/TCN-10/2025-26,2025_CERWI_120110_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,S/R to L 71 TSC To Ichhapur Road for the year 2025-26 in the District of Bhadrak,S/R to L 71 TSC To Ichhapur Road for the year 2025-26 in the District of Bhadrak,Please refer Tender documents. ,NA ,"25,42,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The EE R.W.DIVISION-II,BHADRAK",No ,No,AOC,Executive Engineer,Internal,,Lambodar Naik,06-Jan-2026 04:30 PM,techsummary_558775.pdf (278.39 KB),Executive Engineer,Internal,,Lambodar Naik,06-Jan-2026 04:32 PM,finsummary_558775.pdf (400.65 KB),Finance,total12,Lambodar Naik,06-Jan-2026 04:27 PM,,BOQ Comparative Chart,1,3200065,ARUN KUMAR PATRA,09-Nov-2025 06:49 AM,Rejected-AOC,rejected,06-Jan-2026 04:36 PM,1.0,3188286.0,Saumitra Ranjan Nayak,INR,"2,161,012.02",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,2025_CERWI_120110_16,SE/BDK-II/TCN-10/2025-26,S/R to L 71 TSC To Ichhapur Road for the year 2025-26 in the District of Bhadrak,06-Jan-2026,"INR 216,012",60.0,Lambodar Naik,06-Jan-2026 04:36 PM,6351.pdf (365.00 KB),AOC
,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3190406,BIKASH NAYAK,06-Nov-2025 06:13 PM,Rejected-AOC,rejected,06-Jan-2026 04:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3196500,Chiranjib Nayak,08-Nov-2025 11:43 AM,Rejected-AOC,rejected,06-Jan-2026 04:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3188035,Damodar Nayak,06-Nov-2025 12:18 PM,Rejected-AOC,rejected,06-Jan-2026 04:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3197261,GOURANGA DAS,09-Nov-2025 04:02 PM,Rejected-AOC,rejected,06-Jan-2026 04:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3193565,Kailash Chandra Biswal,07-Nov-2025 01:32 PM,Rejected-AOC,rejected,06-Jan-2026 04:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3207472,M/S ANITA CONSTRUCTION,10-Nov-2025 02:37 PM,Rejected-AOC,rejected,06-Jan-2026 04:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3206395,PRASANTA KUMAR ROUT,10-Nov-2025 01:21 PM,Rejected-AOC,rejected,06-Jan-2026 04:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3202102,PRAVAKAR SAHOO,09-Nov-2025 03:58 PM,Rejected-AOC,rejected,06-Jan-2026 04:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3165917,Sadhu Charan Sahoo,07-Nov-2025 08:15 PM,Rejected-AOC,rejected,06-Jan-2026 04:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,3176478,Satyabrata Sahoo,03-Nov-2025 11:35 AM,Rejected-AOC,rejected,06-Jan-2026 04:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,12,3188286,Saumitra Ranjan Nayak,06-Nov-2025 12:44 PM,Accepted-AOC,selected through transparent lottery system,06-Jan-2026 04:36 PM,,,,,,,,,,,,,,,,AOC
