Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
O/o the SE RWD BBSR,O/o the SE RWD BBSR,1.0,ICICI BANK,"2,000",0.0,Nil,Nil,No,13-Nov-2025 05:55 PM,21-Nov-2025 11:00 AM,13-Nov-2025 05:55 PM,20-Nov-2025 05:00 PM,NA ,NA ,13-Nov-2025 05:55 PM,20-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,Tender Online Divn. BBSR - 23/2025-26,2025_CERWI_121205_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,540",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Paper Cost EMD GSTIN PAN Registration Certificate,VAW Qtr at Arikama,VAW Qtr at Arikama,Please refer tender documents ,NA ,"2,54,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,SE R.W. Div. BBSR,751013.0,NA ,NA ,NA ,SE RWD BBSR,No ,No,AOC,"SE, RWD, BBSR",Internal,"Sr.DAO, AEE and Estimator",Nirmal Chandra Jena,06-Jan-2026 05:26 PM,techsummary_564017.pdf (587.00 KB),"SE, RWD, BBSR",Internal,"Sr.DAO, AEE and Estimator",Nirmal Chandra Jena,06-Jan-2026 05:28 PM,finsummary_564017.pdf (587.00 KB),Finance,4 nos bidder are participated,Nirmal Chandra Jena,22-Nov-2025 01:12 PM,,BOQ Comparative Chart,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_121205_12,Tender Online Divn. BBSR - 23/2025-26,VAW Qtr at Arikama,1.0,3239771.0,AYEZA SUPPLIERS,INR,"215,518",1,3239893,AMRUT CONSTRUCTION & ENGINEERING SERVICES PRIVATE LIMITED,19-Nov-2025 11:52 PM,Rejected-Technical,Technically Disqualified,06-Jan-2026 05:26 PM,27-Jan-2026,"INR 215,518",60.0,Nirmal Chandra Jena,27-Jan-2026 01:13 PM,vawarikma.pdf (271.00 KB),AoC,AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of Correctness Certificate, undertaking for obtaining labour license",,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3239771,AYEZA SUPPLIERS,20-Nov-2025 05:57 AM,Accepted-AOC,L1 Bidder,27-Jan-2026 01:13 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,No relationship certificate and required documents as per DTCN,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3237463,BASANT KUMAR SAMANTARAY,19-Nov-2025 01:46 PM,Rejected-Finance,Not Success in lottery,06-Jan-2026 05:28 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3241095,PRADYUMNA KUMAR SAHU,20-Nov-2025 01:17 PM,Rejected-Technical,Technically Disqualified,06-Jan-2026 05:26 PM,,,,,,,,AOC
