Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Bikramaditya,Internal,"Bikramaditya, Kamala, Abhimanyu, Bibhu Prakash, Abhijeet",BIKRAMADITYA PANIGRAHY,18-Nov-2025 05:53 PM,20-Nov-2025 11:00 AM,techsummary_555545.pdf (2518.79 KB),Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Karanjia,2025_OLIC_119374_7,BID ID NO.23 EELID (KJA/2025-26) DATE. 09.10.2025,New Installation and Energisation including power supply work of KALIANI-V LIP under JASHIPUR block in Mayurbhanj District,1.0,3152023.0,SATYAJIT BEHERA,INR,"3,194,860",Finance,Financial Bid Opening and Lottery Invitation,BIKRAMADITYA PANIGRAHY,01-Dec-2025 12:42 PM,finance_555545.pdf,BOQ Comparative Chart,1,3150805,BARENDRA KRISHNA MATAGAJSINGH,27-Oct-2025 01:07 PM,Rejected-AOC,Not Selected in Lottery,30-Jan-2026 05:11 PM,Technical,Bid Opening Summary,BIKRAMADITYA PANIGRAHY,12-Nov-2025 12:51 PM,technical_555545.pdf,Bikramaditya,Internal,"Bikramaditya, Kamala, Abhimanyu, Bibhu Prakash, Abhijeet",BIKRAMADITYA PANIGRAHY,06-Dec-2025 12:02 PM,finsummary_555545.pdf (1786.85 KB),15-Dec-2025,"INR 3,194,860",90.0,BIKRAMADITYA PANIGRAHY,30-Jan-2026 05:11 PM,Kaliani_V.pdf (605.00 KB),Award of Contract,AOC,1.0,ICICI BANK,New Installation and Energisation including power supply work of KALIANI-V LIP under JASHIPUR block in Mayurbhanj District,New Construction of Head works Distribution System and energization including Power supply work of KALIANI-V LIP under JASHIPUR block in Mayurbhanj District,Please refer Tender documents ,NA ,"37,58,217",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,NA ,Karanjia,757037.0,NA ,NA ,NA ,Karanjia,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Tender paper Cost,EMD,GSTIN,PAN,Affidavit,Civil and HT License,Joint Venture Agreement",Executive Engineer,"At-Ankura,Po-Karanjia,Dist-Mayurbhanj","7,080",0.0,Nil,Nil,No,"37,582",Yes,percentage,1.0%,Nil,Nil,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Karanjia,BID ID NO.23 EELID (KJA/2025-26) DATE. 09.10.2025,2025_OLIC_119374_7,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,13-Oct-2025 11:00 AM,28-Oct-2025 11:00 AM,13-Oct-2025 11:00 AM,27-Oct-2025 05:00 PM,13-Oct-2025 11:00 AM ,23-Oct-2025 05:00 PM ,13-Oct-2025 11:00 AM,27-Oct-2025 05:00 PM,20-Nov-2025 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,2,3148690,BINOD BIHARI SAHU,27-Oct-2025 11:52 AM,Rejected-Technical,Tender details not mentioned in Affidavit,18-Nov-2025 05:53 PM,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,3149180,MS SAI ENGINEERING & COMPANY,27-Oct-2025 12:50 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 12:02 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,3149767,RAJIB MOHAMMED,24-Oct-2025 09:18 PM,Rejected-Finance,Not Selected in Lottery,06-Dec-2025 12:02 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,3152023,SATYAJIT BEHERA,27-Oct-2025 03:11 PM,Accepted-AOC,Awarded,30-Jan-2026 05:11 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,3148526,SHUBHAM KUMAR,27-Oct-2025 11:10 AM,Rejected-Finance,Not Selected for Lottery,06-Dec-2025 12:02 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
